tconst	directors	writers
tt10160000	nm5263312,nm4726081,nm5093723	nm5068934,nm8687418,nm1934692,nm8684819
tt10160002	nm4726081,nm5093723,nm5263312	nm5068934,nm8687418,nm1934692,nm8684819
tt10160004	\N	\N
tt10160006	nm5263312,nm5093723,nm4726081	nm5068934,nm8687418,nm1934692,nm8684819
tt10160008	nm5263312,nm4726081,nm5093723	nm5068934,nm8687418,nm1934692,nm8684819
tt10160010	nm5263312,nm5093723,nm4726081	nm5068934,nm8687418,nm1934692,nm8684819
tt10160012	\N	\N
tt10160014	nm5093723,nm5263312,nm4726081	nm5068934,nm8687418,nm1934692,nm8684819
tt10160016	nm0136424	nm9024698,nm3122605
tt10160018	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt10160020	\N	\N
tt10160022	nm5979195	\N
tt10160024	nm0136424	nm9024698,nm3122605
tt10160028	nm5652339,nm0959108	nm3132019,nm6908254
tt10160030	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160032	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160034	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160036	nm2023044	nm2023044
tt10160038	nm0754628,nm0686121	nm1313522,nm1531248,nm1241401,nm10181049
tt10160040	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160042	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160044	nm0754628,nm0686121	nm1313522,nm1531248,nm1241401,nm10181049
tt10160048	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160050	nm0686121,nm0754628	nm1313522,nm1531248,nm1241401,nm10181049
tt10160052	nm0754628,nm0686121	nm1313522,nm1531248,nm1241401,nm10181049
tt10160054	nm10248423	nm10248427,nm10248426,nm10532293,nm10248423
tt10160056	nm3952634	nm9740730
tt10160058	nm0739157	\N
tt10160060	nm1823226	nm0464175,nm0117679,nm8324962,nm2904821,nm8522074,nm5130852,nm3198398
tt10160062	nm5652339,nm0959108	nm3132019,nm6908254
tt10160064	nm10248423,nm2365557,nm10248424	\N
tt10160066	nm0637394,nm0655568,nm0813631,nm0215166	\N
tt10160068	nm0637394,nm0655568,nm0813631,nm0215166	\N
tt10160070	nm0655568,nm0637394,nm0813631,nm0215166	\N
tt10160072	nm0655568,nm0813631,nm0215166,nm0637394	\N
tt10160074	nm0813631,nm0637394,nm0655568,nm0215166	\N
tt10160076	nm0215166,nm0637394,nm0655568,nm0813631	\N
tt10160078	nm0813631,nm0215166,nm0637394,nm0655568	\N
tt10160080	nm0215166,nm0637394,nm0655568,nm0813631	\N
tt10160082	nm0637394,nm0655568,nm0215166,nm0813631	\N
tt10160084	nm0655568,nm0637394,nm0813631,nm0215166	\N
tt10160086	nm0215166,nm0637394,nm0655568,nm0813631	\N
tt10160088	nm0215166,nm0637394,nm0655568,nm0813631	\N
tt10160090	nm0637394,nm0215166,nm0813631,nm0655568	\N
tt10160092	\N	\N
tt10160094	\N	\N
tt10160096	nm0637394,nm0813631,nm0215166,nm0655568	\N
tt10160098	\N	\N
tt10160100	nm0655568,nm0637394,nm0813631,nm0215166	\N
tt10160102	nm0215166,nm0655568,nm0813631,nm0637394	\N
tt10160104	\N	\N
tt10160106	nm0813631,nm0655568,nm0215166,nm0637394	\N
tt10160108	nm0655568,nm0637394,nm0813631,nm0215166	\N
tt10160110	\N	\N
tt10160112	\N	\N
tt10160114	nm0215166,nm0637394,nm0655568,nm0813631	\N
