tconst	directors	writers
tt6480000	\N	\N
tt6480002	\N	\N
tt6480004	\N	\N
tt6480006	nm3930165	nm3930165
tt6480008	\N	\N
tt6480010	\N	\N
tt6480012	nm2667609	\N
tt6480014	\N	\N
tt6480018	\N	\N
tt6480020	nm6297572	nm6297572
tt6480022	\N	\N
tt6480024	nm2545051	nm2545051
tt6480026	nm2990369	nm5669487,nm5669380,nm8121302
tt6480028	\N	\N
tt6480030	\N	\N
tt6480032	\N	\N
tt6480034	\N	\N
tt6480036	nm2990369	nm5669487,nm5669380,nm8121302
tt6480040	nm1351236	nm1351236
tt6480042	nm0440777	\N
tt6480044	nm0155645	\N
tt6480046	nm4781374	nm4781374
tt6480048	nm10553798,nm3181675	nm5897656,nm9802801,nm3181675
tt6480050	\N	\N
tt6480052	nm6297572	nm6297572
tt6480054	\N	\N
tt6480056	nm0188575	nm0596298
tt6480058	\N	\N
tt6480060	nm0440777	\N
tt6480062	nm9770102,nm9770101	nm9770101,nm9770102
tt6480064	nm5528387	nm5528387,nm7086922
tt6480066	nm7461627,nm8749670	nm7461627
tt6480068	nm7462621	nm0188173
tt6480070	\N	\N
tt6480072	\N	\N
tt6480074	nm7676484	nm7676484,nm7959682
tt6480076	nm6297572	\N
tt6480078	nm2828890	nm2176613
tt6480080	nm2828890	nm2176613
tt6480082	nm2828890	nm2176613
tt6480084	nm2828890	nm2176613
tt6480086	nm2592697	nm2592697
tt6480088	nm0815373	nm0815373
tt6480090	nm2592697	nm2592697
tt6480092	nm8745480,nm8745481	nm8745481,nm8745480
tt6480096	nm7459243	nm7459243
tt6480098	\N	nm2052633
tt6480100	nm1471699	\N
tt6480102	nm0356797	nm0417224
tt6480104	nm1471699	\N
tt6480106	\N	\N
tt6480108	\N	\N
tt6480110	nm8454922	nm8454922
tt6480112	nm0356797	nm0417224
tt6480114	\N	\N
tt6480116	nm0356797	nm0417224
tt6480120	\N	\N
tt6480122	nm0356797	nm0417224
tt6480124	\N	\N
tt6480130	\N	\N
tt6480132	nm7459243	nm7459243
tt6480136	nm0007179,nm0427150	nm0467370,nm10563716
tt6480138	\N	\N
tt6480140	\N	\N
tt6480142	nm0356797	nm0417224
tt6480144	\N	\N
tt6480146	\N	\N
tt6480148	nm0095871	nm8662948
tt6480150	nm5075075	nm4620191
tt6480152	nm7459243	nm7459243
tt6480154	nm8595132	nm8595132
tt6480156	nm2740933	nm6746491,nm2740933
tt6480158	nm1165556	nm0915438
tt6480160	\N	\N
tt6480162	\N	nm0609108
tt6480164	\N	\N
tt6480166	\N	\N
tt6480168	\N	\N
tt6480170	\N	\N
tt6480172	\N	\N
tt6480174	\N	\N
tt6480176	\N	\N
tt6480178	\N	\N
tt6480180	\N	\N
tt6480182	\N	\N
tt6480184	\N	\N
tt6480186	\N	\N
tt6480188	\N	\N
tt6480190	\N	\N
tt6480192	\N	\N
tt6480194	\N	\N
tt6480196	\N	\N
tt6480198	\N	\N
tt6480200	\N	\N
tt6480202	\N	nm2869419
tt6480204	\N	\N
tt6480206	\N	\N
tt6480208	nm1192506	nm0536805,nm0528720,nm3998014,nm3558824,nm0411127
tt6480212	nm2918728,nm3214727	nm2022315
tt6480214	\N	nm0430261
tt6480216	nm3860681	nm3860681
tt6480220	nm8745582	nm8745580
tt6480222	nm6728009	nm6728009
tt6480226	\N	\N
tt6480228	nm1949051	nm1949051
tt6480230	nm9433747	nm7599905
tt6480232	\N	\N
tt6480234	nm7461627	nm7461627,nm7461641,nm7923539,nm8749655,nm8749668,nm8749733,nm8749915,nm8749656,nm8755454
tt6480236	\N	\N
tt6480238	nm8420437	nm8420437
tt6480240	nm0216618	nm0216618
tt6480242	\N	\N
tt6480244	\N	\N
tt6480246	\N	\N
tt6480248	\N	\N
tt6480250	\N	\N
tt6480252	\N	\N
tt6480254	\N	\N
tt6480256	\N	\N
tt6480258	\N	\N
tt6480260	\N	\N
tt6480262	\N	\N
tt6480264	\N	\N
tt6480266	\N	\N
tt6480268	\N	\N
tt6480270	\N	\N
tt6480272	\N	\N
tt6480274	\N	\N
tt6480276	\N	\N
tt6480278	\N	\N
tt6480280	\N	\N
tt6480282	\N	\N
tt6480284	\N	\N
tt6480286	\N	\N
tt6480288	\N	\N
tt6480290	\N	\N
tt6480292	\N	\N
tt6480294	\N	\N
tt6480296	\N	\N
tt6480298	\N	\N
tt6480300	\N	\N
tt6480302	\N	\N
tt6480304	\N	\N
tt6480306	\N	\N
tt6480308	\N	\N
tt6480310	\N	\N
tt6480312	\N	\N
tt6480314	\N	\N
tt6480316	\N	\N
