tconst	directors	writers
tt1490000	nm3569088	nm3569088
tt1490001	nm3167501	nm3167501
tt1490002	nm3582227	nm3582227
tt1490003	nm2651666	nm2651666
tt1490004	\N	\N
tt1490005	nm3640621	nm3640621,nm0051304
tt1490006	nm1411179	nm1411179
tt1490007	nm3419427	\N
tt1490008	nm0058124	nm2024500
tt1490010	\N	\N
tt1490011	nm8216172	\N
tt1490012	nm1044943,nm2691846	nm1044943,nm2691846
tt1490013	nm1318662	nm3705862
tt1490014	nm3364508	nm3569044
tt1490015	nm3551484	\N
tt1490016	nm3568967	\N
tt1490017	nm0588087,nm0520488	nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085
tt1490018	nm2623609	nm0355699,nm0743683
tt1490020	nm2551937	nm3569155,nm2551937,nm3580820
tt1490021	\N	\N
tt1490022	nm1209682	nm1209682
tt1490023	nm3391965	nm3391965
tt1490024	nm3172447	nm3172447
tt1490025	nm3597351	nm4774945,nm3597351
tt1490026	\N	\N
tt1490027	\N	\N
tt1490028	nm3605127,nm3604669	nm3604669
tt1490029	\N	nm3569206
tt1490030	\N	\N
tt1490031	nm0523154	\N
tt1490032	nm2451969	\N
tt1490033	nm3542194	nm1694613,nm3542194
tt1490035	\N	\N
tt1490036	nm2737789	nm2737789,nm3208182
tt1490037	\N	\N
tt1490038	nm2817189	\N
tt1490039	nm2108760	nm2108760
tt1490040	nm3141310	\N
tt1490042	nm3569168	\N
tt1490043	nm2278159	nm2278159
tt1490044	nm1424708	\N
tt1490045	nm3571131	nm3582761
tt1490046	nm3580935	nm3580935
tt1490047	\N	\N
tt1490048	nm3551161	\N
tt1490049	nm0769135	nm0275486
tt1490050	nm2664904	\N
tt1490051	\N	\N
tt1490052	\N	nm1834298,nm1371376,nm3339634
tt1490053	nm1180433	nm1136041
tt1490054	\N	\N
tt1490055	nm3407341	\N
tt1490056	\N	\N
tt1490057	\N	\N
tt1490058	\N	\N
tt1490059	nm1760778	\N
tt1490060	nm0226335	nm0927577
tt1490061	nm0002225	nm1840907,nm1842551
tt1490062	nm0226335	nm3063391
tt1490063	\N	\N
tt1490064	\N	\N
tt1490065	\N	\N
tt1490066	nm2032547	nm4836550,nm0847432
tt1490067	\N	nm1972368
tt1490068	\N	nm1972368
tt1490069	\N	\N
tt1490070	\N	\N
tt1490071	\N	\N
tt1490072	\N	\N
tt1490073	\N	\N
tt1490074	\N	nm1972368
tt1490075	\N	nm1972368
tt1490076	\N	\N
tt1490077	\N	\N
tt1490078	\N	\N
tt1490079	\N	\N
tt1490080	\N	nm1972368
tt1490081	nm0251732	nm1400899,nm0664799
tt1490082	nm0963061	nm1809263,nm0664799
tt1490083	nm1212523	nm1088908,nm0664799
tt1490084	nm0906004	nm1010949,nm0664799
tt1490085	nm0251732	nm0664799,nm0713131
tt1490086	nm0251732	nm0664799,nm0713131
tt1490087	nm0672625	nm1088908,nm0664799
tt1490088	nm2830769	\N
tt1490089	\N	\N
tt1490090	\N	\N
tt1490091	\N	\N
tt1490092	\N	\N
tt1490093	nm0746812	nm0002585,nm0494866,nm1430641,nm0221188
tt1490094	nm0746812	nm0824626,nm0494866,nm1430641,nm0221188
tt1490095	\N	\N
tt1490096	nm0471862	nm0361274,nm1933983,nm1926243,nm2109010,nm0519803,nm0677315
tt1490097	\N	\N
tt1490098	nm0788167	nm0958499,nm0788167
tt1490100	nm0555439	nm0555439
tt1490101	nm0414505	\N
tt1490102	nm0414505	\N
tt1490103	nm0414505	nm0779436
tt1490104	nm0414505	nm2025893,nm1903262,nm1416643
tt1490105	\N	\N
tt1490106	nm0119316	nm0051555,nm0400408
tt1490107	nm0795288	nm0825284,nm0267679
tt1490108	nm0917239	\N
tt1490109	nm1920556,nm2596716,nm0754526	nm1896066,nm0753218
tt1490110	nm2596716,nm1920556,nm0754526	nm0753218
tt1490111	nm0016074	nm1105358,nm0925872,nm1107458,nm1431618,nm0782462,nm0693044,nm1433517,nm1250955,nm0191612
tt1490112	nm0961373	nm1105358,nm0925872,nm1107458,nm1431618,nm0782462,nm0693044,nm1433517,nm1250955,nm0191612
tt1490113	nm0044218,nm0299134	nm0299134,nm0266045
tt1490114	nm0044218,nm0299134	nm0299134,nm0314068,nm0037136
tt1490115	nm0299134	nm0299134,nm0037136,nm0266045,nm0314068
tt1490116	nm1760833	nm3513791
tt1490117	nm0323203	nm0762042
tt1490118	nm0341001	nm0311352,nm0341001
tt1490119	nm1047535	nm1406117,nm1406551,nm0287082,nm1370774,nm3559321,nm1084759,nm0436188,nm3569860,nm1974586,nm3246188,nm0538010,nm0564561,nm0991383,nm1656332,nm1972368,nm0819590,nm0861635,nm1449117,nm0911741
tt1490120	nm0036397	nm0725105
tt1490121	\N	\N
tt1490122	nm2702470	\N
tt1490123	nm2194314	\N
tt1490124	nm0372138	nm1184676,nm1958727,nm0908630
tt1490125	\N	\N
tt1490126	nm1081299,nm1234589,nm1041792	nm1041858
tt1490127	nm2482069	nm1042935
tt1490128	nm2218456,nm2297064	nm0125830
tt1490129	nm2297064,nm2218456	nm0125830
tt1490130	nm2218456,nm2297064	nm0125830
tt1490131	nm2297064,nm2218456	nm0125830
tt1490132	nm2297064,nm2218456	nm0125830
tt1490133	nm3142296	\N
tt1490134	\N	\N
tt1490135	nm2644785,nm2644069	\N
tt1490136	nm0434071	nm0117676,nm0117679
tt1490137	nm0571983	nm0174585,nm0349953,nm0364922,nm0403568,nm0403569
tt1490138	nm0361538,nm0535235	nm3144382,nm0535235,nm0698687,nm2398282
tt1490139	nm0770445,nm2098562,nm0361538	nm3144382,nm0535235,nm0698687,nm2398282
tt1490140	nm2098562,nm0770445	nm3144382,nm0535235,nm0698687,nm2398282
tt1490141	nm0770445,nm2098562	nm3144382,nm0535235,nm0698687,nm2398282
tt1490143	\N	\N
tt1490144	\N	nm2745931
tt1490146	nm0691742	nm0691742
tt1490147	nm0684915	nm1439458
tt1490148	\N	nm1559032
tt1490149	nm0454823	\N
tt1490150	\N	\N
tt1490151	\N	\N
tt1490152	\N	\N
tt1490153	nm0008030	nm0679010,nm0679016
tt1490154	nm0008030	nm0996141,nm0866061
tt1490155	\N	\N
tt1490156	\N	\N
tt1490157	\N	\N
tt1490158	\N	\N
tt1490159	\N	\N
tt1490160	\N	nm0166187
tt1490161	\N	\N
tt1490162	\N	\N
tt1490163	\N	\N
tt1490164	\N	\N
tt1490165	\N	\N
tt1490166	nm0008030	\N
tt1490167	\N	\N
tt1490168	\N	\N
tt1490169	\N	\N
tt1490170	\N	\N
tt1490171	\N	\N
tt1490172	nm0008030	\N
tt1490173	nm0008030	\N
tt1490174	\N	\N
tt1490175	\N	\N
