tconst	directors	writers
tt21860000	\N	\N
tt21860004	nm0460726	nm2168521
tt21860016	\N	\N
tt21860020	nm0460726	nm2168521
tt21860032	nm1311169	nm13969853
tt21860048	\N	\N
tt21860056	nm9009073	nm7792187
tt21860058	nm11898558	nm11898558,nm12841564,nm6854661
tt21860060	nm0728672,nm0886080,nm1234739	\N
tt21860068	nm13841732	\N
tt21860070	nm10663075	nm10663075
tt21860074	nm13841732	\N
tt21860080	nm6332285	\N
tt21860082	nm11795865	nm2149508
tt21860084	nm13836576,nm13836575	nm13836576
tt21860088	nm0590530	nm2149508
tt21860090	nm1781613	\N
tt21860094	nm1781613	\N
tt21860096	nm1257331	nm8811837
tt21860100	nm1781613	\N
tt21860102	\N	\N
tt21860110	\N	\N
tt21860128	\N	\N
tt21860130	\N	\N
tt21860134	\N	\N
tt21860136	\N	\N
tt21860140	\N	\N
tt21860144	\N	\N
tt21860146	nm1250672	\N
tt21860148	\N	\N
tt21860152	nm13969910	\N
tt21860158	\N	\N
tt21860160	\N	\N
tt21860164	\N	\N
tt21860166	\N	nm13969314
tt21860168	\N	\N
tt21860170	\N	\N
tt21860172	nm0351645	nm2137632
tt21860178	nm12960281	\N
tt21860182	\N	\N
tt21860184	nm5224917	nm5224917
tt21860188	\N	\N
tt21860194	nm13969937	nm13969937,nm7042519
tt21860196	\N	\N
tt21860200	\N	\N
tt21860202	\N	\N
tt21860206	\N	\N
tt21860210	\N	nm9817480
tt21860220	\N	\N
tt21860224	\N	\N
tt21860230	\N	nm13969946,nm5465525
tt21860232	\N	\N
tt21860234	nm1250672,nm0119769,nm13969950	\N
tt21860238	\N	\N
tt21860240	\N	\N
tt21860244	nm1669736,nm1088985	nm1652141,nm13366999
tt21860250	nm7668271	nm7023861
tt21860252	nm13315696	nm13849424
tt21860262	nm13969963	nm13969963
tt21860266	\N	\N
tt21860268	nm1311169	nm1023708
tt21860274	nm3610415	\N
tt21860276	nm13021076	nm13021076,nm12839339,nm12838937
tt21860278	nm1250672	\N
tt21860284	\N	\N
tt21860288	\N	\N
tt21860290	\N	\N
tt21860292	\N	\N
tt21860296	\N	\N
tt21860298	\N	\N
tt21860300	\N	\N
tt21860306	nm1250672	\N
tt21860310	nm0190839,nm13820654	nm0190839
tt21860312	nm13969979	nm13969979
tt21860314	nm5009177	\N
tt21860316	\N	nm2219807
tt21860320	\N	\N
tt21860322	\N	\N
tt21860330	nm7698454	nm3165699
tt21860332	nm0669650	\N
tt21860334	\N	\N
tt21860336	nm2265102	nm2265102
tt21860338	\N	\N
