tconst	directors	writers
tt10001000	nm6975382	nm7328627,nm6975382
tt10001002	nm2012876	nm2012876
tt10001006	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001008	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001010	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001012	nm9607393	nm9607393
tt10001014	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001018	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001020	nm9505932	nm9149569,nm8355666,nm3473561,nm9505939
tt10001022	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001024	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001026	\N	nm8788898
tt10001028	\N	\N
tt10001030	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001032	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001034	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001036	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001038	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001040	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001042	\N	\N
tt10001044	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001046	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001048	nm0724329	nm4398357
tt10001050	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001052	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001054	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001058	nm0726563	nm1429801
tt10001060	\N	nm8788898
tt10001062	nm9505932	nm9505939,nm9149569,nm8355666,nm3473561
tt10001064	\N	\N
tt10001066	nm9505932	nm9505939,nm9149569,nm8355666,nm12508236,nm3473561
tt10001068	nm9505932	nm9505939,nm9149569,nm8355666,nm12508236,nm3473561
tt10001070	nm9505932	nm9505939,nm9149569,nm8355666,nm12508236,nm3473561
tt10001072	nm9505932	nm9505939,nm9149569,nm8355666,nm12508236,nm3473561
