tconst	directors	writers
tt18440526	nm1005972	nm3673028,nm1019208
tt18441128	nm2638160	nm13259093,nm13188159
tt18441300	nm13457264	\N
tt18441630	nm0332348,nm0486621	nm1477820
tt18441712	nm1005972	nm3673028,nm1019208
tt18441902	nm0881461	\N
tt18442198	\N	\N
tt18442650	\N	\N
tt18442918	\N	\N
tt18442968	\N	\N
tt18443060	\N	\N
tt18443066	\N	\N
tt18443082	\N	\N
tt18443086	\N	\N
tt18443116	\N	\N
tt18443308	nm4821049	nm0877650,nm0905593,nm0912726,nm13154190
tt18443402	nm0193808,nm0332348	nm0040809
tt18443444	\N	\N
tt18443568	\N	\N
tt18443582	\N	nm7702771
tt18443620	nm4225320	nm4225320
tt18443682	\N	\N
tt18443736	nm1005972	nm3673028,nm1019208
tt18443746	\N	\N
tt18443806	\N	\N
tt18444202	\N	\N
tt18444332	nm4225320	nm4225320
tt18444438	\N	\N
tt18444464	\N	\N
tt18444536	\N	\N
tt18445044	nm8836238	nm13080910,nm13477711
tt18445048	\N	\N
tt18445204	nm4225320	nm4225320
tt18445228	\N	\N
tt18445240	\N	\N
tt18445582	nm13457264	\N
tt18445640	\N	\N
tt18445892	nm4225320	nm4225320
tt18446054	nm0486621,nm11697926	nm0507345
tt18446274	nm1451340	\N
tt18446286	\N	\N
tt18446406	\N	\N
tt18446448	nm1005972	nm3673028
tt18446462	\N	\N
tt18446934	nm7774116	nm7774116
tt18447520	\N	\N
tt18447570	\N	\N
tt18447756	nm1402433	nm5048623,nm8412239,nm2982003,nm8608084
tt18447808	\N	\N
tt18447972	\N	\N
tt18448084	\N	\N
tt18448108	nm0193808,nm0332348	nm0186389
tt18448228	nm1585872	nm10234305,nm12395152
tt18448588	\N	\N
tt18448836	nm4225320	nm4225320
tt18449148	\N	\N
tt18449170	\N	\N
tt18449342	\N	\N
tt18449356	\N	\N
tt18449420	nm9913716	nm13456227
tt18449454	nm13283413	nm13457608
tt18449554	nm0015846	nm3537396,nm2414113,nm7976248,nm7976249,nm2702814
tt18449966	\N	\N
