tconst	directors	writers
tt5090000	\N	\N
tt5090002	\N	\N
tt5090004	\N	\N
tt5090006	\N	nm4697729,nm7494610,nm1823354,nm7494609
tt5090010	nm2854229	nm2854229
tt5090012	\N	\N
tt5090014	\N	\N
tt5090016	\N	\N
tt5090018	\N	\N
tt5090022	nm3632798	nm3632798
tt5090024	\N	\N
tt5090028	nm7628035,nm7628036	nm7628060,nm7628035
tt5090030	\N	\N
tt5090032	nm3815410	nm3815410
tt5090034	\N	\N
tt5090036	nm4952435	\N
tt5090038	nm0319846	nm0267391
tt5090040	nm0772460,nm0927311	nm1295098,nm3946127,nm4069943,nm2445954,nm1293149
tt5090042	\N	\N
tt5090044	\N	\N
tt5090046	nm4952435	\N
tt5090048	\N	\N
tt5090050	nm7633499,nm7633500	nm7633503
tt5090052	nm4952435	\N
tt5090054	nm5816145	nm5816145
tt5090058	nm4952435	\N
tt5090062	nm0953102	\N
tt5090064	nm4952435	\N
tt5090066	nm7633536	\N
tt5090068	nm1925534,nm7633539	nm1925534
tt5090070	nm5419497	nm5419497
tt5090072	nm4489112	nm4489112
tt5090074	nm4671251	nm4671251,nm7633548,nm7633547
tt5090078	nm4952435	\N
tt5090082	\N	\N
tt5090084	\N	nm4787610,nm4802153
tt5090088	nm0319846	nm1948740
tt5090090	nm4250645	nm3271033,nm3465971,nm4250645
tt5090092	\N	\N
tt5090094	nm2676115	nm2676115,nm3501310
tt5090098	nm7526702	nm0734466
tt5090100	\N	\N
tt5090102	\N	\N
tt5090104	nm7633577	nm7633577
tt5090106	nm0691540	nm0068074,nm0591517,nm1011786,nm0068347,nm0068589
tt5090108	nm5481218	nm5481218
tt5090110	\N	\N
tt5090112	\N	\N
tt5090114	nm1958960	nm1958960
tt5090116	nm6861828	nm6861828
tt5090118	\N	\N
tt5090120	nm1273359	\N
tt5090122	nm5085462	\N
tt5090124	\N	\N
tt5090126	nm0446334	nm0068074,nm0591517,nm0446926,nm1011786,nm0068347,nm0068589
tt5090128	\N	\N
tt5090130	nm7526702	nm0734466
tt5090136	nm7633611	nm7633614,nm7633613,nm7633611
tt5090138	nm1273359	\N
tt5090140	\N	\N
tt5090142	nm4055437	nm4055437
tt5090144	nm7533528	nm7533528
tt5090146	\N	\N
tt5090148	\N	\N
tt5090150	\N	\N
tt5090154	\N	\N
tt5090156	\N	\N
tt5090160	nm1595298	\N
tt5090162	\N	\N
tt5090164	\N	\N
tt5090166	\N	\N
tt5090168	\N	\N
tt5090170	\N	\N
tt5090172	\N	\N
tt5090174	\N	\N
tt5090176	\N	\N
tt5090180	nm0105680	nm0869509
tt5090182	nm1644068	nm1644068
tt5090186	nm0461278	nm0718107,nm5551793,nm2282541,nm0527130,nm7420087,nm3197998,nm2890092,nm2103526,nm3640256
tt5090188	nm7633669	nm7633669
tt5090192	\N	\N
tt5090194	nm1111912	\N
tt5090198	nm0834902	nm0473384
tt5090200	nm7633705	nm7633707
tt5090202	nm7526702	nm0734466
tt5090204	nm2118553,nm0388505	nm4022062,nm1749211
tt5090206	\N	\N
tt5090208	nm4055437	nm4055437
tt5090212	nm7633743	\N
tt5090214	nm0388637	nm2431451,nm2845407
tt5090216	nm0461278	nm0718107,nm2282541,nm3198944,nm7420087,nm3197998,nm3664061,nm2103526,nm3640256
tt5090218	nm2050834	nm2050834
tt5090220	nm4264844	nm4359637,nm4264844
tt5090222	nm7253979	nm5025007
tt5090224	\N	\N
tt5090226	nm7698225	nm7698225
tt5090228	\N	\N
tt5090230	nm2144542	nm2144542
tt5090232	nm7253979	nm5025007
tt5090234	nm7633779	nm7633779
tt5090236	\N	\N
tt5090238	\N	\N
tt5090240	\N	\N
tt5090242	\N	\N
tt5090244	\N	\N
tt5090246	\N	\N
tt5090248	\N	\N
tt5090250	\N	\N
tt5090252	\N	\N
tt5090254	\N	\N
tt5090256	nm7253979	nm5025007
tt5090258	\N	\N
tt5090260	\N	\N
tt5090262	nm7526702	nm0734466
tt5090264	\N	\N
tt5090266	\N	\N
tt5090268	\N	\N
tt5090270	\N	\N
tt5090272	\N	\N
tt5090274	nm6737015	nm6737015
tt5090276	\N	\N
tt5090278	\N	\N
tt5090280	\N	\N
tt5090282	\N	\N
tt5090284	\N	\N
tt5090286	\N	\N
tt5090288	\N	\N
tt5090290	\N	\N
tt5090292	nm6264147	nm6264147
tt5090294	\N	\N
tt5090298	\N	\N
tt5090300	\N	\N
tt5090302	\N	\N
tt5090304	nm7253979	nm5025007
tt5090306	\N	\N
tt5090308	\N	\N
tt5090310	\N	\N
tt5090312	\N	\N
tt5090314	\N	\N
tt5090316	nm1376261	nm7577739
tt5090318	\N	\N
tt5090320	nm0770522	nm0770522
tt5090322	\N	\N
tt5090324	\N	\N
tt5090326	\N	\N
tt5090328	\N	\N
tt5090330	\N	\N
tt5090332	nm7526702	nm0734466
tt5090334	nm7633843	nm6922491
tt5090336	\N	\N
tt5090338	\N	\N
tt5090342	\N	\N
tt5090344	\N	\N
tt5090346	\N	\N
tt5090348	\N	\N
tt5090350	\N	\N
tt5090352	\N	\N
tt5090354	\N	\N
tt5090358	\N	\N
tt5090360	\N	\N
tt5090362	\N	\N
tt5090364	\N	\N
tt5090366	nm6761440,nm7075606	nm7633851,nm6761440,nm6546478,nm7633852,nm7633855,nm7633856,nm7633853,nm7633854
tt5090368	\N	\N
tt5090370	\N	\N
tt5090372	\N	\N
tt5090374	\N	\N
tt5090376	nm0770522	nm3216371,nm0386899,nm0770522
tt5090378	\N	\N
tt5090380	\N	\N
tt5090382	\N	\N
tt5090384	nm7583446	nm7583446
tt5090386	\N	\N
tt5090388	nm5935486	nm5935486
tt5090390	\N	\N
tt5090392	nm7253979	nm5025007
tt5090394	\N	\N
tt5090396	\N	\N
tt5090398	\N	\N
tt5090400	\N	\N
tt5090402	\N	\N
tt5090404	nm0745320	\N
tt5090406	\N	nm0068347
tt5090408	nm0024063,nm1871753,nm6122440	nm2299043,nm2773769
tt5090410	nm0130735	\N
tt5090412	\N	\N
tt5090414	\N	\N
tt5090416	\N	\N
tt5090418	\N	\N
tt5090420	\N	\N
tt5090422	\N	\N
tt5090424	\N	\N
tt5090426	\N	\N
tt5090428	\N	\N
tt5090430	\N	\N
tt5090432	\N	nm2429688
tt5090434	nm7526702	nm0734466
tt5090436	nm0770522	nm0770522
tt5090438	nm7253979	nm1869104
tt5090440	\N	\N
tt5090442	\N	\N
tt5090446	\N	\N
tt5090448	\N	\N
tt5090450	\N	\N
tt5090452	nm5583483	\N
tt5090454	nm7253979	nm5025007
tt5090456	\N	\N
tt5090458	\N	\N
tt5090460	\N	\N
tt5090462	\N	\N
tt5090464	\N	\N
tt5090466	nm0385089	nm0385089
tt5090468	\N	\N
tt5090470	nm0770522	nm0770522
tt5090472	nm5432586	nm5432605
tt5090476	nm0443379	nm4596195
tt5090478	nm7253979	nm1869104
tt5090482	nm0770522	nm0770522
tt5090484	nm0770522	nm0770522
tt5090486	nm5577520	nm5577520
tt5090488	\N	nm1770441
tt5090492	nm3141255	\N
tt5090496	nm4020151	nm4106815,nm2590818,nm4020151
tt5090498	\N	\N
tt5090502	nm4960028	nm4960028
tt5090506	nm4563272	\N
tt5090508	nm3055264	nm7634025,nm3055264,nm3202959
tt5090516	nm7620342	nm7620342
tt5090518	nm6951737	nm4306224
tt5090522	nm1980744,nm2539632	nm1024878,nm0794727,nm1645193,nm6777327
tt5090530	nm1518156	nm4995507
tt5090532	nm7049275,nm7049274	\N
tt5090534	nm0310954	nm5764885
tt5090536	nm7253979	nm5025007
tt5090538	nm0770522	nm0770522
tt5090546	\N	\N
tt5090548	nm7634072,nm7634069,nm5076906	nm5076906,nm7634069,nm7634065,nm7634072
tt5090550	nm7634132,nm1420475	nm7634132,nm7634135
tt5090552	nm4960028	nm4960028
tt5090554	nm2081408	nm2081408
tt5090556	nm0113518	nm0113518
tt5090558	nm3765760	nm3765760
tt5090568	nm4023702	nm1703612,nm10258983,nm8352716,nm0388375,nm0388377
tt5090570	nm4320722	nm4320722
tt5090572	nm4960028	nm4960028
tt5090578	nm4055437	nm4055437
tt5090580	nm1126205	nm1126205,nm7634167
tt5090582	nm7253979	nm7253980
tt5090586	nm5472571	nm5472571
tt5090590	nm4960028	nm4960028
tt5090592	\N	\N
tt5090594	nm2141712	\N
tt5090596	nm0781842	nm0920274,nm0008036,nm5012077
tt5090600	\N	nm7719969
tt5090606	nm5942561	nm5942561
tt5090608	nm4020151	nm4106815,nm4020151
tt5090610	nm7572389,nm7634240	\N
tt5090612	nm0379445	nm0056870
tt5090616	\N	nm0316602,nm6889181,nm0472710,nm0531061,nm1797112,nm2693634
tt5090618	nm2875363	nm2875363
tt5090622	nm0080707,nm0958784	nm0665651,nm1889341,nm1652172
tt5090628	nm7253979	nm1869104
tt5090632	nm0958784	nm0009651
tt5090634	nm4456021,nm1229293	nm3635589,nm1458867,nm3085627,nm1394447,nm7632024,nm1229293
tt5090636	nm3833689	nm2321036
tt5090638	nm4974517	\N
tt5090642	\N	nm0450477,nm3771577
tt5090646	\N	\N
tt5090648	nm4020151	nm4945778,nm4106815,nm7634366,nm4020151
tt5090650	\N	\N
tt5090652	nm5195079	nm7625544,nm5195079
tt5090654	nm7634389	\N
tt5090656	nm6003544	nm5992494,nm6003544
tt5090658	nm3784507	nm3784507
