tconst	directors	writers
tt18900310	nm4952878	\N
tt18900438	nm3016692	nm1084752
tt18900862	nm6448761,nm6448762	\N
tt18901468	nm7109429	nm10673425
tt18901834	\N	\N
tt18902474	\N	\N
tt18902604	\N	\N
tt18902620	\N	\N
tt18902972	\N	\N
tt18903066	nm3016692	nm2114139
tt18903586	\N	\N
tt18903756	\N	\N
tt18903890	nm0479389,nm6448761	\N
tt18904154	nm5766234	nm5766234
tt18904192	\N	\N
tt18904388	\N	\N
tt18904406	nm5766234	nm5766234
tt18904460	\N	\N
tt18904570	\N	\N
tt18904710	nm5933792	\N
tt18905328	\N	\N
tt18905480	nm5766234	nm5766234
tt18906002	\N	\N
tt18906020	nm6295246	nm6295246
tt18906120	\N	\N
tt18906380	nm5766234	nm5766234
tt18906404	\N	\N
tt18906636	nm5766234	nm5766234
tt18906894	\N	\N
tt18906956	nm3754072	\N
tt18906986	\N	\N
tt18907210	\N	\N
tt18907314	nm1014602,nm6448762	\N
tt18907406	\N	\N
tt18907410	\N	\N
tt18907500	nm5054840	nm5054840,nm10520670,nm0772144
tt18907510	\N	\N
tt18907536	\N	\N
tt18907606	\N	\N
tt18907638	\N	\N
tt18907690	\N	\N
tt18907910	\N	\N
tt18907992	\N	\N
tt18908044	nm5383658	nm5383658
tt18908138	\N	\N
tt18908330	\N	\N
tt18908426	\N	\N
tt18908444	nm1474776	nm1474776
tt18908568	\N	\N
tt18908686	\N	\N
tt18908826	\N	\N
tt18909030	\N	\N
tt18909340	nm2955101,nm1634764	nm1703635
tt18909358	nm13496014	nm13496023
tt18909430	nm0527437	\N
tt18909442	\N	\N
tt18909474	\N	\N
tt18909492	\N	\N
tt18909502	\N	\N
tt18909556	\N	\N
tt18909706	\N	\N
tt18909722	nm1548648	\N
