tconst	directors	writers
tt4420000	nm5701325	nm5701325
tt4420002	\N	nm5548468
tt4420004	\N	\N
tt4420010	nm3616448	\N
tt4420012	nm1341018,nm0075728	nm0042006,nm2380718,nm2094206,nm4779624,nm0570240,nm1770256,nm2990908,nm5086142,nm4696339
tt4420014	nm3843251,nm7100136	\N
tt4420016	nm3843251	\N
tt4420018	nm6580350	nm6580350
tt4420020	\N	\N
tt4420022	\N	\N
tt4420024	nm1739209,nm4161154	nm1739209,nm4161154
tt4420030	\N	nm5548468
tt4420032	nm5723767	nm5723767
tt4420036	\N	nm5548468
tt4420038	nm3616448,nm7100168	\N
tt4420040	nm0276169	nm5934158,nm0566699
tt4420042	nm7051802	nm7051802
tt4420044	nm2733691	nm2733691
tt4420048	\N	nm5548468
tt4420050	\N	nm5548468
tt4420056	\N	nm5548468
tt4420058	nm5511498	nm5511498
tt4420060	\N	\N
tt4420062	nm1206693	nm0587043,nm6345135,nm2240513,nm3346409,nm3300000,nm3355350,nm4780828,nm5369368,nm4669099,nm3625432,nm0266422,nm4433674,nm0417793,nm0509288,nm3918123,nm6345142,nm3499593,nm2212001,nm3618100,nm5369064,nm1413217,nm1925656
tt4420064	\N	nm5548468
tt4420066	\N	\N
tt4420068	nm1206693	nm0587043,nm6345135,nm2240513,nm3346409,nm3300000,nm3355350,nm4780828,nm5369368,nm4669099,nm3625432,nm0266422,nm4433674,nm0417793,nm0509288,nm3918123,nm6345142,nm3499593,nm2212001,nm3618100,nm5369064,nm1413217,nm1925656
tt4420070	nm1206693	nm0587043,nm6345135,nm2240513,nm3346409,nm3300000,nm3355350,nm4780828,nm5369368,nm4669099,nm3625432,nm0266422,nm4433674,nm0417793,nm0509288,nm3918123,nm6345142,nm3499593,nm2212001,nm3618100,nm5369064,nm1413217,nm1925656
tt4420072	\N	\N
tt4420074	\N	\N
tt4420076	nm5196589	nm7069561,nm4025263
tt4420078	nm4655341	nm4655341
tt4420080	\N	nm5548468
tt4420082	\N	\N
tt4420084	nm5196589	nm7069561,nm4025263
tt4420086	\N	nm5548468
tt4420088	nm3616448	nm3616448,nm0530788
tt4420090	\N	nm5548468
tt4420094	\N	\N
tt4420096	nm3522009	nm3522009
tt4420098	nm1564798	\N
tt4420100	nm3277005	nm7100201
tt4420102	\N	\N
tt4420104	nm0903797	\N
tt4420106	nm1218566,nm3620229	nm1101386
tt4420108	nm3616448	\N
tt4420110	nm0388505	nm2785000,nm1103326,nm1890301,nm1898779
tt4420112	nm3620229	nm3620229
tt4420116	nm1808554,nm5670703,nm7100247,nm1319741,nm1859314	nm1808554,nm5670703,nm7100247,nm1319741,nm1859314
tt4420118	nm2415373	\N
tt4420120	nm1690004	nm1690004,nm2013876
tt4420122	nm3620229	nm3620229
tt4420128	nm2160974	\N
tt4420130	nm6235921,nm7100271	nm7100271,nm6235921
tt4420132	\N	\N
tt4420134	\N	\N
tt4420136	\N	\N
tt4420138	\N	\N
tt4420140	\N	\N
tt4420142	\N	\N
tt4420144	\N	\N
tt4420148	nm10202723,nm5583522,nm3777554,nm3604401,nm8955141,nm1310207,nm5775524,nm2509881,nm4478910,nm3304562,nm5758449,nm2883657,nm5976284,nm2837723,nm2672451,nm5228181	\N
tt4420150	\N	\N
tt4420152	nm0016074	nm1431618,nm0866801,nm0925872
tt4420154	nm5628399,nm2106352	nm7100296,nm5628399
tt4420156	nm3066510,nm1986075,nm4019461	\N
tt4420160	nm6965480	nm6965480
tt4420162	nm1153493	nm7100303
tt4420164	\N	nm12751027
tt4420166	\N	nm12751027
tt4420168	\N	nm12751027
tt4420170	\N	nm12751027
tt4420172	\N	nm12751027
tt4420174	\N	nm12751027
tt4420176	\N	nm12751027
tt4420178	\N	nm12751027
tt4420180	\N	nm12751027
tt4420182	\N	nm12751027
tt4420184	\N	nm12751027
tt4420186	\N	nm12751027
tt4420188	\N	nm12751027
tt4420190	\N	nm12751027
tt4420192	\N	nm12751027
tt4420194	nm3730836	nm3730836
tt4420196	nm0449085	nm1662791
tt4420198	\N	\N
tt4420200	\N	nm3538945
tt4420202	\N	nm3538945
tt4420204	\N	\N
tt4420206	\N	nm3538945
tt4420208	\N	nm3538945
tt4420210	\N	nm3538945
tt4420212	\N	\N
tt4420214	\N	\N
tt4420216	\N	nm3538945
tt4420218	\N	nm3538945
tt4420220	\N	nm3538945
tt4420222	\N	nm3538945
tt4420224	\N	\N
tt4420226	\N	nm3538945
tt4420228	\N	\N
tt4420230	\N	nm3538945
tt4420232	\N	nm3538945
tt4420234	\N	nm3538945
tt4420236	\N	nm3538945
tt4420238	\N	nm3538945
tt4420240	\N	nm3538945
tt4420242	\N	nm3538945
tt4420244	\N	\N
tt4420246	\N	nm3538945
tt4420248	\N	nm3538945
tt4420250	\N	\N
tt4420252	\N	nm3538945
tt4420254	\N	nm3538945
tt4420256	\N	nm3538945
tt4420258	\N	nm3538945
tt4420260	\N	nm3538945
tt4420262	\N	nm3538945
tt4420264	\N	nm3538945
tt4420266	\N	nm3538945
tt4420268	\N	nm3538945
tt4420270	\N	nm3538945
tt4420272	\N	nm3538945
tt4420274	\N	nm3538945
tt4420276	\N	nm3538945
tt4420278	\N	\N
tt4420280	\N	\N
tt4420282	\N	\N
tt4420284	\N	\N
tt4420286	\N	\N
tt4420288	\N	\N
tt4420290	\N	\N
tt4420292	\N	\N
tt4420294	\N	\N
tt4420296	\N	\N
tt4420298	\N	\N
tt4420300	\N	nm0037536
tt4420302	\N	\N
tt4420304	\N	nm0037536
tt4420306	\N	\N
tt4420308	\N	nm0037536
tt4420310	\N	\N
tt4420312	\N	nm0037536
tt4420314	\N	nm0037536
tt4420316	\N	nm0037536
tt4420318	\N	\N
tt4420320	\N	nm0037536
tt4420322	\N	nm0037536
tt4420324	\N	\N
tt4420326	\N	\N
tt4420328	\N	nm0037536
tt4420330	\N	nm0037536
tt4420332	\N	nm0037536
tt4420334	\N	\N
tt4420336	\N	nm0037536
tt4420338	\N	nm0037536
tt4420340	\N	\N
tt4420342	\N	nm0037536
tt4420344	\N	nm0037536
tt4420346	\N	\N
tt4420348	\N	\N
tt4420350	\N	\N
tt4420352	\N	\N
tt4420354	\N	\N
tt4420356	\N	nm0037536
tt4420358	\N	\N
tt4420360	\N	\N
tt4420362	\N	\N
tt4420364	\N	\N
tt4420366	\N	\N
tt4420368	\N	\N
tt4420370	\N	\N
tt4420372	\N	\N
tt4420374	\N	\N
tt4420376	\N	\N
tt4420378	\N	\N
tt4420380	\N	\N
tt4420382	\N	\N
tt4420384	\N	\N
tt4420386	\N	\N
tt4420388	nm1195196	\N
tt4420390	\N	\N
tt4420392	\N	\N
tt4420394	\N	\N
tt4420396	\N	\N
tt4420398	\N	\N
tt4420400	\N	\N
tt4420402	\N	\N
tt4420404	\N	\N
tt4420406	\N	\N
tt4420408	\N	\N
tt4420410	\N	\N
tt4420412	\N	\N
tt4420414	\N	\N
tt4420416	\N	\N
tt4420418	\N	\N
tt4420420	\N	\N
tt4420422	\N	\N
tt4420424	\N	\N
tt4420426	\N	\N
tt4420428	\N	\N
tt4420430	\N	\N
tt4420432	nm0439139	nm1802936
tt4420434	\N	\N
tt4420436	\N	\N
tt4420438	\N	\N
tt4420440	\N	\N
tt4420442	\N	\N
tt4420444	\N	\N
tt4420446	\N	\N
tt4420448	\N	\N
tt4420450	nm0439139	nm1802936
tt4420452	nm0439139	nm1802936
tt4420454	nm0439139	nm1802936
tt4420456	\N	\N
tt4420458	\N	\N
tt4420460	nm0439139	nm1802936
tt4420462	\N	\N
tt4420464	nm0439139	nm1802936
tt4420466	nm0439139	nm1802936
tt4420468	nm0439139	nm1802936
tt4420470	nm0439139	nm1802936
tt4420472	nm0439139	nm1802936
tt4420474	nm0439139	nm1802936
tt4420476	nm0439139	nm1802936
tt4420478	nm0439139	nm1802936
tt4420480	nm0439139	nm1802936
tt4420482	nm0439139	nm1802936
tt4420484	nm0439139	nm1802936
tt4420486	nm0439139	nm1802936
tt4420488	nm0439139	nm1802936
tt4420490	nm0439139	nm1802936
tt4420492	nm0439139	nm1802936
