tconst	directors	writers
tt22740000	\N	\N
tt22740008	\N	\N
tt22740050	\N	\N
tt22740052	nm4765674,nm12594896	nm11683974
tt22740056	\N	nm12089413
tt22740108	\N	\N
tt22740124	\N	\N
tt22740168	\N	\N
tt22740178	\N	nm3189915
tt22740202	\N	nm11857743
tt22740246	\N	\N
tt22740250	nm3954501	nm9793469
tt22740274	nm13921074,nm0329231	\N
tt22740306	\N	\N
tt22740318	\N	\N
tt22740328	\N	\N
tt22740356	\N	\N
tt22740380	\N	\N
tt22740388	nm14129432	nm14129432
tt22740394	\N	nm10683045
tt22740396	\N	\N
tt22740404	\N	\N
tt22740406	nm11857743	\N
tt22740408	nm4253804	\N
tt22740414	\N	\N
tt22740418	\N	\N
tt22740420	\N	\N
tt22740424	\N	\N
tt22740426	\N	\N
tt22740432	\N	\N
tt22740436	\N	nm11857743
tt22740438	\N	\N
tt22740440	\N	\N
tt22740442	\N	\N
tt22740444	\N	\N
tt22740446	\N	\N
tt22740450	\N	\N
tt22740452	\N	\N
tt22740454	\N	\N
tt22740456	\N	\N
tt22740458	nm12594896	nm8831733,nm12712788
tt22740460	\N	\N
tt22740462	\N	\N
tt22740464	\N	\N
tt22740466	\N	\N
tt22740468	\N	\N
tt22740470	\N	\N
tt22740472	\N	nm12089413
tt22740476	\N	\N
tt22740478	\N	\N
tt22740482	\N	\N
tt22740484	\N	\N
tt22740488	\N	\N
tt22740492	\N	\N
tt22740494	\N	\N
tt22740500	\N	\N
tt22740504	\N	\N
tt22740506	\N	\N
tt22740508	\N	\N
tt22740510	\N	\N
tt22740514	\N	\N
tt22740516	\N	\N
tt22740518	\N	\N
tt22740522	\N	\N
tt22740524	\N	\N
tt22740530	\N	\N
tt22740534	nm12594896	\N
tt22740538	\N	nm14129451,nm10167100
tt22740540	\N	\N
tt22740542	\N	\N
tt22740544	\N	nm12089413
tt22740546	\N	\N
tt22740548	\N	\N
tt22740550	\N	\N
tt22740552	nm2770569	\N
tt22740556	\N	\N
tt22740560	\N	\N
tt22740562	\N	nm1904702,nm0001672,nm0004039
tt22740568	\N	\N
tt22740570	\N	\N
tt22740572	\N	\N
tt22740574	\N	\N
tt22740576	\N	\N
tt22740578	\N	\N
tt22740580	nm8908272	nm8908272
tt22740582	\N	nm12089413
tt22740584	nm14129467	nm14129467
tt22740586	\N	\N
tt22740588	\N	\N
tt22740590	\N	\N
tt22740592	\N	\N
tt22740594	\N	\N
tt22740598	\N	\N
tt22740602	\N	nm10683045
tt22740604	\N	\N
tt22740608	nm6804241	nm6804241
tt22740612	\N	\N
tt22740614	\N	\N
tt22740616	\N	\N
tt22740624	\N	\N
tt22740628	\N	\N
tt22740630	\N	\N
tt22740634	\N	nm12089413
tt22740642	\N	\N
tt22740646	\N	\N
tt22740648	nm13223831	\N
tt22740650	\N	\N
tt22740658	\N	\N
tt22740660	nm5190618	nm5190618
tt22740662	\N	\N
tt22740666	\N	\N
tt22740668	nm5734959	nm5734959
tt22740672	nm2960761	nm2960761
tt22740674	\N	\N
tt22740688	\N	\N
tt22740696	\N	\N
tt22740700	\N	\N
tt22740704	nm1415850	\N
tt22740710	\N	nm11177015
tt22740714	\N	\N
tt22740718	nm0333748	nm10042876
tt22740720	nm10369354	nm11403939,nm10369354
tt22740722	\N	\N
tt22740726	\N	nm10683045
tt22740730	\N	\N
tt22740734	\N	nm10683045
tt22740736	\N	\N
tt22740744	\N	\N
tt22740750	\N	\N
tt22740760	nm6527152	nm6527152
tt22740764	nm7486170	nm7486170
tt22740768	\N	\N
tt22740772	\N	\N
tt22740774	nm0546756	\N
tt22740782	\N	nm14129615
tt22740786	nm0875468	nm0464810,nm0875468
tt22740788	\N	\N
tt22740790	nm14014943	nm14014943
tt22740794	\N	\N
tt22740796	\N	nm10082764
tt22740798	\N	\N
tt22740804	\N	nm14129628
tt22740820	nm5358127	\N
tt22740826	nm5358127	\N
tt22740828	nm2979817	nm10576979
tt22740834	nm5358127	\N
tt22740838	nm14098742,nm14014943,nm14098741	nm14014943
tt22740840	\N	nm11177015
tt22740844	nm2426351	\N
tt22740846	\N	\N
tt22740848	nm5140352	nm1250331,nm0305844
tt22740854	\N	\N
tt22740858	nm2456000	nm2456000
tt22740860	\N	\N
tt22740862	\N	\N
tt22740870	\N	nm11177015
tt22740872	nm13871121	nm13871121
tt22740876	nm0707738	nm0071770
tt22740878	nm2605642,nm2926501	nm2605642
tt22740880	\N	\N
tt22740882	\N	nm10683045
tt22740888	nm5358127	\N
tt22740890	\N	\N
tt22740892	\N	\N
tt22740894	\N	\N
tt22740896	nm1417640	nm14129672,nm4772008
tt22740900	\N	\N
tt22740902	\N	\N
tt22740912	nm14129673	nm14129673
tt22740922	\N	nm12089413
tt22740924	\N	\N
tt22740928	nm1729070	nm2557391,nm0747695
tt22740932	\N	\N
tt22740938	\N	nm12089413
tt22740940	\N	\N
tt22740942	\N	\N
tt22740946	nm6051642	nm4331955
tt22740948	\N	\N
tt22740958	nm5412684	nm5412684
tt22740962	\N	nm12089413
tt22740964	\N	\N
tt22740966	\N	nm10683045
tt22740974	\N	\N
tt22740976	nm4075230	nm14129707
tt22740980	nm0597354	nm0904205
tt22740982	\N	nm11177015
tt22740984	nm7584890,nm0881178	nm1146564
tt22740986	\N	nm12089413
tt22740992	nm7584890,nm0881178	nm1146564
tt22740996	\N	\N
tt22740998	\N	\N
tt22741000	\N	nm10683045
tt22741002	nm1729070	nm6632600
tt22741004	nm0597354	nm0904205
tt22741010	nm7584890,nm0881178	nm1146564
tt22741016	nm2790843	nm11090470
tt22741018	\N	nm11177015
tt22741020	nm7584890,nm0881178	nm1146564
tt22741024	nm6973782	\N
tt22741030	\N	\N
tt22741032	\N	\N
tt22741034	\N	\N
tt22741036	\N	\N
tt22741038	\N	\N
tt22741040	\N	\N
tt22741044	\N	\N
tt22741046	\N	\N
tt22741048	\N	\N
tt22741050	nm4640238,nm5263494	\N
tt22741052	nm0295304	nm0295304
tt22741054	\N	\N
tt22741062	\N	\N
tt22741080	\N	\N
tt22741082	nm0295304	nm0295304
tt22741084	\N	\N
tt22741086	\N	\N
tt22741090	\N	\N
tt22741092	\N	\N
tt22741098	nm0295304	nm0295304
tt22741100	\N	\N
tt22741102	\N	\N
tt22741104	\N	\N
tt22741106	nm5263494	\N
tt22741108	\N	\N
tt22741110	nm0248373	nm0248373
tt22741114	nm9137796	nm9137796
tt22741118	nm0295304	nm0295304
tt22741124	\N	\N
tt22741130	\N	nm0295304
tt22741134	nm5507256	nm14129762
tt22741136	nm14129765	nm14129765
tt22741138	nm6728101	nm6728101
tt22741140	\N	\N
tt22741142	\N	\N
tt22741146	nm0874181	\N
tt22741150	nm7405902	nm14129799
tt22741152	\N	\N
tt22741162	nm0295304	nm0295304
tt22741170	nm1858034	nm4855868
tt22741186	\N	nm1082957,nm8755450
tt22741200	\N	nm1805190,nm0822944
tt22741204	\N	\N
tt22741208	nm14089053	nm14089053,nm14129826
tt22741216	nm3825797	nm3825797
tt22741218	nm1648603	\N
tt22741224	nm14114370	\N
tt22741226	nm12840795	\N
tt22741234	nm4075098,nm4077781	nm4075098,nm4077781
tt22741236	nm7224112	nm8588724
tt22741240	nm0248373	nm0248373
tt22741242	\N	\N
tt22741244	\N	\N
tt22741246	\N	\N
tt22741250	\N	\N
tt22741254	nm14126431	nm14126431
tt22741256	\N	\N
tt22741258	\N	\N
tt22741260	\N	\N
tt22741262	\N	\N
tt22741264	\N	\N
tt22741266	\N	\N
tt22741270	\N	\N
tt22741274	nm8958338	\N
tt22741280	\N	\N
tt22741282	\N	\N
tt22741286	\N	\N
tt22741290	\N	\N
tt22741292	nm14129615	nm14129615
tt22741296	\N	\N
tt22741298	\N	\N
tt22741300	\N	\N
tt22741304	\N	\N
tt22741308	\N	\N
tt22741310	nm0295304	nm5293225,nm5843679,nm5090475
tt22741314	\N	\N
tt22741318	\N	\N
tt22741320	\N	\N
tt22741322	\N	nm6457443,nm4854061
tt22741324	nm12835893	nm12835893
tt22741326	\N	\N
tt22741328	\N	\N
tt22741330	nm14129651	nm14129651
tt22741336	nm0874181	nm13932756
tt22741348	nm12840795	\N
tt22741360	nm12840795	\N
tt22741364	nm11431715	nm11431715
tt22741366	\N	\N
tt22741368	nm12840795	\N
tt22741370	\N	\N
tt22741372	\N	\N
tt22741380	\N	\N
tt22741382	nm9565063	nm9565063,nm14129975,nm11995638
tt22741384	nm10296633	\N
tt22741392	nm14054024	\N
tt22741398	\N	\N
tt22741400	\N	\N
tt22741406	\N	\N
tt22741408	\N	\N
tt22741410	nm14124024	\N
tt22741428	nm4777569	\N
tt22741438	nm5842181	nm6373165,nm5842181
tt22741444	\N	nm0286121
tt22741460	nm1628182	nm1628182
tt22741462	\N	\N
tt22741464	\N	\N
tt22741466	nm11763544	nm11763544
tt22741468	\N	\N
tt22741472	\N	\N
tt22741484	nm7329915	nm7329915
tt22741486	nm14130027	nm14130797,nm14130027,nm14130030
tt22741488	nm1585046	nm1585046
tt22741490	\N	\N
tt22741492	\N	\N
tt22741494	\N	\N
tt22741504	nm14129651	nm14129651
tt22741506	\N	\N
tt22741508	\N	\N
tt22741516	nm14124024	\N
tt22741522	nm12591294	\N
tt22741528	\N	\N
tt22741530	\N	\N
tt22741532	\N	\N
tt22741534	\N	\N
tt22741536	\N	\N
tt22741538	\N	\N
tt22741540	\N	\N
tt22741552	nm4492923	nm5870567,nm4492923
tt22741558	\N	\N
tt22741560	\N	\N
tt22741568	\N	\N
tt22741572	\N	\N
tt22741600	\N	\N
tt22741606	nm8328079,nm1214912	nm1308010
tt22741608	\N	\N
tt22741612	\N	\N
tt22741614	nm1202718	\N
tt22741616	\N	\N
tt22741620	\N	\N
tt22741624	\N	\N
tt22741636	\N	\N
tt22741638	nm4405262	\N
tt22741640	\N	\N
tt22741652	\N	\N
tt22741654	\N	\N
tt22741664	\N	\N
tt22741672	nm14130111	\N
tt22741676	nm1994044	\N
tt22741678	nm14132050	\N
tt22741682	\N	\N
tt22741684	nm14130112	nm14130112
tt22741688	nm14130121	nm10629930
tt22741694	\N	\N
tt22741696	\N	\N
tt22741702	\N	nm0090067
tt22741706	nm14014943	nm14014943
tt22741710	nm14124024	\N
tt22741736	\N	nm7037084
tt22741740	\N	\N
tt22741742	nm12305011	nm12305011
tt22741744	nm14014943	nm14014943
tt22741746	\N	nm1444112
tt22741750	\N	\N
tt22741752	nm14014943	nm14014943
tt22741754	nm14124024	\N
tt22741758	nm0257872	nm0341311
tt22741760	nm4653209	nm4653209
tt22741764	nm14014943	nm14014943
tt22741772	nm14014943	nm14014943
tt22741782	nm14129651	nm14129651
tt22741810	\N	\N
tt22741812	nm0743052	\N
tt22741820	nm0743052	\N
tt22741828	\N	\N
tt22741832	nm14124024	\N
tt22741834	\N	\N
tt22741840	\N	\N
tt22741842	\N	\N
tt22741846	\N	\N
tt22741848	\N	\N
tt22741850	\N	\N
tt22741854	\N	\N
tt22741860	\N	\N
tt22741870	\N	nm9225361,nm5254303
tt22741878	nm14130187	nm14130187
tt22741880	nm9292057	nm14057478,nm11934396,nm12444208,nm14043177,nm13039680,nm8884310,nm11934400,nm14064761
tt22741886	nm13658669	nm13658669
tt22741892	nm4695407	\N
tt22741894	nm8748164	nm8748164
tt22741896	\N	\N
tt22741900	nm8328079,nm1214912	nm1308010
tt22741916	nm5030475	nm5030475
tt22741918	\N	\N
tt22741930	nm5316977	\N
tt22741932	nm14130257	\N
tt22741934	nm1214912,nm8328079	nm1308010
tt22741940	nm9914040	nm9914040
tt22741944	nm4253417,nm6724169	nm4253417
tt22741946	nm1913393	\N
tt22741948	nm1441484	\N
tt22741958	nm14130269,nm14130268	nm14130268,nm14130269,nm14126531,nm11928067
tt22741972	nm13196709,nm11848253	nm11569010,nm11735726,nm11848297,nm13196709,nm6353138,nm11848253
tt22741986	nm1913393	nm1913393
tt22741998	nm5672308	nm5672308
tt22742000	\N	\N
tt22742006	nm13353115	nm13353115
