nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm12240000	Aleksandër Ruçi	\N	\N		tt13565644
nm12240001	Mehdi Muriqi	\N	\N		tt13565644
nm12240002	Zef Bregu	\N	\N		tt13565644
nm12240003	Genc Nurja	\N	\N		tt13565644
nm12240004	Armani Desirae	\N	\N	actress	tt11908982
nm12240005	Douglas Mair	\N	\N	actor	tt0096572
nm12240007	Joe Rubin	\N	\N	manager	\N
nm12240008	Susanne Heinonen	\N	\N	actress	tt8593810,tt19755244,tt0185819
nm12240009	Jyrki Lakotieva	\N	\N	actor	tt3871822,tt0185819
nm12240011	Limbert J. Capellan	\N	\N	actor	tt11247006,tt8905948,tt0759364
nm12240012	Leonardo Mariscal	\N	\N	animation_department	tt20516438,tt13858852
nm12240013	Ken Nepomuceno	\N	\N	animation_department	tt13858852
nm12240014	Maris Lucia Ortegoza	\N	\N	animation_department	tt13858852
nm12240015	Joey Potayre	\N	\N	animation_department	tt13858852
nm12240016	Noah Rivera	\N	\N	animation_department	tt13858852
nm12240017	Reynaldo Reyna	\N	\N	animation_department	tt13858852
nm12240018	Anna Rose San Juan	\N	\N	animation_department	tt13858852
nm12240019	Braxton Bragg Sayas	\N	\N	animation_department	tt10133864,tt11102242,tt13858852
nm12240020	Vladimir Valencia	\N	\N	animation_department	tt13858852
nm12240021	Aline Bertusso	\N	\N	animation_department	tt13858852
nm12240022	Daniel Santana	\N	\N	animation_department	tt13858852
nm12240023	André Ikedo	\N	\N	animation_department	tt13858852
nm12240024	Taru Pohjanpalo	\N	\N	visual_effects	tt13858852
nm12240025	Stuart Harvey	\N	\N	visual_effects	tt13858852
nm12240026	Amar Kahlon	\N	\N	visual_effects	tt8651594,tt13858852
nm12240027	Karen Lui	\N	\N	visual_effects	tt13858852
nm12240028	Marcela Mack	\N	\N	visual_effects	tt13858852
nm12240029	Jordan Veneracion	\N	\N	visual_effects,animation_department	tt13858852,tt21405896,tt16154056
nm12240030	Eva Yu	\N	\N	visual_effects	tt13858852,tt21107718,tt3554046
nm12240032	Samrat Bhambwani	\N	\N	producer	tt13859494
nm12240033	Samantha Lee	\N	\N	miscellaneous	tt4719894
nm12240034	Rajdeep Kaur	\N	\N	miscellaneous	tt10752476
nm12240035	Abhishek Dixit	\N	\N	miscellaneous	tt10752476
nm12240036	Dave McCabe	\N	\N		tt4719894
nm12240037	Cathy McCabe	\N	\N	producer,writer	tt18271436,tt18271544,tt18272286,tt21848390
nm12240038	Casey McCabe	\N	\N		tt4719894
nm12240039	Mike Bente	\N	\N		tt4719894
nm12240040	Julia Mawande	\N	\N		\N
nm12240042	Sweta Bose	\N	\N	costume_designer	tt13854036
nm12240043	Mihika Bhagwani	\N	\N	make_up_department	tt13854036,tt13282662
nm12240044	Neil Andrews	\N	\N	music_department	tt13854036
nm12240045	Abdur Rehman	\N	\N	visual_effects,writer	tt1464335,tt15132048,tt13854036
nm12240046	Zak Houston	\N	\N	actor,writer	\N
nm12240047	Daniel Dos Santos de Andrade	\N	\N	actor	tt13859548
nm12240048	Gabriel Fernando de Castro	\N	\N	actor	\N
nm12240049	Gleiton Matheus Bonfante	\N	\N	actor	tt13859548
nm12240050	Lino Besser	\N	\N	actor	tt13859548
nm12240051	Lourival Júnior	\N	\N	actor	tt13859548
nm12240052	Wallace Lino	\N	\N	actor	tt13859548
nm12240053	Nadeem Abbas Chaudhary	\N	\N		\N
nm12240054	Amalia Kadis	\N	\N		\N
nm12240055	Revan Farnur	\N	\N	composer	\N
nm12240056	Jennifer Keruzore	\N	\N	camera_department,cinematographer	tt11284768,tt16294996
nm12240057	Richard Finnie	\N	\N	writer,camera_department,production_manager	\N
nm12240058	Kenneth R.L. Hill	\N	\N	camera_department	tt13859554
nm12240059	Damien Langny	\N	\N	director,writer,editor	tt13859556,tt13921294
nm12240060	Paul Nouhailler	\N	\N	actor	tt13859556
nm12240061	Chloé Rey	\N	\N	actress	tt13859556
nm12240062	Etienne Pinsard	\N	\N	composer,sound_department	tt13859556,tt18253918
nm12240063	Salomé Renaud	\N	\N	sound_department	tt14433010,tt14384660,tt13859556,tt14124756
nm12240064	Werner Haas	\N	\N		\N
nm12240065	Herbert Stiglmaier	\N	\N	writer	tt0824947,tt0456037
nm12240066	Max Hirschfeld	\N	\N	camera_department	\N
nm12240067	Myron Zobel	\N	\N	cinematographer	tt13859564
nm12240068	Bradly McPherson	\N	\N	actor	\N
nm12240069	Quinn Blakely	\N	\N	actor	\N
nm12240070	Zehava Glazier	\N	\N	actor	\N
nm12240071	Britta Borgstädt	\N	\N	actress	tt0118255
nm12240072	Venus-Rose	\N	\N		tt7490446
nm12240073	David Michael Beaupre	\N	\N	producer	tt13859586
nm12240074	Josefina Mustafá	\N	\N	actress	tt9853522,tt13794394
nm12240075	Ángel Tique	\N	\N	actor	tt13794394
nm12240076	Angélica Tobar	\N	\N	actress	tt13794394
nm12240077	Angélica Escobar	\N	\N	actress	tt13794394
nm12240078	Aryn Fitzgibbons	\N	\N	miscellaneous	tt13859436
nm12240079	Charles Morey	\N	\N	actor	tt0078715
nm12240080	Nitin Kumar	\N	\N	director,writer,cinematographer	tt13859598
nm12240081	Nidhi Kumari	\N	\N	actress	tt13859598
nm12240082	Nikolay Ponomarenko	\N	\N	actor	tt4008272,tt19433338
nm12240083	Tiff Milner	\N	\N		\N
nm12240084	Tom McClean	\N	\N		tt13854670
nm12240085	Bill Fogarty	\N	\N	actor,writer,assistant_director	tt10488486
nm12240086	Susan Fogarty	\N	\N	actress,miscellaneous	tt10488486
nm12240087	Cord Grote	\N	\N	actor,miscellaneous	tt10488486
nm12240088	Christopher Hull	\N	\N	miscellaneous	tt10488486
nm12240089	Paul Ringerbenger	\N	\N	miscellaneous	tt10488486
nm12240090	Spencer Twist	\N	\N	miscellaneous	tt10488486
nm12240091	Rick Saunders	\N	\N	miscellaneous	tt10488486
nm12240092	Gina Jordan	\N	\N	miscellaneous	tt10488486
nm12240093	Leaza Kalb	\N	\N	miscellaneous	tt10488486
nm12240094	Zenya Tobias	\N	\N	miscellaneous	tt10488486
nm12240095	Sherry Stewart	\N	\N	miscellaneous	tt10488486
nm12240096	Laura Armstrong	\N	\N	miscellaneous,actor	tt21411316,tt10488486
nm12240097	Moritz Steffen	\N	\N	actor	tt0118255
nm12240099	Eisel Serrano	\N	\N	actress	tt0399989,tt13859274
nm12240100	Cloe Barretto	\N	\N	actress	tt15057370,tt22016986,tt21277532,tt18352336
nm12240101	Nadeem Abbas	\N	\N	editor,editorial_department	tt11497834,tt19355940,tt14396868,tt21843900
nm12240102	Veronika Popokteeva	\N	\N	camera_department	tt13854204
nm12240103	Mason Fulp	1998	\N	actor,producer,miscellaneous	tt7583406,tt21959756,tt7867346,tt14519844
nm12240104	Naman Singh	\N	\N	actor	tt21818260
nm12240105	Tharyn Fabro	\N	\N	camera_department,miscellaneous	tt13859114
nm12240106	Nick Olsoff	\N	\N	camera_department,sound_department	tt13859114
nm12240107	Taqueesha Lightfoot	\N	\N	set_decorator	tt13859114
nm12240108	Cosmic-River	\N	\N		tt7490446
nm12240109	Jesper Bolmén	\N	\N	cinematographer	tt5440780
nm12240110	Björn Lehnberg	\N	\N	sound_department	tt5440780,tt12206018
nm12240111	Tobias Klint	\N	\N	miscellaneous	tt5440780
nm12240112	Morgan Brown	\N	\N	miscellaneous	tt5440780
nm12240113	Flora Engelhardt	\N	\N	costume_department	\N
nm12240114	Omar Alammari	\N	\N	director,writer,cinematographer	\N
nm12240115	Josephine Grau	\N	\N	actress	tt16291038,tt15387506,tt13859642
nm12240116	Emrah Civelek	\N	\N	actor	tt2979888
nm12240117	Serif Önder	\N	\N	actor	tt2979888
nm12240119	Vitor Eduardo Medeiros Loureiro	\N	\N	sound_department,music_department	tt13854204
nm12240120	Rafael Correia Prado	\N	\N	sound_department,composer,music_department	tt14237648,tt13854204
nm12240121	Yann De Gaetano	\N	\N	cinematographer,camera_department	tt14217302,tt13858110
nm12240122	Darisa Karnpoj	\N	\N	actress	tt16393038,tt21801026,tt14136054,tt19357986
nm12240123	Guido Mitidieri	\N	\N	director,editor,producer	\N
nm12240124	Alina Tautz	\N	\N	miscellaneous	tt13854204
nm12240129	Chandni Sandhu	\N	\N	actress	tt13859672
nm12240130	Sayoni Gupta	\N	\N	writer	tt13859672
nm12240131	Moka Miyazaki	\N	\N	director	tt13859678
nm12240132	Yama Wayama	\N	\N	writer	tt13859678
nm12240133	Ivan Hus	1898	\N		tt0177118
nm12240134	Nicanorcardenosa	\N	\N		\N
nm12240135	Qian Wang	\N	\N	writer	tt13859688
nm12240136	Feng Yang	\N	\N	director,writer	tt13859694
nm12240137	Chelsea Schumacher	\N	\N		\N
nm12240138	James Anderson-Hanney	\N	\N	actor	tt1094354
nm12240139	Rachel Eli	\N	\N	actress	tt13470472
nm12240141	David Thompson	\N	\N		\N
nm12240142	Shenjun Xu	\N	\N	producer	tt13051108,tt9685282
nm12240143	Shiv Kumar	\N	\N	director,producer	tt14076640,tt13859716,tt14751266
nm12240144	Taufeeq Khan	\N	\N	actor	\N
nm12240145	Nazia Sayed	\N	\N	producer	tt13859716,tt14751266
nm12240146	Samir Dhrolia	\N	\N	producer	tt14751266,tt13859716
nm12240147	Praveen Tiwari	\N	\N	producer	tt13859716,tt15004832,tt14751266
nm12240148	Mrunal Prabhune	\N	\N	producer	tt13859716,tt14751266
