nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm7480000	Billy Jay Franklin	\N	\N	special_effects	tt4806490
nm7480001	Anwar Laadam	\N	\N	editorial_department,script_department	tt11846664,tt4877258,tt8305014
nm7480002	Mark Chester	\N	\N	producer	tt4418882
nm7480003	Michael Cohen	\N	\N	producer	tt4418882
nm7480004	Sue Fanning	\N	\N	producer	tt4418882
nm7480005	Vicky Millington	\N	\N	producer,camera_department,miscellaneous	tt4418882,tt5934402
nm7480006	Dan Butler	\N	\N	miscellaneous	tt4418882
nm7480007	Peter Cary	\N	\N	miscellaneous	tt4418882
nm7480008	Owen Salkeld	\N	\N	miscellaneous	tt4418882
nm7480009	Mary Stocks	1891	1975	writer	tt7252946,tt0989125,tt4368354,tt0199236
nm7480010	Thomas Oser II	\N	\N	editorial_department,editor	tt1323592,tt1523972,tt3921694,tt2542310
nm7480011	Kolja Malik	1990	\N	director,actor,writer	tt4892518,tt5720272,tt7256864,tt13802544
nm7480012	Nadine Kiesewalter	\N	\N	actress	tt4892518
nm7480013	Emilia De Fries	\N	\N	actress	tt4892518
nm7480014	Sancho Heimrath	\N	\N	actor,cinematographer,camera_department	tt4892518
nm7480015	Moritz Rehfeld	\N	\N	actor	tt4892518
nm7480016	Jonas Vogel	\N	\N	producer,sound_department	tt4892518
nm7480017	Yvonne Griesinger	\N	\N	producer	tt4892518
nm7480018	Tom Beckert	\N	\N	cinematographer	tt4892518,tt5295704
nm7480019	Sandro Mariotti	\N	\N	cinematographer	tt4892518
nm7480020	Dominique Muszynski	\N	\N	costume_department	tt4892518
nm7480021	Angela Queins	\N	\N	costume_department,costume_designer	tt8535968,tt10416132,tt4892518,tt7256864
nm7480022	Carmen Gante	\N	\N	make_up_department	tt9538008,tt7256864,tt4892518,tt2212072
nm7480023	Laurent Fruteau De Laclos	\N	\N	art_department,set_decorator,miscellaneous	tt4877258
nm7480030	Owen Hunter	\N	\N	location_management,transportation_department,miscellaneous	tt4703048,tt2452200,tt11958610,tt1727824
nm7480031	Barry Stone	\N	\N	miscellaneous	tt4108134,tt1983079,tt21264390
nm7480034	Francesca Croft	\N	\N	location_management,miscellaneous,costume_department	tt11713150,tt14369780,tt2345759,tt11169050
nm7480037	Joost de Muinck Keiser	\N	\N	actor	tt4892524
nm7480038	Elijah Pluchino	\N	\N	actor	tt4892524
nm7480039	Abigail Echiverri	\N	\N	composer	tt4892524
nm7480040	Liliana Toogood	\N	\N	editor	tt4892524
nm7480041	Erix Logan	\N	\N	actor	tt3052478,tt0388343,tt1720018
nm7480042	Dan Johnson	\N	\N	editorial_department	tt4108134
nm7480045	Stephan Von H.	\N	\N	actor	tt3691270
nm7480046	Wermuth Jun	\N	\N	actress	tt3454450
nm7480047	J. von Santho	\N	\N	art_director	tt3454450
nm7480048	Diana Caffazo	\N	\N	miscellaneous	tt4855578
nm7480049	Pat Rignold	1911	1993	music_department	tt4554376
nm7480050	George Stearn Scott	\N	\N	music_department	tt4554376
nm7480051	Robert Cantrell	\N	\N	music_department	tt4554376
nm7480052	Stewart Nash	\N	\N	music_department	tt4554376
nm7480053	Martin Hart	\N	\N	actor	tt5170390,tt4892542
nm7480055	Tony May	\N	\N	transportation_department	tt2381991,tt4108134,tt11083552
nm7480056	Vera Mathews	\N	\N	writer	tt0989125
nm7480060	Niculai Doroftei	\N	\N	actor	tt1570512
nm7480061	Tianyang Zhang	1990	\N	actor	tt14950036,tt4892556,tt22646564,tt21301278
nm7480062	Hongshan He	\N	\N	actress	tt9408490,tt4892556,tt7817930,tt14236200
nm7480063	Liang Jin	\N	\N	actor	tt14484246,tt16210912,tt4892556
nm7480064	Lionel Birch	\N	\N	writer	tt1663190
nm7480065	Lorna Hay	\N	\N	writer	tt1663190
nm7480066	Emmanuelle Turco	\N	\N	actress	tt4385944
nm7480067	Cristina Martín Barcelona	\N	\N	director,editor,producer	tt14253692,tt7015212,tt10039610,tt14860542
nm7480070	Joe D'Arcy	\N	\N	writer,director,cinematographer	tt4695516
nm7480071	Mark Mage	\N	\N		\N
nm7480078	Alli Gillies	\N	\N		\N
nm7480079	Mayumi Natsu	\N	\N		tt4666052
nm7480080	Carnival Miura	\N	\N		tt4666052
nm7480081	Shreiyah Sabharwal	\N	\N	actress	tt4883928
nm7480082	Sahdev Raj Singh Hooda	\N	\N	actor,costume_department	tt4883928,tt9520702
nm7480092	Katie Hodges	\N	\N		tt0386676
nm7480099	G. George	\N	\N	director,writer	tt4892624
