nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6310000	Chapman-Leonard	\N	\N		\N
nm6310001	Shampooch	\N	\N		\N
nm6310002	Kristen Alyce-Garbage Gone Glam	\N	\N		\N
nm6310007	Greg Hardy	\N	\N		\N
nm6310008	Lane David	\N	\N	miscellaneous	tt3553414
nm6310009	Shelley Shiba Jones	\N	\N	miscellaneous	tt3553414
nm6310011	Jeremy Simpson	\N	\N		\N
nm6310012	Tina Weld	\N	\N	miscellaneous	tt2844798,tt3553414
nm6310013	Veronica Jamerson	\N	\N	miscellaneous	tt3553414
nm6310014	Gerald Sherman	\N	\N	miscellaneous	tt5776564,tt4831420,tt4077118,tt4163020
nm6310015	Shakira	\N	\N	miscellaneous	tt3553414
nm6310016	Chico	\N	\N	miscellaneous	tt3553414
nm6310017	Danielle N.	\N	\N	miscellaneous	tt3553414
nm6310018	Katie B.	\N	\N	miscellaneous	tt3553414
nm6310021	Pablo Rendo	\N	\N	camera_department	tt3169770,tt13980362,tt2062559,tt3467412
nm6310022	Laurence Débia	\N	\N		tt0446530
nm6310023	Daniel Burgos	\N	\N	cinematographer,assistant_director	tt3510832,tt13479338
nm6310024	Emili Roig	\N	\N	camera_department	tt3510832
nm6310026	Albert González	\N	\N	sound_department	tt3510832
nm6310027	Esther Rodríguez Mauri	\N	\N	art_department,actress,producer	tt1394086,tt1570512,tt3917316,tt4282440
nm6310028	Pere Claveria	\N	\N	miscellaneous	tt0388341,tt10127708,tt4621630,tt6704776
nm6310029	Miguel Ángel Ros	\N	\N	visual_effects	tt3510832,tt4300836
nm6310030	Arnau Arcas Alarcón	\N	\N	miscellaneous	tt3510832
nm6310031	Ricard Lorenz	\N	\N	miscellaneous	tt3510832
nm6310032	Juan Manuel Calvo Gascón	\N	\N	miscellaneous	tt3510832
nm6310033	Rosa Maria Campos Gràcia	\N	\N	miscellaneous	tt3510832
nm6310034	Marina Padró Targarona	\N	\N	producer,miscellaneous,actress	tt6704776,tt6704898,tt3028418,tt8393332
nm6310035	Sara Stigge	\N	\N	miscellaneous	tt3510832
nm6310036	Cecília Jori Coll	\N	\N	miscellaneous	tt3510832
nm6310037	Víctor Jori Arròniz	\N	\N	miscellaneous	tt3510832
nm6310038	David Villegas Castillo	\N	\N	miscellaneous	tt3510832
nm6310039	Yina Hurtado Bonilla	\N	\N	miscellaneous	tt3510832
nm6310040	Fernando Villegas Herrerías	\N	\N	miscellaneous	tt3510832
nm6310041	Mari Castillo Matilla	\N	\N	miscellaneous	tt3510832
nm6310042	Ana Meseguer Navarro	\N	\N	miscellaneous	tt3510832
nm6310043	Carles Gràcia	\N	\N	miscellaneous	tt3510832
nm6310044	Teresa Farrés	\N	\N	miscellaneous	tt3510832
nm6310045	Manel Aguilar	\N	\N	cinematographer,camera_department,editor	tt10379176,tt4933620,tt6647212,tt11930126
nm6310046	Carme Campos Gràcia	\N	\N	miscellaneous	tt3510832
nm6310047	Carme Rodríguez	\N	\N	miscellaneous	tt3510832
nm6310051	Rajan	\N	\N	director,writer	tt3550682
nm6310053	Peter Smoczynski	\N	\N	producer	tt3282912
nm6310054	James Amey	\N	\N	actor	tt3209212,tt5955058,tt5419450
nm6310056	Christian Trautmann	\N	\N	director,writer,visual_effects	tt7413878,tt3553444,tt4523532
nm6310061	Ray Yen	\N	\N	art_department	tt5078188,tt6295898
nm6310062	Jake Word	\N	\N	actor	tt2148756
nm6310063	Jiangcheng Li	\N	\N	visual_effects	tt6871634
nm6310064	Takiko Nakamura	\N	\N	actress	tt6289518,tt6072398
nm6310065	Marcus Ferguson	\N	\N	actor	tt2148756
nm6310066	Dustin Winter	\N	\N	actor	tt2148756
nm6310067	Ann Spradling	\N	\N	actress	tt2148756
nm6310068	Emma Whittard	\N	\N	executive	\N
nm6310069	Wilhelmina Ford	\N	\N		\N
nm6310070	Vendell Nasir II	\N	\N		\N
nm6310072	Angelo Fasce	\N	\N		\N
nm6310073	Kiesha Jasmin	\N	\N		\N
nm6310076	Shirley Chien	\N	2015	casting_director,actress,casting_department	tt1010341,tt4170370,tt2319760,tt3166476
nm6310078	Frank Ryan	\N	\N		tt1889810
nm6310082	Gabrielle Guilbault	\N	\N	make_up_department	tt1625567
nm6310083	Johannes Schmidt	\N	\N	miscellaneous	tt1625567
nm6310084	Mark Rave	\N	\N	miscellaneous	tt1625567
nm6310086	Paris Rose	\N	\N		\N
nm6310087	Katie Perkins	\N	\N		\N
nm6310088	Arnaud Sponar Aka Goodbye Ivan	\N	\N	composer	tt10574452,tt3553476
nm6310089	Pascal Greco	\N	\N	director,editor,producer	tt7915166,tt3553476
nm6310091	Bohossian Louise	\N	\N	actor	tt3553480
nm6310092	Lejeune Fanny	\N	\N	actor	tt3553480
nm6310093	Lecoq Richard	\N	\N	actor	tt3553480
nm6310094	Gattlen Stéfanie	\N	\N	actor	tt3553480
nm6310095	Carlier Sophie	\N	\N	actor	tt3553480
nm6310096	Joseph Alain	\N	\N	actor	tt3553480
