nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6680000	Zulfiqar Zulfi	\N	\N	editor	tt2082436
nm6680002	Aslam Bhatti	\N	\N	casting_department	tt2082436
nm6680003	Isma	\N	\N	actress	tt0340794
nm6680005	Farida	\N	\N	actress	tt0340794
nm6680006	Mustapha Halo	\N	\N	actor	tt19895434,tt0340794,tt0168401
nm6680007	Wardia Hamtouche	1931	\N	actress	tt0470134,tt0091656,tt7255020,tt0340794
nm6680008	Hamid Rammas	\N	\N	actor	tt2871002,tt0340794
nm6680009	Jamila Arres	\N	\N	actress	tt0340794,tt9011224
nm6680011	Hafida Bendiaf	\N	\N	actress	tt0089256,tt0340794
nm6680012	Ali Faddi	\N	\N	actor	tt0340794,tt17677902
nm6680013	Douja Abdou	\N	\N	actress	tt0340794
nm6680014	Yamani Triki	\N	\N	assistant_director	tt0340794
nm6680015	Mohamed Lamine Assoul	\N	\N	assistant_director	tt0340794
nm6680016	Badreddine Boutemene	\N	\N	assistant_director	tt0340794
nm6680017	Sid Ahmed Guernaouti	\N	\N	camera_department	tt0340794
nm6680018	Chiana Antar	\N	\N	camera_department	tt0340794
nm6680019	Mahmoud Lakehal	\N	\N	cinematographer	tt13519130,tt0340794,tt0328912
nm6680020	Mohammed Tahar Harhoura	\N	\N	production_manager	tt0340794
nm6680021	Jason McQuilliams	\N	\N	camera_department	tt0283323
nm6680022	Die Jupiter Sernaders	\N	\N	soundtrack	tt0191421
nm6680023	Das Jochen Brauer Sextett	\N	\N	actor,soundtrack	tt8842082,tt7467734,tt0140686,tt0191421
nm6680024	Emmanuel Boitet	\N	\N	composer	tt3914828,tt12932370
nm6680025	Yasu Shibuya	\N	\N	director,writer,producer	tt3867652
nm6680026	James Leydon	\N	\N	camera_department	tt3882706
nm6680029	Justin Craig	\N	\N	camera_department	tt3905146
nm6680033	Maranda Spinweber	\N	\N		tt2930446
nm6680034	Kristina Addington	\N	\N		tt2930446
nm6680035	Kelly Goncalves	\N	\N	actor,producer	tt3873586,tt5546324
nm6680044	Morgan Banke	\N	\N	director	tt3914844
nm6680045	Adrian Bond	\N	\N	producer	tt1739270
nm6680046	Ashton Everly	\N	\N		\N
nm6680047	Kevin Groenhof	\N	\N	actor	tt6718872,tt6706666,tt6699732,tt3914844
nm6680048	Sergio Mora	\N	\N	actor	tt3914844
nm6680049	Marco Rosado	\N	\N		\N
nm6680050	Kameron Easley	\N	\N	actor	tt3914844
nm6680051	Aaron Mull	\N	\N		\N
