nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm10890000	Peele and Yentl	\N	\N	writer	\N
nm10890002	Marty Warren	\N	\N		\N
nm10890003	Tania Topete	\N	\N	actress	\N
nm10890004	Francisco Pineda Solis	\N	\N		\N
nm10890005	Sebastian Gomez López	\N	\N		\N
nm10890006	Madeleine Roux	\N	\N		tt8782966,tt11274538
nm10890007	Rohit Srivastava	\N	\N		\N
nm10890008	Crickett Raelund	\N	\N	actress,writer,animation_department	tt11662478,tt10685934,tt10756784
nm10890009	Werner Döbel	\N	\N		\N
nm10890010	Christoph Polus	\N	\N		\N
nm10890011	Raffaele Teti	\N	\N		\N
nm10890012	Luke Holt	\N	\N		tt10736292,tt11110348
nm10890013	Samuel Stephenson	\N	\N		\N
nm10890014	Farrell	\N	\N		\N
nm10890016	Toy Morgan	\N	\N		\N
nm10890017	Béla Bakacsi	1942	\N		\N
nm10890018	Péter Gloviczki	1948	\N		\N
nm10890019	Miklós Karácsondi	\N	\N		\N
nm10890020	Josh Vigliotti	\N	\N		\N
nm10890021	Joelle Ramson	\N	\N	sound_department,miscellaneous,director	tt20880846,tt20880758,tt15163336,tt10756888
nm10890022	Claudia Chapman	\N	\N	actress	\N
nm10890023	Brittany Williams	\N	\N	cinematographer	\N
nm10890024	Gyöngyi Keveházi	1948	\N		\N
nm10890025	József Ifj. Németh	\N	\N		\N
nm10890026	Nándor Wyborny	\N	\N		\N
nm10890027	James Grieve	\N	\N		\N
nm10890028	Matt Petersen	\N	\N		\N
nm10890029	Max Minkowitz	\N	\N		\N
nm10890030	Marie Alvarez	\N	\N	actress,producer	tt10756896,tt8129456
nm10890032	Ronnie Kea	\N	\N	actor	\N
nm10890033	Joshua Jacobo	\N	\N		tt2738096,tt7876272
nm10890034	Riadh Achour	\N	\N		\N
nm10890035	Abdelfattah Mourou	\N	\N		tt10756932,tt11947654,tt11596818,tt10462544
nm10890036	Chadlia Caïd Essebsi	1936	\N		\N
nm10890037	Rached Ghannouchi	\N	\N		tt14625160,tt10756932
nm10890038	Fouad Mebazaa	\N	\N		\N
nm10890039	Yadh Ben Achour	\N	\N		tt2173023,tt10756932
nm10890040	Lazhar Karoui Chebbi	\N	\N		\N
nm10890041	Hamadi Jebali	\N	\N		\N
nm10890042	Rafik Abdessalem	\N	\N		\N
nm10890043	Ahmed Seddik	\N	\N		\N
nm10890044	Ali Laarayedh	\N	\N		tt10756932,tt11596818
nm10890045	Mustapha Ben Jafar	\N	\N		\N
nm10890046	Abdessattar Ben Moussa	\N	\N		\N
nm10890047	Houcine Abassi	\N	\N		\N
nm10890048	Mohamed Fadhel Mahfoudh	\N	\N		\N
nm10890049	Mehdi Jomaa	\N	\N		tt10756932
nm10890050	Slim Riahi	\N	\N		\N
nm10890051	Hamma Hammami	\N	\N		tt11909342
nm10890052	Samer Rouachda	\N	\N		tt10756932
nm10890053	Abbas Atia	\N	\N		\N
nm10890054	Ibrahim Al-Atebi	\N	\N		\N
nm10890055	Pasel Hasan	\N	\N		\N
nm10890056	Ahmed Aziz	\N	\N	camera_department	\N
nm10890057	Abdeslam Bouziane	\N	\N		\N
nm10890058	Nidhal El-Azem	\N	\N		\N
nm10890059	Xarmen Karshov	\N	\N	director,editor,producer	\N
nm10890061	Dawda Jallow (DJ)	\N	\N	actor	\N
nm10890062	Matt Petersen	\N	\N	actor,composer	tt11786022,tt10756942
nm10890063	Max Minkowitz	\N	\N	cinematographer,editor	tt10756942
nm10890064	Pablo Gabriel Gonzalez Bellozas	\N	\N		tt8628894
nm10890065	Takashi Tajima	\N	\N		tt8820720
nm10890066	Yui Uemura	\N	\N		tt15776622,tt8820720,tt14164234,tt22001012
nm10890067	Tina Cannard	\N	\N		\N
nm10890068	Dustin Baker	\N	\N		\N
nm10890069	Craig Jones Jr.	\N	\N	sound_department	tt10419674
nm10890070	Shelley Murphy	\N	\N	miscellaneous,manager	tt0374440
nm10890071	Agustín Risso	\N	\N	director,writer,cinematographer	\N
nm10890072	Agustín Idiart	\N	\N	actor	tt10756980
nm10890073	Francisco Tobar	\N	\N	actor,cinematographer	tt10756980
nm10890074	Cristina Balvis	\N	\N	actress	\N
nm10890075	Berenice Burry	\N	\N	actress	tt10756980
nm10890076	Crystal Taylor	1964	\N	actress	tt14211408,tt13659868,tt7558652,tt14515552
nm10890077	Verrokco Jones	\N	\N		tt17061226,tt10054604,tt15089900,tt15785792
nm10890078	Saman Ehteshamian	\N	\N		tt7851516
nm10890079	Maud Bourgeais	\N	\N	animation_department	tt8628894
nm10890080	Joann Fernandes	\N	\N	visual_effects,director,writer	tt11866324,tt5580146,tt3513500,tt6673612
nm10890081	Sofia Gaevaya	\N	\N	actress	\N
nm10890082	James Oliver EagleChild	\N	\N		\N
nm10890083	Wes EagleChild	\N	\N		\N
nm10890084	Troy Knowlton	\N	\N		\N
nm10890085	Rene Trudel	\N	\N		\N
