nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1220000	José Dias	\N	\N	camera_department,miscellaneous	tt0390940,tt0423994,tt0337171,tt0336261
nm1220002	Domenech	\N	\N	camera_department	tt0125659
nm1220003	François Dupuy	\N	\N	editorial_department,visual_effects,miscellaneous	tt0118583,tt0281364,tt0237534,tt1964624
nm1220005	Mike Fisher	\N	\N	camera_department	tt0193437,tt0117525
nm1220006	Steve Fitzpatrick	\N	\N	miscellaneous	tt0848557,tt4158096,tt0251160
nm1220007	Paul Freeman	\N	\N	camera_department,cinematographer	tt2081881,tt11228904,tt11229886,tt0494223
nm1220008	Antonio Gil	\N	\N	music_department	tt0121281,tt0274926
nm1220009	Christopher Goode	\N	\N	location_management,miscellaneous	tt0079806,tt0082970
nm1220010	Corwin Hall	\N	\N	miscellaneous	tt0251160
nm1220011	Mike Hanna	\N	\N	soundtrack	tt0218162,tt0097755,tt0044298,tt5140182
nm1220012	Jack Harris	\N	\N	camera_department	tt0067069,tt0057840,tt0068640,tt0078718
nm1220013	Tim Hart	\N	\N	miscellaneous	tt0093870
nm1220014	Morten Henriksen	\N	\N	miscellaneous	tt0364292,tt0364293,tt0318896,tt0395317
nm1220015	Richard Herd	\N	\N	miscellaneous	tt0211881,tt0273002,tt0420423
nm1220016	Benny Jensen	\N	\N	camera_department,miscellaneous	tt0370520,tt0370519,tt0318896,tt1655185
nm1220017	Joan Johnson Miller	\N	\N	miscellaneous,producer,camera_department	tt0265298,tt0277434,tt0319061,tt0377091
nm1220018	Travis Johnson	\N	\N		\N
nm1220019	Kalpana	\N	\N	soundtrack,make_up_department	tt0488798,tt1351650,tt1230448,tt1156516
nm1220020	Karthik	\N	\N	music_department,soundtrack,composer	tt0449951,tt1839596,tt2631186,tt1664806
nm1220021	Nancy Katz	\N	\N	camera_department	tt0073031,tt0079806
nm1220022	Brenda Kirk	1979	\N	miscellaneous	tt0305224,tt0325258
nm1220023	John V. Knowles	1972	\N	director,miscellaneous,cinematographer	tt2145637,tt7059682,tt1357069
nm1220024	David Lewis	\N	\N	miscellaneous	tt0119960
nm1220025	John Lopez	\N	\N	casting_department	tt0251160,tt0197384
nm1220026	Miguel Lopez	\N	\N	miscellaneous	tt0113749
