nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1170000	Lynn Poh	\N	\N	actress,editor,assistant_director	tt0463903,tt3914484,tt6550794,tt7131694
nm1170001	Sarah Polen	\N	\N	actress	tt2929128,tt0278823,tt5856466,tt2059206
nm1170002	Premalatha	\N	\N	actress	tt0260745,tt0317624,tt0234960,tt1414468
nm1170003	Sylvie Prioul	\N	\N	actress	tt0176403
nm1170004	Marie Probst	\N	\N	actress	tt0230539
nm1170005	Marie Provat	\N	\N	actress	tt0316204
nm1170006	Carla Puccini	\N	\N	actress	tt0315663,tt0063521,tt0862951,tt12637736
nm1170007	Jennifer Q	\N	\N	actress	tt0317123
nm1170008	Maxine Quillan	\N	\N	actress	tt0049044
nm1170009	Danielle Raabe	\N	\N	actress	tt0201694
nm1170010	Nathalie Ragani	\N	\N	actress	tt0169432
nm1170011	Caroline Rasser	1971	\N	actress	tt0956213,tt0316982,tt14949820,tt1022932
nm1170012	Cheryl Ray	\N	\N	animation_department,visual_effects,art_department	tt0429589,tt2100546,tt0320808,tt0268397
nm1170013	Christine Redlin	\N	\N	miscellaneous,production_manager,producer	tt0169324,tt0209020,tt0221297,tt0171698
nm1170014	Christina Reed	\N	\N	writer	tt0417415,tt0471996,tt0442715
nm1170015	Martine Remond	\N	\N	actress	tt0172977
nm1170016	Justine Renard	\N	\N	actress	tt0280665
nm1170017	Estela Renner	\N	\N	producer,writer,director	tt12983448,tt9856336,tt2787834,tt13068524
nm1170018	Marina Rey	\N	\N		tt0058299,tt0132340
nm1170019	Marita Reyna	\N	\N	actress	tt0316184,tt0233216
nm1170020	Sonia Ricci	\N	\N	actress	tt0317982,tt1177925
nm1170021	Janice Richardson	\N	\N	actress,soundtrack	tt0449465,tt1588374,tt0315775
nm1170022	Emily Rieman	\N	\N	actress	tt0317608,tt0796225
nm1170023	Susanna Ring	\N	\N	actress	tt0297234
nm1170024	Verónica Rivas	\N	\N	actress	tt0070636
nm1170025	Nathalie Robert	\N	\N	costume_department,actress	tt2235695,tt0422720,tt0271136,tt1304873
nm1170026	Cheryl Roberts	\N	\N	actress	tt0299515
nm1170027	Kat Roberts	\N	\N	actress	tt0313728
nm1170028	Mistigri	1927	2015	actress,soundtrack	tt0041137,tt0191607,tt11369572,tt12240810
nm1170029	Catherine Rogue	\N	\N	actress	tt0240066,tt0317346
nm1170030	Paula Romina	\N	\N	actress	tt0295959
nm1170031	Katella Rose	\N	\N	actress	tt0108763,tt0130073,tt0116220
nm1170033	Isabelle Roux	\N	\N	actress	tt0286508
nm1170034	Rubini	\N	\N	actor	tt0456949
nm1170035	Lynn Russo	\N	\N	actress	tt0072979
nm1170036	Sylvia Röcker	\N	\N	actress	tt0317267,tt0452917
nm1170037	Martha Sabrina	\N	\N	actress	tt0389568,tt1192302,tt7261848,tt0300748
nm1170038	Karine Sacco	\N	\N	actress	tt0198456
nm1170040	Carline Sapp	\N	\N	actress	tt0156734
