nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0190000	Barbara Cruikshank	\N	\N	actress	tt0095726
nm0190001	Candace Cruikshank	\N	\N	costume_designer,costume_department	tt8369840,tt0122743,tt0120534,tt6856484
nm0190002	Caroline Cruikshank	\N	\N	animation_department,director,art_department	tt0462538,tt0119282,tt0120855,tt0120762
nm0190003	Greg Cruikshank	\N	\N	actor	tt0260558,tt0117001
nm0190004	Heather Cruikshank	\N	\N	stunts	tt0099797
nm0190005	Jack Cruikshank	\N	\N	camera_department,actor,producer	tt0499556,tt5758778,tt0970416,tt2660888
nm0190006	Lawrence Cruikshank	\N	\N		\N
nm0190007	Lee Cruikshank	\N	\N	sound_department,miscellaneous	tt0107969,tt0120363,tt0116683,tt0105665
nm0190008	Margaret Cruickshank	\N	\N	actress	tt0070973,tt0269135,tt0123741,tt0129685
nm0190010	Paul Cruikshank	\N	\N	camera_department	tt0172172
nm0190011	Rufus Cruickshank	1915	1959	actor	tt0425169,tt2044814,tt0047706,tt0195950
nm0190012	Sally Cruikshank	\N	\N	animation_department,director,actress	tt0093493,tt0091877,tt0088286,tt0086491
nm0190013	Tricia Cruikshank	\N	\N	costume_department,costume_designer	tt0196158,tt0116361,tt0109728,tt0113999
nm0190014	Charmaine Cruz	\N	\N	actress,director,producer	tt0292189,tt0099183,tt0250135,tt3140650
nm0190015	Christopher Cruise	\N	\N	miscellaneous,sound_department,actor	tt0091605,tt0070565,tt0080935,tt0071212
nm0190016	Corey Cruise	\N	\N	costume_designer	tt0238982,tt0113976
nm0190017	David Cruise	\N	\N	writer	tt0113956,tt1097271
nm0190018	Derek Cruise	1970	\N	actor	tt0281563,tt0179745,tt0285188,tt0284107
nm0190019	Gary Cruise	\N	\N	transportation_department,special_effects,camera_department	tt0112864,tt0117331,tt0100157,tt0181865
nm0190020	Gerry Cruise	\N	\N	miscellaneous	tt0071095
nm0190021	Jerry Cruise	\N	\N	actor	tt0228791
nm0190023	Julee Cruise	1956	2022	soundtrack,actress,music_department	tt4093826,tt0117571,tt0105665,tt0090756
nm0190024	Omega Kayne	\N	\N	actor,writer,director	tt0204993,tt0228878,tt1347522,tt0103488
nm0190025	Mary Cappelli Cruise	\N	\N	writer	tt0086730
nm0190026	Pamela Cruise	\N	\N	miscellaneous,art_department	tt0117247,tt0100157,tt0475394,tt0949731
nm0190027	Tommy Cruise	1972	\N	actor	tt0474612,tt0285946,tt6346900,tt2673336
nm0190028	Trudy Cruise	\N	\N	actress	tt0251094
nm0190029	Yvette Cruise	\N	\N	actress	tt0119892,tt0081858,tt0097428,tt0413573
nm0190030	Wayne Cruseturner	1937	2015	writer	tt0192898,tt0073972
nm0190031	Jens Crull	\N	\N	camera_department,cinematographer,art_department	tt0117408,tt12832152,tt0118529,tt5341860
nm0190032	Gastão Cruls	1888	1959	writer	tt0452744,tt0187518
nm0190033	Cathy Crum	\N	\N	animation_department,special_effects	tt0084827,tt0923846,tt0078780
nm0190034	Chris Crum	1970	\N	actor	tt0226054
nm0190035	David Crum	1973	\N	actor,producer,miscellaneous	tt0283613,tt0226054,tt3314274
nm0190036	Denny Crum	1937	\N		tt0984167,tt1814842,tt0416365,tt0124718
nm0190037	Dorothy Crum	1973	\N	actress	tt0226054
nm0190038	Eugene Crum	\N	\N	special_effects	tt0117731,tt0083658,tt0102975,tt0111280
nm0190039	Geno Crum	\N	\N	special_effects	tt0107120,tt0102685,tt0110687
nm0190040	J.C. Crum	\N	\N		tt0116481
nm0190041	Jim Crum	\N	\N	producer,director	tt0143080,tt13237380,tt0134995,tt2155602
nm0190042	Marzee Crum	\N	\N	actress	tt0107753,tt1428090,tt0295857
nm0190043	Mike Crum	\N	\N	actor,miscellaneous,stunts	tt0171056,tt0245891,tt0384793,tt0303857
nm0190044	Ted J. Crum	1930	2008	actor	tt0101404,tt0092776,tt0118453,tt0091834
nm0190045	Aline Kominsky-Crumb	1948	\N		tt1134665,tt2403427,tt13911848,tt0109508
nm0190046	Beatrice Crumb	1920	1997		tt0109508
nm0190047	Charles Crumb	1942	1992		tt0109508
nm0190048	Christopher Crumb	\N	\N	actor,miscellaneous	tt0115326,tt0352248,tt0159920,tt0118379
nm0190049	Dana Morgan	\N	\N	actress	tt0109508,tt0089254
nm0190050	Donald Crumb	\N	\N	composer	tt0107997
nm0190051	Jesse Crumb	\N	2018		tt0109508
nm0190052	Maxon Crumb	\N	\N		tt0109508,tt12240748
nm0190053	Mel Crumb	\N	\N	actor	tt0163913
nm0190054	Robert Crumb	1943	\N	writer,art_department,soundtrack	tt0109508,tt0305206,tt16757816,tt0068612
nm0190055	Sophie Crumb	1981	\N	art_department	tt0162346,tt0109508,tt0199184
nm0190056	Ellie Crumbaugh	1978	\N	miscellaneous	tt0163507,tt0250182
nm0190057	Claudia Crumbiegel	\N	\N	art_department,production_designer	tt0240601,tt0806910,tt0114802,tt0107701
nm0190058	Violet Crumble	\N	\N	actress	tt0096554
nm0190059	Jennifer Bonder	\N	\N	actress,director,writer	tt0257721,tt0328137,tt0250513,tt0120512
nm0190060	William Thomas Crumby	\N	\N	actor	tt0084997,tt0102631,tt0058796,tt0090481
nm0190062	Carlos Crume	\N	\N	miscellaneous	tt0189192,tt0164181
nm0190063	Louis Crume	\N	\N	actor	tt0106045,tt0094559,tt0102724
nm0190064	Louis Seeger Crume	\N	\N	actor	tt0118001,tt0093744,tt0116322,tt0117765
nm0190065	Oliver Crumes Jr.	1972	\N	actor,stunts,miscellaneous	tt5477402,tt2866056,tt0099800,tt8253110
nm0190066	Oliver Crumes Sr.	\N	\N		tt0102370
nm0190067	Frank Crumit	1889	1943	soundtrack,actor	tt0314951,tt19886140,tt0125733,tt1049080
nm0190068	James M. Crumley Jr.	\N	\N	miscellaneous,actor	tt0187393,tt0118688,tt0117913,tt0110006
nm0190069	Karen Crumley	\N	\N	camera_department	tt0139362
nm0190070	Kelly Crumley	\N	\N	stunts	tt0090631
nm0190071	Mark Crumley	\N	\N	actor,stunts	tt0106168
