nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0330000	Arlette Gordon	\N	\N	casting_director,miscellaneous,actress	tt0108370,tt0089902,tt0077943,tt0088357
nm0330001	Arne Gordon	1915	2004	actor	tt0298665,tt0407402,tt0056751,tt0088765
nm0330002	Arran Gordon	\N	\N	special_effects	tt0133093,tt0348150
nm0330003	Arthur Gordon	1912	2002	writer	tt0058428,tt0045395,tt0041061,tt0045409
nm0330004	Augustus Gordon	\N	\N	camera_department,executive	tt6772950,tt0310910,tt0805570,tt8526872
nm0330006	Barbara Gordon	\N	\N	costume_department,costume_designer	tt0316356,tt0103855,tt0259288,tt0233142
nm0330008	Barbara Gordon	\N	\N	sound_department	tt0115978
nm0330009	Barbara Gordon	\N	\N	writer	tt0084111,tt12104184,tt1229032
nm0330010	Barbara Gordon	1948	\N	miscellaneous,actress,producer	tt0301470,tt0099327,tt0111742,tt1662500
nm0330011	Barbara Gordon	\N	\N	script_department,miscellaneous	tt0109578,tt0111227,tt0329934,tt0172469
nm0330013	Barbara Glenn Gordon	1934	2007	actress	tt0090069
nm0330014	Barnaby Gordon	\N	\N	composer	tt0208065,tt0179636
nm0330015	Barry Gordon	1948	\N	actor,soundtrack,writer	tt0131613,tt0059798,tt0126173,tt0049263
nm0330016	Barry J. Gordon	1932	2011	actor	tt0070855,tt0102573,tt0129717,tt0312125
nm0330017	Barry Mark Gordon	\N	\N	editorial_department,editor	tt0083284,tt0086336,tt0081747,tt0089222
nm0330019	Beau Gordon	\N	\N	actor	tt0077794
nm0330020	Belle Gordon	\N	\N	actress	tt0229306
nm0330021	Ben Gordon	\N	\N	miscellaneous,actor,producer	tt1655612,tt0088493,tt0073464,tt0082642
nm0330022	Benjamin Gordon	\N	\N	actor	tt0081246,tt0082552,tt0084271
nm0330023	Benjie Gordon	\N	\N	producer,miscellaneous,writer	tt1434322,tt3328876,tt1359536,tt0109445
nm0330024	Bernard Gordon	1918	2007	writer,producer,miscellaneous	tt0050675,tt0049169,tt0051226,tt0068713
nm0330025	Bert Gordon	1895	1974	actor,soundtrack	tt0183399,tt0037796,tt0036100,tt0026985
nm0330026	Bert I. Gordon	1922	\N	director,producer,writer	tt0050281,tt0075989,tt0074540,tt0068892
nm0330027	Bertie Gordon	1905	1996	actress	tt2261737,tt0127667,tt0011046
nm0330028	Bette Gordon	1950	\N	director,writer,actress	tt0166695,tt0319347,tt1318001,tt0090251
nm0330029	Betty Gordon	\N	\N	actress	tt0020949
nm0330030	Bill Gordon	\N	\N	actor	tt0063873,tt0050030,tt0133713
nm0330031	Bill Gordon	\N	\N	camera_department,editor,editorial_department	tt0060687,tt0086811,tt0497499
nm0330032	Billi Gordon	1954	2018	actress,writer	tt0088470,tt0092400,tt0094898,tt0087889
nm0330033	Bob Gordon	\N	\N	actor,casting_department	tt0078950,tt0104283,tt0074845,tt0082427
nm0330034	Bob Gordon	\N	\N	stunts	tt0048960
nm0330035	Bob Gordon	\N	\N	producer	tt0126563
nm0330036	Robert Gordon	1913	1990	director,actor,writer	tt0279726,tt0018037,tt0023911,tt0039197
nm0330038	Bobby Gordon	\N	\N	writer	tt0040041
nm0330039	Bork Gordon	\N	\N	actor	tt0088769
nm0330040	Brad Gordon	\N	\N	producer,production_manager,miscellaneous	tt0117226,tt0161216,tt0118772,tt0254890
nm0330041	Brad Gordon	\N	\N	actor,soundtrack	tt0115819
