nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm11100000	Ismail Siraje Ittembe	\N	\N		\N
nm11100001	Adriana Panas	\N	\N	actress	tt11900406,tt6425794
nm11100002	Shamard Charles	\N	\N		\N
nm11100003	Orhan Yildiz	\N	\N		\N
nm11100004	Grazyna Barcinska	\N	\N		\N
nm11100005	Franko Sosa	\N	\N		\N
nm11100006	Ilija Smoljenovic	\N	\N		\N
nm11100007	Howard Hermann	\N	\N		\N
nm11100008	Jakub Boruta	\N	\N	actor	\N
nm11100009	Krzysztof Jankowski	\N	\N	actor	\N
nm11100010	Paulina Godlewska	\N	\N	actress	\N
nm11100011	Hanna Jankowska	\N	\N	actress	\N
nm11100012	Samuel Pratt-White	\N	\N	writer,director,actor	tt15059880,tt11214676,tt11946366
nm11100013	William Do	\N	\N	producer	tt11214678
nm11100014	Sarah Waeber	\N	\N	producer	tt11214678
nm11100015	Deny Eggimann	\N	\N	producer	tt11214678
nm11100017	Celia ángulo Cabañas	\N	\N	cinematographer,camera_department	tt11194056,tt15300988
nm11100018	Artur Niemczyk	\N	\N	actor	\N
nm11100019	Michal Majewski	\N	\N	actor	tt14721642,tt6425794
nm11100020	Iwona Kaczor	\N	\N	actress	tt10583386,tt7896062,tt6425794
nm11100021	Nata Salmela	\N	\N		\N
nm11100022	Ravi Chaitanya	\N	\N		\N
nm11100023	Halina Bednarska	\N	\N	actress	\N
nm11100024	Ramzi Bettahar	\N	\N	actor	tt11214690
nm11100025	Izabela Stefaniak	\N	\N	actress	tt0182607,tt13463394,tt5732752,tt6425794
nm11100026	Dariusz Glodek	\N	\N	actor	\N
nm11100027	Dylan Carvin	\N	\N		\N
nm11100030	Aharon Burshtein	\N	\N	actor	tt5991206
nm11100031	Filip Pomianowski	\N	\N	actor	\N
nm11100032	Oleksandr Kovalchuk	\N	\N	actor	\N
nm11100033	Krystyna Rowicka	\N	\N	actress	\N
nm11100034	Magdalena Guz	\N	\N	actress	\N
nm11100035	Rafal Kotarski	\N	\N	actor	\N
nm11100036	Svarinsky Michal	\N	\N		\N
nm11100037	Justina Michaels	\N	\N		\N
nm11100038	Wiktoria Zatorska	\N	\N	actress	\N
nm11100039	Cyprian Sobczak	\N	\N	actor	\N
nm11100040	Piotr Przybysz	\N	\N	actor	\N
nm11100041	Niku Hooli	\N	\N	writer,director	tt0448291,tt19291350
nm11100042	Noora Makkonen	\N	\N	costume_department,script_department	tt11636880,tt0448291,tt12453124
