nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm13290000	Anderson Cosme	\N	\N	director,writer,cinematographer	\N
nm13290001	Bruna Ribeiro	\N	\N	director,writer,make_up_department	\N
nm13290002	Talita Alecrim	\N	\N	actress	tt16996054
nm13290003	Lauany	\N	\N	actress,make_up_department	tt16996054
nm13290004	Gab	\N	\N	actor	\N
nm13290005	Mano Pippen	\N	\N	actor	tt16996054
nm13290006	Thawanny Nascimento	\N	\N	actress	tt16996054
nm13290007	Andressa Ap	\N	\N	actress	tt16996054
nm13290008	Thayna Tatay	\N	\N	actress	tt16996054
nm13290009	Beto Cupertino	\N	\N	composer	\N
nm13290010	Caroline Borba	\N	\N	cinematographer,art_director	\N
nm13290011	Sévan Maurin	\N	\N	director,writer	\N
nm13290012	Nelly Carvalho	\N	\N	actress	tt16996056
nm13290013	Greg Cugnard	\N	\N	actor	tt16996056
nm13290014	Teddy Andujar	\N	\N	actor	tt16996056
nm13290015	Mehdi Rafia	\N	\N	writer,cinematographer	\N
nm13290016	Tristan Lassour	\N	\N	writer	\N
nm13290017	Thea Protopapa	\N	\N	actress	tt15739470
nm13290018	Aesonia Johnson	\N	\N	actress	\N
nm13290019	Charizma Medlock	\N	\N		\N
nm13290020	Brandon Pranson Jessel	\N	\N		tt19390252,tt19389360
nm13290021	Michele Johnsen	\N	\N		tt16225208
nm13290022	Jack McKown	\N	\N		\N
nm13290025	Teshona Nathaniel	\N	\N		tt10827252
nm13290026	Miles Perdue	\N	\N	director,actor,writer	\N
nm13290028	Kymberli Dee	\N	\N	actress	tt16996102,tt21973570
nm13290029	Larenz Griggs	\N	\N	producer	\N
nm13290030	Roy Perdue	\N	\N	producer	\N
nm13290031	Philip Karaya	\N	\N	producer	\N
nm13290032	Jabari Mobley	\N	\N	cinematographer	\N
nm13290033	Tim Vermeulen	\N	\N	miscellaneous	tt5562172
nm13290035	Richard Browning	\N	\N	actor	tt12477816
nm13290036	Louie Theaker	\N	\N	actor	tt5698216
nm13290037	Ellie Malone	\N	\N	actress	tt5698216
nm13290038	Jarmaine Muganiwa	\N	\N	actor	tt5698216
nm13290039	Janice Jones	\N	\N		\N
nm13290040	Mizuki Yamada	\N	\N	animation_department	tt5463088
nm13290041	Immani Ramos	\N	\N	camera_department	\N
nm13290042	Keena Bradley	\N	\N		\N
nm13290043	Siuzanna Varnina	\N	\N		\N
nm13290044	Evgeny Shmelev	\N	\N	producer	\N
nm13290045	Rylan Barra	\N	\N	actor	tt21915310,tt16996184
nm13290046	Sara Tiller	\N	\N	actress	\N
nm13290047	Andrew Baumann	\N	\N		tt0380086
nm13290048	Tomoaki Satô	\N	\N	animation_department	tt5463088,tt1857718,tt8346438
nm13290049	Raphael Villar	\N	\N	editorial_department	\N
nm13290050	Cristina Zuniga	\N	\N	animation_department	tt13303478
nm13290051	Isabella Crowther	\N	\N	actor	tt18344810
nm13290052	Joseph Porsella	\N	\N	actor	tt14661276
nm13290053	Marc Grandlund	\N	\N	camera_department	tt16996102
nm13290054	Alicia Allen	\N	\N	production_manager	tt16996102
nm13290055	Reagin Turner	\N	\N	production_manager	tt16996102
nm13290056	Gleb Golubin	\N	\N		\N
nm13290057	Mitia Mouraviev	\N	\N	producer	\N
nm13290058	Emma Bird	\N	\N	art_department	tt10590066
nm13290059	Caroline Rowlands	\N	\N	editorial_department	tt10590066
nm13290061	Laura Hawthorne	\N	\N	actress,writer	\N
nm13290062	Guilherme Benites	\N	\N	camera_department	\N
nm13290063	Michael Hutcheon	\N	\N	sound_department,miscellaneous	tt12973910,tt17887670
nm13290064	Carrie Hulsey	\N	\N	camera_department,miscellaneous	tt17887670,tt12973910
nm13290065	Lucas Cooper	\N	\N	miscellaneous	tt12973910
nm13290066	Ronald Levy	\N	\N	miscellaneous	tt12973910
nm13290067	Lucas Cooper	\N	\N		\N
nm13290068	Lucas Copper	\N	\N		\N
nm13290069	Jamie Lawrence	\N	\N		tt0270804,tt0962884
nm13290070	Kate Wilson	\N	\N		tt0962884
nm13290071	Barry Tomlinson	\N	\N		\N
nm13290072	Mark Smoke	\N	\N	actor	\N
nm13290073	Dmitry Bocharov	\N	\N	producer,production_manager	tt2940280,tt21845090,tt16996258,tt21846282
nm13290074	Yan Pavelchuk	\N	\N	composer	tt21444406,tt21846282,tt16996258
nm13290075	Preston	\N	\N		\N
nm13290076	Chrissie Scott	\N	\N	art_director	\N
nm13290077	Phil Whitcomb	\N	\N	camera_department	\N
nm13290078	Emma Denniss	\N	\N	director	\N
nm13290079	Bethan Davies	\N	\N	miscellaneous	tt4458176
nm13290080	Wahiida Chowdhury	\N	\N	miscellaneous	\N
nm13290081	Carl Allport	\N	\N	miscellaneous	\N
nm13290082	Mathew Ross	\N	\N		\N
