nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6080003	Piotr Piotrowski	\N	\N	special_effects,animation_department,miscellaneous	tt3317976,tt0441074
nm6080005	Grace Robson	\N	\N	actress	tt4753906,tt4947942,tt7479504,tt4755488
nm6080006	Sean Saville	\N	\N	actor	tt3325560
nm6080007	Tom Illingworth	\N	\N	actor	tt3325560
nm6080018	Cherry Stewart	\N	\N	make_up_department	tt3321562,tt1859567
nm6080019	Yuya Tokuda	\N	\N	director,producer,miscellaneous	tt2583092,tt10901970,tt7447248
nm6080020	Shino Okamura	\N	\N	miscellaneous	tt2583092
nm6080021	Hirokazu Fujisaki	\N	\N	miscellaneous	tt2583092,tt12885468,tt10901970,tt7447248
nm6080023	Junshi Jodai	\N	\N	miscellaneous	tt2583092,tt1859525
nm6080024	Nobuaki Onishi	\N	\N	miscellaneous	tt7447248,tt2583092
nm6080025	Yoshitake Suzuki	\N	\N	miscellaneous	tt2583092,tt7447248,tt10901970
nm6080026	Ryuzo Karasutani	\N	\N	miscellaneous	tt2583092
nm6080027	Tomonari Goto	\N	\N	miscellaneous	tt8651604,tt7447248,tt2583092
nm6080028	Yuki Sakae	\N	\N	miscellaneous	tt7447248,tt2583092
nm6080029	Toru Yamaguchi	\N	\N	miscellaneous	tt2583092
nm6080030	Kyosuke Uno	\N	\N	miscellaneous	tt2583092
nm6080031	Sachio Kuno	\N	\N	miscellaneous	tt2583092,tt7447248
nm6080032	Hironao Fukuda	\N	\N	writer,miscellaneous	tt5532100,tt2961326,tt2583092
nm6080033	Allan Van Dongen	\N	\N	director,writer	tt3325570
nm6080034	Sam Whale-Howley	\N	\N	director,writer,cinematographer	tt3325570
nm6080035	Sean Templeman	\N	\N	actor	tt3325570
nm6080036	Warren Duncan	\N	\N	actor	tt3325570
nm6080037	David Michalowski	\N	\N	actor	tt3325570
nm6080038	Tori Templeman	\N	\N	actress	tt3325570
nm6080039	Dylan Neuschwander	\N	\N	composer	tt3325570
nm6080040	Katsuhiro Sometani	\N	\N		tt2583092
nm6080041	Sailor	\N	\N		tt2583092
nm6080042	Komuu	\N	\N	miscellaneous	tt2583092
nm6080043	Junichi Shiba	\N	\N	miscellaneous	tt12885468,tt2583092
nm6080044	Yoshitaka Nakatani	\N	\N	miscellaneous	tt2583092
nm6080045	Kanu Akamatsu	\N	\N	miscellaneous	tt2583092
nm6080046	Hisaya Tanaka	\N	\N	miscellaneous	tt2583092
nm6080047	Kiyohito Nunogami	\N	\N	miscellaneous	tt2961326,tt2583092
nm6080048	Shimpei Tanaka	\N	\N	miscellaneous	tt2583092
nm6080049	Yusuke Kuroha	\N	\N	miscellaneous	tt2583092
nm6080050	Riki Nagano	\N	\N	miscellaneous	tt10901970,tt2583092,tt7447248
nm6080051	Hiroki Mukai	\N	\N	miscellaneous	tt2111364,tt2583092
nm6080052	Koji Tominaga	\N	\N	miscellaneous	tt2583092,tt7447248
nm6080053	Tomohiro Yokozawa	\N	\N	miscellaneous	tt2583092
nm6080054	Kazuki Nakamura	\N	\N	miscellaneous	tt2583092,tt10105392
nm6080055	Yuki Urabe	\N	\N	miscellaneous	tt2583092
nm6080056	Virginia Díaz	\N	\N	producer	tt14370286,tt3325572,tt11333786,tt9784526
nm6080057	José Manuel Sebastián	\N	\N	director,actor,writer	tt3325572,tt0302447
nm6080058	Gustavo Iglesias	\N	\N	writer	tt3325572
nm6080059	Luis Boix	\N	\N	producer	tt3325572
nm6080060	Takamasa Yamada	\N	\N	art_department	tt2583092
nm6080061	Sasa	\N	\N	art_department	tt2583092
nm6080063	Lee Bolton	\N	\N	actor	tt0068069
nm6080064	Kuroshuu	\N	\N	visual_effects	tt2583092
nm6080065	Satoshi Kunitomo	\N	\N	visual_effects	tt2583092
nm6080067	Tomokazu Kadoue	\N	\N	visual_effects	tt2583092
nm6080068	Tetsuji Shimazu	\N	\N	visual_effects	tt2583092
nm6080070	Hiroyuki Nakamori	\N	\N	visual_effects,art_department	tt7447248,tt2583092
nm6080071	Haru	\N	\N	special_effects,visual_effects	tt2583092,tt6023514
nm6080073	Maiko Oishi	\N	\N	art_department,animation_department,visual_effects	tt3124992,tt19882198,tt8983038,tt19856754
nm6080074	Yoshikazu Kozono	\N	\N	visual_effects	tt2583092
nm6080076	Elliott Swinburn	\N	\N	producer,miscellaneous	tt3223412,tt7871966
nm6080077	Katsumi Iwasaki	\N	\N	art_department,visual_effects	tt7447248,tt10901970,tt2583092
nm6080078	Emi Kawase	\N	\N	art_department,visual_effects	tt10901970,tt2583092,tt7447248
nm6080079	Sachiko Fukuda	\N	\N	art_department,visual_effects	tt7447248,tt10901970,tt2583092
nm6080080	Takumi Okadaue	\N	\N	visual_effects	tt2583092
nm6080081	Naomi Goto	\N	\N	visual_effects	tt2583092
nm6080082	Akiko Yokoyama	\N	\N	visual_effects	tt2583092
nm6080083	Akemi Kohama	\N	\N	animation_department,visual_effects	tt2961326,tt2583092,tt1859525
nm6080085	Shinichi Shinohara	\N	\N	visual_effects	tt2583092
nm6080086	Masafumi Terai	\N	\N	visual_effects	tt2583092
nm6080087	Kenji Yamaguchi	\N	\N	animation_department	tt12885468,tt2583092,tt7447248
nm6080088	Tomoya Otsubo	\N	\N	animation_department	tt2583092,tt7447248
nm6080089	Tomoko Asaura	\N	\N	animation_department	tt2583092
nm6080090	Michiru Yamamoto	\N	\N	animation_department	tt2583092,tt7447248
nm6080091	Shinya Miyamoto	\N	\N	animation_department	tt7447248,tt12885468,tt2111364,tt2583092
nm6080092	Yoko Hasegawa	\N	\N	animation_department	tt7447248,tt10901970,tt2583092
nm6080093	Naruhito Nishio	\N	\N	animation_department	tt2583092
nm6080094	Chisako Arai	\N	\N	animation_department	tt2583092,tt7447248,tt15248702
nm6080098	Chie Nakayama	\N	\N	visual_effects,art_department	tt2162635,tt7447248,tt10901970,tt2583092
nm6080100	Marie Nakagawa	\N	\N	visual_effects	tt2583092
nm6080101	Tokio Noda	\N	\N	visual_effects,miscellaneous	tt2583092,tt7447248
nm6080102	Yokinori Kojima	\N	\N	visual_effects	tt2583092
nm6080103	Chieko Akizuki	\N	\N	visual_effects,art_department	tt2583092,tt1107264,tt5532100
nm6080104	Keigo Kuriyama	\N	\N	visual_effects	tt2583092
nm6080105	Takuya Komatsu	\N	\N	visual_effects	tt10901970,tt7447248,tt2583092
nm6080106	Yoko Kishimoto	\N	\N	visual_effects	tt2583092,tt10901970,tt7447248
nm6080107	T. Arimatsu	\N	\N	visual_effects	tt2583092
nm6080108	Shoh Takei	\N	\N	visual_effects	tt7447248,tt10901970,tt2583092
nm6080109	Bal Rankhambe	\N	\N	actor	tt0432469
nm6080110	Miwako Chinone	\N	\N	composer,sound_department,soundtrack	tt3569570,tt12714622,tt12714630,tt12714666
nm6080111	Reo Uratani	\N	\N	composer	tt19391700,tt9369286,tt13056692,tt6824132
nm6080112	Mitsutoshi Kodama	\N	\N	sound_department,miscellaneous	tt2583092,tt10952284
nm6080113	Masato Terahara	\N	\N	sound_department	tt2583092
nm6080114	Ryo Kanaya	\N	\N	sound_department	tt2583092
nm6080123	Iris Reynoso	\N	\N	actress	tt3325588
nm6080125	Mengli Li	\N	\N	make_up_department	tt6864046
nm6080126	Victor Kinnbo	\N	\N		\N
nm6080128	Kensaku Fujita	\N	\N	miscellaneous,art_department	tt12325510,tt2961326,tt12325508,tt2583092
nm6080129	Yuki Noto	\N	\N	miscellaneous	tt5532100,tt2961326,tt2583092
nm6080130	Tomoaki Adachi	\N	\N	miscellaneous	tt2583092,tt2961326,tt5532100
nm6080131	Haotian Ding	\N	\N	miscellaneous	tt5532100,tt2583092,tt2961326
nm6080132	Hitoshi Tokota	\N	\N	miscellaneous	tt2583092
nm6080133	Shingo Ito	\N	\N	miscellaneous	tt5532100,tt8994730,tt8994708,tt8983038
nm6080134	Masatoshi Nakamura	\N	\N	miscellaneous	tt2583092,tt2961326,tt5532100
nm6080135	Kenji Kojima	\N	\N	miscellaneous	tt2583092,tt2961326,tt5532100
nm6080136	Hiroaki Iwai	\N	\N	miscellaneous	tt2961326,tt2583092
nm6080137	Tomohiro Ago	\N	\N	miscellaneous	tt2961326,tt5532100,tt2583092
nm6080138	Isao Higashino	\N	\N	miscellaneous	tt2961326,tt5532100,tt2583092
nm6080139	Shinichi Yasuki	\N	\N	miscellaneous	tt2583092,tt5532100,tt2961326
nm6080140	Daisuke Taneda	\N	\N	miscellaneous	tt2583092
nm6080143	Aritz Lonbide	\N	\N		tt3325598
nm6080144	Jon Elizalde	\N	\N	actor,composer	tt3325598,tt7288976
nm6080145	Igor Ruiz	\N	\N		tt3325598
nm6080146	Iban Zugarramurdi	\N	\N		tt3325598
nm6080147	Amaia Apaolaza	\N	\N	producer	tt3325598
nm6080148	Anartz Gisasola	\N	\N		tt3325598
nm6080149	Mikel Txopeitia	\N	\N		tt3325598
nm6080150	Sorkun Rubio	\N	\N		tt3325598
nm6080151	Ursula Strong	\N	\N		tt3325598
nm6080152	Jone Unanua	\N	\N	producer	tt8512986,tt3325598,tt5515968
nm6080153	Joyce Messenger	\N	\N	animation_department	tt3662278,tt3662272,tt3662224,tt1830684
nm6080154	Justin Edward	\N	\N	actor	tt1994589
nm6080155	Sarah Tveit	\N	\N	miscellaneous	tt3060342
nm6080156	Erica Khamvongsa	\N	\N		\N
nm6080159	Callum Hogg	\N	\N	miscellaneous	tt3318110
nm6080160	Rebecca Heathcote	\N	\N	sound_department,assistant_director,miscellaneous	tt11083552,tt5180504,tt10451914,tt7556122
nm6080161	Frontline Guerrilla Sonora	\N	\N	soundtrack	tt3203890
nm6080162	Oliver Stiller	\N	\N	cinematographer	tt11349160,tt3325616
nm6080163	Jorge Sánchez Meza	\N	\N		\N
nm6080164	Halliwell David	\N	\N		\N
nm6080166	Griff Harris	\N	\N	actor	tt3311842
nm6080167	Josep Manel Casals	\N	\N		tt3325618
nm6080168	A.J. Clift	\N	\N	actor	tt1520970
nm6080169	Reno Selmser	\N	\N	actor	tt5022680,tt5237160,tt1430587,tt1520970
nm6080170	Edward Joye	\N	\N	actor	tt1520970
nm6080171	John Robert	\N	\N		\N
nm6080172	Marc Cramer	\N	\N	actor	tt1520970
nm6080174	Ivan Stanimirovic	\N	\N	animation_department	tt3311842
nm6080175	Wade Dove	\N	\N		\N
nm6080176	Alfa Liv Ottesen	\N	\N	actress	tt1973692,tt4227386,tt6129752,tt2659512
nm6080177	Anders Wallin	\N	\N	actor	tt2659512
