nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm10320000	Nantenaina Fifaliana	\N	\N	sound_department	\N
nm10320001	Mandimby Maharo	\N	\N	sound_department	\N
nm10320008	Michael Lucci	\N	\N	editorial_department	tt3606756,tt6467266
nm10320009	Alexandria Rogers	\N	\N	actress	\N
nm10320010	Anthony Corradino	\N	\N	actor,miscellaneous	tt9423168
nm10320013	Sachin Singh	\N	\N	actor	tt9422974
nm10320014	Ravi Pannu	\N	\N	actor	tt7236124,tt3911870,tt8431806,tt11881088
nm10320015	Carmen Alvaredo	\N	\N	actress	\N
nm10320016	Pablo Fergus	\N	\N	actor	\N
nm10320017	Paula Curto	\N	\N	actress	\N
nm10320018	Bárbara Fedez	\N	\N	cinematographer,art_director,editorial_department	\N
nm10320019	Cristina Elcano	\N	\N	producer	\N
nm10320020	Hanul Choi	\N	\N	producer	tt9423188
nm10320021	Echo	\N	\N	composer	tt9423188
nm10320022	Marta Asensi	\N	\N	art_department	\N
nm10320023	Clara Frenegal	\N	\N	art_department	\N
nm10320024	Lorena González	\N	\N	art_department	tt9423188
nm10320025	Juan Abreu Olivero	\N	\N	art_department	\N
nm10320026	Rodrigo Santamaria	\N	\N	script_department	tt9423188,tt18816178,tt12194138
nm10320027	Miguel Aguilar	\N	\N	camera_department	tt9423188
nm10320028	Daniel Bato	\N	\N	camera_department,cinematographer	tt14398970,tt10628472,tt11047036,tt10973538
nm10320029	Silvia Bravo	\N	\N	camera_department	tt9423188
nm10320030	María Rojo	\N	\N	camera_department	tt9423188
nm10320031	Jaime López	\N	\N	camera_department	tt9423188
nm10320032	Luis Maro	\N	\N	costume_department,actor,costume_designer	tt5866074,tt12976450,tt10383046,tt20096840
nm10320033	Gonzalo Berrocal	\N	\N	special_effects	\N
nm10320034	Nicolas Joye	\N	\N	producer	tt9423198
nm10320035	Serkan Özgün	\N	\N	actor	tt7944260
nm10320036	Özgecan Cebek	\N	\N	actress	tt6942048,tt1018501,tt5606154,tt5133998
nm10320038	Anna Maria Barillà	\N	\N	actress	tt0297618
nm10320039	Brett Muckler	\N	\N		\N
nm10320040	Luka Lebanidze	\N	\N	composer,music_department,sound_department	tt9587414,tt11133070,tt8268284,tt14290948
nm10320041	Andy Toth	\N	\N		\N
nm10320042	Cole Howard	\N	\N		\N
nm10320043	Jennifer Cameron	\N	\N		\N
nm10320044	Alan Marriott	\N	\N		tt9699148
nm10320046	Maureen Jones	\N	\N		\N
nm10320048	Marco Soriano	\N	\N		\N
nm10320049	Jonathan Holmes	\N	\N		\N
nm10320050	Wahaller	\N	\N	director,cinematographer,actor	tt9423252,tt9507012,tt9507026
nm10320051	Donkey Kong	\N	\N	actor	\N
nm10320052	Luigi Mario	\N	\N	animation_department	\N
nm10320053	Abby Latip	\N	\N	actress,producer	tt11097200,tt17317762,tt17322118,tt15257752
nm10320054	Anne Joyce	\N	\N	camera_department	\N
nm10320055	Songsational	\N	\N		\N
nm10320058	Michael Bradley	\N	\N	editor	tt7913394,tt9434836
nm10320064	Oliver Stechow	\N	\N	camera_department	tt0835962,tt0108979,tt0103487,tt10971210
nm10320065	Paul Burgess	\N	\N		\N
nm10320066	Sam Bongiorno	\N	\N	editor,editorial_department,sound_department	tt9423296,tt12137102,tt14300074
nm10320067	Stavros Karageorgiadis	\N	\N	actor	tt22963418,tt9412726,tt6443138
nm10320068	Rajesh Natarajan	\N	\N	camera_department	tt10452480,tt14495388,tt9399712
nm10320069	Eban	\N	\N	writer	tt9399712
