nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm10050000	Nick Picha	\N	\N		\N
nm10050001	Rick Simon	\N	\N		\N
nm10050002	John Smith	\N	\N	camera_department	tt4048760
nm10050003	Sarah Carroll	\N	\N		tt1146333
nm10050004	Nat Davey	\N	\N		tt1146333,tt1298827
nm10050005	Daniel Hale	\N	\N		tt1146333
nm10050006	Don Law	\N	\N		tt1146333
nm10050007	Joshua Neille	\N	\N		tt1146333
nm10050008	Alejandro Traveglini	\N	\N		tt1146333
nm10050009	Jason Longgrass	\N	\N		\N
nm10050010	Elliot Sudal	\N	\N	actor	tt1146333,tt10730418
nm10050011	Emry Oxford	\N	\N		tt1146333
nm10050012	Matthew Orlov	\N	\N		tt1146333
nm10050016	Christian Weigand	\N	\N	editorial_department	tt4048760
nm10050017	Andy Petterson	\N	\N	sound_department	tt1146333
nm10050019	Randy Holt	\N	\N	miscellaneous	tt1146333,tt6988884
nm10050020	Daniel Vasey	\N	\N	miscellaneous	tt1146333
nm10050021	Mark Barnum	\N	\N	miscellaneous	tt1146333
nm10050022	Doug Brandon	\N	\N	miscellaneous	tt1146333
nm10050023	Kenneth Hauge	\N	\N	miscellaneous	tt1146333
nm10050024	John Connif	\N	\N	miscellaneous	tt1146333
nm10050025	Kenneth Mullen	\N	\N	miscellaneous	tt1146333
nm10050026	Markus Meduk	\N	\N	miscellaneous	tt1146333
nm10050027	Ryan Heiser	\N	\N	miscellaneous	tt1146333
nm10050028	Chatin Gibson	\N	\N		\N
nm10050029	Max Bense	1910	\N	actor	\N
nm10050030	Dejan Milicevic	\N	\N	director	\N
nm10050031	Alex Vahle	\N	\N	art_department,editorial_department	tt1146333
nm10050032	Ingeborg Grolle	\N	\N	writer	\N
nm10050033	Damir Handanovic	\N	\N	composer,music_department	\N
nm10050034	Lindsey Ridgway	\N	\N	producer	tt3442110
nm10050035	Lance Knowles	\N	\N	camera_department	tt1146333
nm10050036	Vanessa Fragoso	\N	\N	editorial_department	tt12027008,tt4424690,tt1146333
nm10050037	Cassy Moore	\N	\N	editorial_department	tt1146333
nm10050038	James Glancy	1982	\N	miscellaneous,director,writer	tt1146333,tt16024168,tt15243482,tt14811938
nm10050039	Anita Vercammen	\N	\N	actress	tt0227884
nm10050040	Mukul Kumar	\N	\N		\N
nm10050041	Walter Szulc Jr.	\N	\N		tt1146333
nm10050043	Mike Cunliffe	\N	\N	editor	tt1146333
nm10050044	Nick Allan	\N	\N	sound_department	tt1146333
