nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6640000	Ben Russell	\N	\N	visual_effects	tt3875242
nm6640001	Christopher Tierney	\N	\N	camera_department	tt3875242
nm6640002	Lorae Misipeka	\N	\N	costume_designer	tt3875242
nm6640003	Ryan Light	\N	\N	actor,writer,miscellaneous	tt3875242,tt5436516,tt5985670,tt2058107
nm6640004	Colleen Origliasso	\N	\N	miscellaneous	tt3875242
nm6640005	Benjamin Murphy	\N	\N	camera_department,producer,writer	tt3875256,tt3875244,tt3875246
nm6640008	Angie Mao	\N	\N	actor	tt3875244
nm6640010	Scott Reardon	\N	\N		tt3875246
nm6640011	Milo Page	\N	\N	sound_department	tt3875248
nm6640012	John Rogers	\N	\N	actor	tt3875248
nm6640013	Cameron Kirby	\N	\N	writer,director,editor	tt3875248
nm6640014	Samir da Cruz	\N	\N	miscellaneous	tt3875248
nm6640015	Mya Ruberto	\N	\N	actress	tt3875248
nm6640016	Katie Ellis	\N	\N	actress	tt7095380,tt3875248
nm6640017	Richard Barratt	\N	\N	actor	tt3875248
nm6640019	Maribel Flores	\N	\N	make_up_department	tt4469514,tt5060922,tt3307334
nm6640020	Michael Ridley	\N	\N	producer,director,actor	tt3875254
nm6640021	Luka Vertessy	\N	\N	director,camera_department,editor	tt3875254
nm6640022	Angus Lattimore	\N	\N	actor	tt3875254
nm6640023	Jack Parker	\N	\N	actor	tt4777008,tt3875254
nm6640024	Bright Lai	\N	\N	actor	tt3875254
nm6640025	Rosie Anderson	\N	\N	actor	tt3875256
nm6640026	Laura Anderson	\N	\N	actress	tt3875256
nm6640029	Sam Develin	\N	\N	actor	tt3875256
nm6640032	Keith Ward-King	\N	\N	actor	tt3875786
nm6640033	Robert Sutton	\N	\N	actor	tt3875786
nm6640034	Oliver Dudley	\N	\N	director,cinematographer,editor	tt3875262
nm6640035	Emma Forster	\N	\N	writer,producer	tt3875262
nm6640036	Natasha Storey	\N	\N	writer,producer	tt3875262
nm6640037	Tim Swaby	\N	\N	writer	tt3875262
nm6640038	Rira Maikaze	\N	\N	actress	tt3556600
nm6640039	Natsuka Ogawa	\N	\N	actress	tt5570680,tt5456436,tt3721064,tt3512072
nm6640040	Mamiko Yamashita	\N	\N	actor	tt3556600
nm6640041	Yû Tôyama	\N	\N	actor	tt5480216,tt3556600,tt0450419
