nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm4790000	Elaine Lantiqua	\N	\N	actress	tt1621962
nm4790005	Ron Cooney	\N	\N		tt1847549
nm4790006	Robert Waldron	\N	\N	writer	tt0028883
nm4790007	Michael Lloyd	\N	\N	cinematographer,camera_department,writer	tt3704434,tt1532592,tt3790618,tt1906351
nm4790010	Colby Clark	\N	\N	actor,camera_department	tt2689382,tt0165042,tt3904600
nm4790011	Takia Collins	\N	\N	miscellaneous	tt2112307
nm4790012	Brittnye Marks	\N	\N	miscellaneous	tt1845365
nm4790015	Brandon Mather	\N	\N		tt1400986
nm4790016	Matthew Coccoluto	\N	\N	miscellaneous,producer,writer	tt2525640,tt2115023,tt0805797,tt4052576
nm4790017	Ray McClelland	\N	\N	actor,miscellaneous	tt1845365,tt3689780,tt4244184,tt5560272
nm4790019	Jon Williams	\N	\N	actor,special_effects	tt7942806,tt2106552
nm4790020	Matt Mason	\N	\N	sound_department	tt1860812
nm4790021	Holly Rice	\N	\N	art_department,costume_department,miscellaneous	tt8619622,tt2823014,tt7607976,tt6097528
nm4790022	Craig S. Phillips	\N	\N	writer,producer	tt2788518,tt5870260,tt1765510,tt15940616
nm4790023	Vijaybala	\N	\N	actress	tt0246176,tt2131469,tt0377775,tt1350913
nm4790024	Poppy Harlow	1982	\N	writer,producer	tt0380086,tt9566030,tt22751438,tt0476038
nm4790025	Eileen Devis	\N	\N	miscellaneous	tt1845365
nm4790026	Jim Meisner Jr.	\N	\N	actor	tt0484243,tt0360255,tt0158423,tt0106028
nm4790027	Kimberley Timlock	\N	\N	writer,sound_department	tt0784830
nm4790028	Curtis Brown	\N	\N		tt1237194,tt0896893,tt0065323,tt0407423
nm4790030	Samuel W. Alderson	\N	\N		\N
nm4790031	Cynthia M. Serrano	\N	\N	music_department	tt2075866
nm4790032	Roland Newton	\N	\N	music_department	tt0236769
nm4790033	Michael A. Strode	\N	\N	camera_department,actor,sound_department	tt2064932,tt2058102,tt2140501,tt4106000
nm4790034	Markee Velez	\N	\N		tt2075866
nm4790035	Kevin McAdams	\N	\N	actor,miscellaneous	tt2106552
nm4790036	Emma Dzaman	\N	\N	actress	tt1979269
nm4790037	Sarah Wallner	\N	\N	costume_department,costume_designer	tt3247616,tt9362694,tt18076310,tt0978764
nm4790039	Neeroo	\N	\N	actress	tt0377775
nm4790040	Jim Colby	\N	\N	composer,music_department	tt0236769
nm4790041	Suzanne Sullivan	\N	\N	casting_department,miscellaneous,producer	tt0822847,tt4006614,tt3684684,tt14710668
nm4790042	Eli Stojanov	\N	\N	costume_designer	tt0188428
nm4790043	Paul Bando	\N	\N	miscellaneous	tt0093624
nm4790044	Victor Hertfelder	\N	\N		tt1845365
nm4790045	Bradley Reich	\N	\N	miscellaneous	tt0437005,tt1845365
nm4790046	Lauren Lovette	\N	\N	actress	tt0165042,tt14987174,tt9430980,tt8907090
nm4790047	Tony Abasolo	\N	\N	editor	tt0482610,tt15131712,tt1972354
nm4790048	Christina Nichole Llamas	\N	\N	actress	tt0115285
nm4790049	Michelle Fitzpatrick	\N	\N	casting_department	tt4257950,tt1765510
nm4790050	Charles Reesers	\N	\N	production_designer	tt1772770
nm4790051	Tom Burrows	\N	\N		\N
nm4790052	Brian Dunn	\N	\N		tt1400986
nm4790053	Katryne Lavoie	\N	\N	miscellaneous	tt2095575
nm4790054	David Grundy	\N	\N	miscellaneous	tt2106552
nm4790055	Miguel Perandeau	\N	\N	actor	tt1429534
nm4790056	Casey Peevy	\N	\N	producer	tt1845365
nm4790058	Joni Navarro	\N	\N	make_up_department	tt3880860
nm4790059	Nicole Mayberry	\N	\N	actress	tt11395104
nm4790060	Islay Roberts	\N	\N	miscellaneous	tt0784830
nm4790062	Eric Kiefer	\N	\N	actor	tt5913368
nm4790063	Graig Goldberg	\N	\N		tt1845365
nm4790064	Jason Rimokh	\N	\N	producer	tt1645155
nm4790065	Hamid Majnu	\N	\N	actor	tt0364221,tt0387376,tt7027488,tt3621726
nm4790066	Emi Gray	\N	\N	miscellaneous	tt1845365
nm4790067	Leandro Banchero	\N	\N	camera_department,miscellaneous	tt3723790,tt2112307,tt3962252
nm4790068	Éry-Kovács Zsanna	\N	\N		\N
nm4790069	Watta Hezekis	\N	\N	actor	tt1572154
nm4790071	Suzy Berhow	\N	\N	actress,animation_department	tt0401747,tt6533132,tt11506344
nm4790072	Daniel Suauro Jr.	\N	\N		tt2075866
nm4790073	Steve Smith	\N	\N	producer	tt0275802
nm4790075	Mélanie Chaney	\N	\N	actress	tt2130180,tt1700467,tt2328509
nm4790076	Ryan McDonough	\N	\N	miscellaneous,art_department,camera_department	tt1845365,tt3216100,tt2555256,tt5187750
nm4790077	Elisa King	\N	\N	actress	tt2117848
nm4790078	Ricardo Croissier	\N	\N	producer	tt2106389
nm4790080	Eric Ables	\N	\N	actor,miscellaneous	tt1845365,tt2734600
nm4790081	Antonio Paz-Bezerra	\N	\N	producer,director,writer	tt6993154,tt18567690,tt5442524,tt5372112
nm4790082	Charles Maurice Blount Jr	\N	\N	soundtrack	tt4115932
nm4790083	Mohinder Subramaniam	\N	\N	visual_effects	tt0986263,tt0438488,tt0848228,tt0796366
nm4790084	Fränk Barbara	\N	\N	actor	tt2015478
nm4790086	Khadim Mohy-ud-Din	\N	\N	writer	tt0154026
nm4790087	Terry Miller	\N	\N		tt2075866
nm4790088	Ava	\N	\N	location_management	tt0093624
nm4790089	Dorothy L. Warner	\N	\N	miscellaneous	tt0093624
nm4790090	Geneviève Robin	\N	\N	actor,writer	tt5861164,tt6605684,tt2123993,tt1730689
nm4790091	Claire Hubert	\N	\N	camera_department	tt2113055
