nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm2110000	Ian Maude	\N	\N	art_department,visual_effects	tt0498672,tt6345454
nm2110001	Paula Martins	\N	\N	writer	tt0498446
nm2110002	Michelle Yim	\N	\N	actress	tt10100128,tt10152036,tt1951114,tt1730160
nm2110003	Michael Hyman	\N	\N	art_department,art_director,miscellaneous	tt0450259,tt2720680,tt2395427,tt1823672
nm2110004	Satoshi Kira	\N	\N	producer,miscellaneous,production_manager	tt9464896,tt0819940,tt2974350,tt2080417
nm2110005	Rebekah Aronson	\N	\N	producer,miscellaneous	tt1992193,tt0461660
nm2110006	Elena Nikitina Bick	\N	\N	actress,assistant_director,producer	tt1093357,tt3240556,tt1060277,tt2574080
nm2110007	Patricia Bernardi	\N	\N		tt5642332,tt0495972
nm2110008	Jenny Fern	\N	\N	actress	tt0123550
nm2110009	Luca Massa	\N	\N	location_management,camera_department,cinematographer	tt2577652,tt0306309,tt11012320,tt1867020
nm2110010	Kent Phillips	\N	\N	actor	tt0096684
nm2110011	Viola Wilkins	\N	\N	actress	tt0030824
nm2110012	Martin Solomon	\N	\N	location_management,miscellaneous	tt0110684,tt0086800
nm2110013	Lucy Harris	\N	\N	editorial_department,editor,director	tt2756682,tt3831116,tt2749202,tt5690726
nm2110014	John Dickey	\N	\N	actor,director,cinematographer	tt0113542,tt1881013,tt2342980,tt2002616
nm2110015	Nicky Turner	\N	\N	actor,producer	tt8426876,tt1453245,tt7510262
nm2110016	Wilson Herrera	\N	\N	producer	tt0429395
nm2110017	Marianne Cheng	\N	\N	animation_department,art_department	tt0462538,tt0120800,tt0381971,tt0332640
nm2110018	Bárbara Carmona	\N	\N	actress	tt0381704
nm2110019	Armando Teixeira	\N	\N	art_department,composer	tt0478687,tt1564988,tt1100048,tt0337103
nm2110020	Carlo Correa	\N	\N	writer	tt0499334
nm2110021	Toni Potter	\N	\N	actress	tt0482862,tt13391712,tt3521854,tt0098911
nm2110022	Carole Kelly	\N	\N	art_department	tt0329101,tt0402910,tt1190080,tt1772240
nm2110023	Larry Dill	\N	\N	miscellaneous	tt0475188
nm2110024	Barry Goldman	\N	\N	actor	tt1326224,tt0311159,tt0499418
nm2110025	Ross Peacock	\N	\N	actor	tt1057500,tt0297787
nm2110026	Peter Sergeant	\N	\N	actor	tt0058853,tt0197158
nm2110027	Natalia Rush	1989	\N	actress	tt0096555,tt3793990,tt0379632,tt0493457
nm2110028	Sara Jean Hughes	\N	\N	miscellaneous,actress,director	tt8390170,tt0433286,tt7343930,tt0197820
nm2110029	Maria Dooley	\N	\N	actress	tt0359216
nm2110031	Kathryn Larkin	\N	\N	actor	tt0088513
nm2110032	Mildred Warren	\N	\N	actress	tt0495420
nm2110033	Masato Akiyama	\N	\N	miscellaneous	tt0451138
nm2110034	Vance Walker	\N	\N	actor	tt0896893,tt0244364,tt0093172,tt0407423
nm2110035	Jerry Percival	\N	\N	location_management,actor,sound_department	tt3189000,tt0443501,tt1075417,tt1302066
nm2110037	Chun Yue	\N	\N	editor	tt0107428,tt0109026
nm2110038	Karen Li	\N	\N	assistant_director,production_designer,miscellaneous	tt0490045,tt0897397,tt4547204,tt0888064
nm2110039	Francois Bell	\N	\N	miscellaneous	tt0206917
nm2110040	Barry Lake	\N	\N	writer	tt0417371
nm2110041	Judith Knowles	\N	\N	actress	tt0477656,tt1170481,tt0852965,tt0944225
nm2110042	Will Dickey	\N	\N	actor	tt0451200
nm2110043	Carlton Reid	\N	\N	actor	tt0494691
nm2110044	Erik Eliot	\N	\N	make_up_department	tt0219713,tt0256340
nm2110045	Hiro Nakamura	\N	\N	miscellaneous,art_department,art_director	tt0217733,tt0217729,tt0288740,tt0217732
nm2110047	Grant Cross	\N	\N	miscellaneous,producer,assistant_director	tt1033643,tt0478311,tt1075417,tt1119646
nm2110048	Guillermo Durán	\N	\N	composer	tt0492685
nm2110049	Catalina Arteaga	\N	\N	actress,miscellaneous	tt0287467
nm2110050	Alex Koslov	1984	\N	actor	tt0831269,tt0498758,tt0831319,tt0227972
nm2110051	David Moro	\N	\N	miscellaneous	tt0497200
nm2110053	Holly Bradford	\N	\N	actress	tt2831466,tt0443438
