nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm13490000	Serena Cecilia	\N	\N	miscellaneous	tt18332934
nm13490001	Viviane Ruhnau	\N	\N	producer	tt13584136
nm13490002	Charlie Case	\N	\N	art_department	tt18332934
nm13490003	Cliff Hartono	\N	\N		\N
nm13490004	Atsushi Ito	\N	\N	actor	tt13551766
nm13490005	Carlease Monique	\N	\N		\N
nm13490006	Manohar Masatkar	\N	\N	writer	tt18774208
nm13490007	Shay Lia	\N	\N	actress	\N
nm13490008	Moe Impagliazzo	\N	\N	miscellaneous	\N
nm13490009	Ruta Kiaupaite	\N	\N	miscellaneous	tt21936790,tt14620236
nm13490011	Tsvetelina Lyubenova Avramova	\N	\N	composer	tt18774246,tt19385152
nm13490012	Shannon Wheeler	\N	\N	visual_effects	tt18332934
nm13490013	Carmen Dalda	\N	\N	assistant_director	tt0101220
nm13490014	Concepción Vega	\N	\N	costume_department	tt0101220
nm13490015	Camino Alba	\N	\N	miscellaneous	\N
nm13490016	Javier Caro	\N	\N	miscellaneous	tt0101220
nm13490017	María Jesús Tapial	\N	\N	miscellaneous	\N
nm13490018	Nao Sawa	\N	\N	actress	tt22085138,tt12774954
nm13490019	Hitomi Okaya	\N	\N	actress	tt10477528,tt12774954
nm13490020	Susanne Messmer	\N	\N	camera_department	\N
nm13490021	Sajeesh Kunnamkulam	\N	\N	actor	tt18774290
nm13490022	Sabu Manohar	\N	\N	actor	tt18774290
nm13490023	Nadesh Meno	\N	\N	actor	tt18774290
nm13490024	Shekaran Sheenu	\N	\N	actor	tt18774290
nm13490025	Rajesh Mnjal	\N	\N	producer	\N
nm13490026	Sathyan Kumbalam	\N	\N	cinematographer	\N
nm13490027	Mindhu Sarika	\N	\N	editor	\N
nm13490028	Christin Löb	\N	\N		tt2361025
nm13490029	Annemarie Perreau	\N	\N		tt2361025
nm13490030	Lina Hesse	\N	\N		tt2361025
nm13490031	Michael Mann	\N	\N		tt2361025
nm13490032	Pater Ralf	\N	\N		tt2361025
nm13490033	Silvio Richter	\N	\N		tt2361025
nm13490034	Thomas Jeutter	\N	\N		tt2361025
nm13490035	Luis Boric	\N	\N		tt15118094
nm13490036	Tomás Boric	\N	\N		\N
nm13490037	Dalton Ramond	\N	\N	actor	tt11958884
nm13490038	Hugo Hum	\N	\N	camera_department	tt13345406,tt19864336
nm13490039	Vida	\N	\N	music_department	tt13345406
nm13490040	Caris Songhurst	\N	\N		\N
nm13490042	Andrea Braum	\N	\N	editor	\N
nm13490043	Avdesh Kumar Saini	\N	\N	director	tt18774304
nm13490044	Deepika Saho	\N	\N	director	\N
nm13490045	Arjun Parihar	\N	\N	actor	tt18774304
nm13490046	Simmi Singh	\N	\N	actress	\N
nm13490047	Radheshyam Roy	\N	\N	actor	tt18774304
nm13490048	Suhail Saha	\N	\N	writer	\N
nm13490049	Advesh Kumar Saini	\N	\N	writer	tt18774304
nm13490050	Yvan Duque	\N	\N	art_department	tt15389676
nm13490051	Aviral Anand	\N	\N	actor	\N
nm13490052	Felipe Luizari	\N	\N	assistant_director	\N
nm13490053	Marcos Voma	\N	\N	camera_department	\N
nm13490054	Matheus Henrique	\N	\N	costume_department	tt18767006
nm13490055	Juliana Da Paz Almeida	\N	\N	costume_department	\N
nm13490056	Nicole Gonçalves	\N	\N	make_up_department	\N
nm13490057	Maria Rita	\N	\N	producer	tt18767006
nm13490058	João Keunecke	\N	\N	production_manager	tt18767006
nm13490059	Carlos Eduardo	\N	\N	production_manager	tt18767006
nm13490060	Henrique Vinicius	\N	\N	miscellaneous	tt18767006
nm13490061	Stefani Marques	\N	\N	miscellaneous	tt18767006
nm13490062	Daiana Arná	\N	\N	art_department	tt18767006
nm13490063	Marie Boutaud	\N	\N	set_decorator	tt18767006
nm13490064	Daniel Dias	\N	\N	set_decorator	tt18767006
nm13490065	Renato Cabral	\N	\N	miscellaneous	\N
nm13490066	Ane Ceribelli	\N	\N	miscellaneous	\N
nm13490067	Joseph Oliveira	\N	\N	miscellaneous	tt18767006
nm13490068	Oseaias Procópio	\N	\N	miscellaneous	\N
nm13490069	Adriana Arná	\N	\N	miscellaneous	\N
nm13490070	Jörg Ortmann	\N	\N		tt15275848
nm13490071	Claudia Detsch	\N	\N		tt15275848
nm13490072	Franziska Jörns	\N	\N		tt15275848
nm13490073	Pierre Zakrzewski	\N	2022		tt18363546
nm13490074	Oleksandra Kurschynova	\N	2022		\N
nm13490075	Linda Becker	\N	\N		\N
nm13490076	Hilla	\N	\N		tt15275848
nm13490077	Svetlana Wodolaha	\N	\N		tt15275848
nm13490078	Vitaliy Koval	\N	\N		tt15275848
nm13490079	Andrey Panov	\N	\N		tt15275848
nm13490080	Andrey Kalmykov	\N	\N		tt15275848
nm13490081	Vladimir Opredelenov	\N	\N		tt15275848
nm13490082	Anton Gaschinski	\N	\N		tt15319588,tt15275848
nm13490083	Carol Barcellos	\N	\N		tt18774374
nm13490084	Gildete Amorim	\N	\N		\N
nm13490085	Licesio Marcos	\N	\N	art_department	\N
nm13490086	Chase Dickson	\N	\N	actor,writer	tt4424852,tt18774422
nm13490087	Adhithya Sivakumar	\N	\N	sound_department,music_department	tt9614460,tt6277462,tt2395469,tt10761694
nm13490088	Antoni Zbikowski	\N	\N	editorial_department	tt18076214
nm13490089	Mohd Fazli Yahya	\N	\N	director	\N
nm13490090	Harish Danej	\N	\N	producer,director	tt18774458
nm13490091	Vikash Ram	\N	\N	actor	tt18774458
nm13490092	Sourav Sharma	\N	\N	actor	tt18774458
nm13490093	Mahi Patil	\N	\N	actress	tt18774458
nm13490094	Pinak Kushakiya	\N	\N	writer	tt18774458
nm13490095	Yash Kushakiya	\N	\N	editor	tt18774458
nm13490096	Saurabh Petkar	\N	\N	editor	tt18774458
nm13490097	Frederik Rassam	\N	\N	miscellaneous	tt18558020
nm13490098	Nilesh Akloe	\N	\N	miscellaneous	tt18558020
nm13490099	Shankar Om Bhagat	\N	\N	producer	tt15891812
nm13490100	Jenny Thompson	\N	\N		\N
nm13490101	Francisco Godoy	\N	\N	art_department	tt15389676
nm13490102	Chi Ngo	\N	\N	art_department	tt15389676
nm13490103	Alexander Wilson	\N	\N	art_department	tt15389676
nm13490105	Timothy Stauffer Jr.	\N	\N		\N
nm13490109	Traditional	\N	\N	writer	\N
nm13490110	Felipe Mianês	\N	\N		\N
nm13490111	Alexandre Berra	\N	\N	cinematographer	\N
nm13490112	Cadu Mader	\N	\N	sound_department	\N
nm13490113	Kayla Lawrence	\N	\N		\N
nm13490114	Limaye	\N	\N	actor	tt0393897
nm13490115	Soni	\N	\N	actor	tt0393897
nm13490116	Anand Shinde	\N	\N	actor	tt0393897
nm13490117	Nicole Acheampong	\N	\N	actress	tt13475676
nm13490118	Meghan O'Loughlin	\N	\N	assistant_director	tt15837592
nm13490119	Young Ja Han	\N	\N	production_manager	tt14069590
nm13490120	David Broadwell	\N	\N		\N
nm13490121	Rémi Esterle	\N	\N	actor	\N
nm13490122	Cécile Rouanne	\N	\N		\N
nm13490123	Gabriela Chavira	\N	\N		\N
nm13490124	Joichiro Fujiwara	\N	\N	actor	tt13551766
nm13490125	Dane Bourgeois	\N	\N	actor	tt11358390,tt3427252,tt14261112,tt12226632
nm13490126	Zhifang Fu	\N	\N	actor	\N
nm13490127	Robyn Robinson	\N	\N	director	tt8590180
nm13490128	Auxi González	\N	\N	actress	\N
nm13490129	Trim Vezvesja	\N	\N	visual_effects	tt13317508
nm13490130	Gavin Rennick	\N	\N	actor	tt15837592
nm13490131	Hrishikesh Bhaskaran	\N	\N	writer	tt13886392
nm13490132	Kashish Rizwan	\N	\N	actor	tt15361028
nm13490133	Sharad	\N	\N	actor	tt15361028
nm13490134	Sanjana Deshmukh	\N	\N	actress	tt15361028,tt19813764
nm13490135	Monu Gurjar	\N	\N	actor	tt12004706,tt15361028
nm13490136	Gayatri Nayar	\N	\N	actress	tt15361028
nm13490137	Archana Patel	\N	\N	actress	tt15361028
nm13490138	Mitresh Mahesh	\N	\N	actor	tt15361028
nm13490139	Chris George	\N	\N	actor	tt15361028
nm13490140	Kishore Ganghane	\N	\N	actor	tt15361028
nm13490141	Steve Reynolds	\N	\N	editor	tt10189464
nm13490142	Christopher Pinellas Sr.	\N	\N		\N
nm13490143	Elena Osipova	\N	\N		tt18774938
nm13490144	Illia Bondarenko	\N	\N	composer	tt18774938
nm13490145	Vera Lytovchenko	\N	\N		tt18774938
nm13490146	Amelia Anisovych	\N	\N	soundtrack	tt18774938,tt15275848
nm13490147	Georgiy Keburia	\N	\N		tt18774938
nm13490148	Maya Keburia	\N	\N		tt18774938
nm13490149	Serhiy Perebyinis	\N	\N		tt18774938
nm13490150	Singers of the Odesa Opera	\N	\N		tt18774938
nm13490151	Violinists Support Ukraine	\N	\N		tt18774938
nm13490152	Mikhailo Verbytsky	\N	\N	composer	\N
