tconst	averageRating	numVotes
tt0800002	7.4	24
tt0800003	3.6	11232
tt0800007	7.1	16
tt0800008	7.9	15
tt0800009	8.6	34
tt0800011	2.1	301
tt0800013	7.8	29
tt0800015	8.3	9
tt0800018	4.8	7
tt0800019	8.1	24
tt0800022	6.7	4368
tt0800026	4.8	901
tt0800027	6.6	16728
tt0800028	5.0	314
tt0800030	6.2	48
tt0800031	7.7	11
tt0800032	7.2	8
tt0800033	8.0	213
tt0800034	6.7	94
tt0800035	7.5	7
tt0800036	8.6	38
tt0800037	8.1	105
tt0800038	9.1	26
tt0800039	7.1	285657
tt0800040	7.7	28
tt0800041	8.0	7
tt0800042	8.3	25
tt0800043	5.0	7
tt0800044	8.0	45
tt0800047	6.0	27
tt0800048	7.0	50
tt0800054	7.4	83
tt0800056	6.8	12
tt0800058	7.3	57
tt0800059	8.5	9
tt0800060	6.4	320
tt0800062	7.2	18
tt0800063	7.2	37
tt0800065	7.7	14
tt0800066	7.1	23
tt0800068	7.9	34
tt0800069	5.1	64696
tt0800070	7.1	31
tt0800071	3.2	97
tt0800073	6.7	79
tt0800074	6.1	23
tt0800075	4.8	14
tt0800080	6.6	490997
tt0800081	7.2	322
tt0800089	5.9	9
tt0800091	7.4	46
tt0800092	6.0	10
tt0800093	7.4	16
tt0800094	6.4	32
tt0800095	7.1	4616
tt0800099	7.5	4008
tt0800100	3.2	87
tt0800102	6.0	21
tt0800103	7.9	22
tt0800104	7.7	42
tt0800107	7.9	238
tt0800108	6.5	54
tt0800109	5.8	32
tt0800110	6.3	72
tt0800112	6.3	15
tt0800113	8.0	19
tt0800115	6.3	1348
tt0800116	3.9	303
tt0800118	7.3	253
tt0800119	6.9	16
tt0800120	8.1	22
tt0800123	7.6	280
tt0800126	7.6	30
tt0800128	8.0	10
tt0800129	7.6	19
tt0800130	7.1	25
tt0800131	5.5	29
tt0800132	7.0	16
tt0800135	7.0	537
tt0800136	3.6	132
tt0800139	6.5	35
tt0800142	8.2	7
tt0800145	8.2	206
tt0800150	7.7	11
tt0800151	8.2	19
tt0800152	8.2	16
tt0800154	7.4	14
tt0800156	6.8	877
tt0800157	5.7	96
tt0800158	8.6	27
tt0800159	6.4	965
tt0800160	7.0	11
tt0800162	5.8	30
tt0800164	5.4	479
tt0800169	8.1	32
tt0800170	7.3	14
tt0800171	7.0	32
tt0800172	9.4	47
tt0800173	7.4	18
tt0800178	7.4	118
tt0800179	7.9	15
tt0800180	7.7	44
tt0800181	7.6	356
tt0800183	4.1	125
tt0800185	8.3	24
tt0800187	8.1	14
tt0800188	8.1	33
tt0800191	7.0	466
tt0800193	6.5	38
tt0800194	7.7	29
tt0800196	6.2	270
tt0800197	5.0	16
tt0800198	7.4	24
tt0800199	6.6	270
tt0800201	7.2	104
tt0800202	7.4	19
tt0800203	5.0	104
tt0800204	8.8	27
tt0800205	5.9	505
tt0800206	4.1	90
tt0800207	6.0	13
tt0800211	5.4	8
tt0800212	9.4	14
tt0800214	8.2	86
tt0800215	7.2	11
tt0800216	4.1	25
tt0800217	6.7	62
tt0800219	8.2	664
tt0800220	9.2	8
tt0800221	3.6	38
tt0800222	6.1	40
tt0800223	6.3	9
tt0800225	6.2	690
tt0800226	5.8	4585
tt0800227	9.0	16
tt0800228	6.0	584
tt0800229	7.7	13
tt0800232	7.0	23
tt0800234	6.2	76
tt0800235	7.6	197
