tconst	averageRating	numVotes
tt16581122	9.8	6
tt16581994	8.2	6
tt16583506	7.5	44
tt16583602	6.6	570
tt16584084	6.9	774
tt16584256	9.8	12
tt16584580	7.4	21
tt16585564	7.1	13
tt16585642	6.5	65
tt16585644	6.7	60
tt16585648	6.7	64
tt16585662	9.0	14
tt16585874	9.2	14
tt16586250	6.5	51
tt16586256	6.7	57
tt16586498	6.4	5
tt16586620	6.7	6
tt16586692	6.2	9
tt16586716	6.1	75
tt16586752	6.0	5
tt16586818	5.7	6
tt16586914	4.8	6
tt16587004	7.5	7
tt16587076	6.2	6
tt16587122	8.1	10
tt16587278	7.5	17
tt16587362	7.9	9
tt16587764	7.7	6
tt16588654	6.8	166
tt16588690	8.8	29
tt16588698	6.3	8
tt16588700	6.2	8
tt16588702	6.6	8
tt16588706	6.8	7
tt16588746	1.0	9
tt16588912	10.0	12
tt16588972	6.9	13
tt16589030	9.6	8
tt16589060	8.8	8
tt16589104	7.6	167
tt16589340	8.5	135
tt16589344	7.4	12
tt16589370	7.0	13
tt16589442	7.1	11
tt16589452	7.0	23
tt16589480	8.1	7
tt16589566	6.0	8
tt16589590	6.2	5
tt16589598	6.8	7
tt16589600	6.5	9
tt16589608	6.2	5
tt16589842	7.5	11
tt16589906	7.4	42
tt16589912	6.6	32
tt16589918	6.5	27
tt16589930	6.7	26
tt16589934	6.8	23
tt16589948	7.1	23
tt16589974	7.2	22
tt16589996	6.8	13
