tconst	averageRating	numVotes
tt4390038	8.2	31
tt4390058	6.1	11
tt4390064	7.5	36
tt4390066	7.7	9
tt4390076	7.8	295
tt4390082	7.3	7
tt4390084	3.6	43
tt4390086	6.6	942
tt4390088	7.0	7
tt4390090	6.6	1064
tt4390094	6.7	18
tt4390114	9.0	5
tt4390144	7.2	18
tt4390146	7.6	13
tt4390152	6.2	6
tt4390158	7.6	10
tt4390166	7.1	201
tt4390182	9.2	6
tt4390186	3.0	33
tt4390194	7.0	96
tt4390206	8.1	11
tt4390222	4.3	25
tt4390226	6.8	13
tt4390228	6.2	41
tt4390408	7.0	7
tt4390418	6.2	10
tt4390480	8.0	7
tt4390540	1.6	116
tt4390558	6.9	15
tt4390610	7.8	150
tt4390612	8.1	144
tt4390616	7.8	140
tt4390618	6.6	11
tt4390622	7.8	134
tt4390626	8.0	143
tt4390630	8.0	151
tt4390632	8.5	29
tt4390636	8.6	5
tt4390656	7.8	17
tt4390660	7.9	14
tt4390664	8.2	20
tt4390668	8.2	23
tt4390672	7.5	18
tt4390674	7.7	15
tt4390682	7.9	15
tt4390688	8.0	15
tt4390690	7.9	14
tt4390692	7.8	14
tt4390766	8.6	7
tt4390834	8.1	9
tt4390840	8.1	9
tt4390844	7.7	10
tt4390846	8.0	9
tt4391122	8.2	8
tt4391124	7.4	18
tt4391126	7.3	19
tt4391128	7.3	16
tt4391130	7.1	16
tt4391132	6.9	29
tt4391134	7.6	18
tt4391136	7.3	17
tt4391138	7.5	22
tt4391140	7.0	17
tt4391142	6.8	25
tt4391144	7.2	20
tt4391146	6.8	18
tt4391164	6.3	70
tt4391184	7.6	7
tt4391194	7.8	7
tt4391202	4.0	6
tt4391278	7.3	8
tt4391280	7.4	7
tt4391284	7.0	7
tt4391298	6.8	7
tt4391300	7.4	7
tt4391374	7.8	7
tt4391376	7.7	7
tt4391378	7.8	6
tt4391380	7.8	6
tt4391382	3.2	11
tt4391388	7.1	25
tt4391392	4.1	14
tt4391394	5.8	15
tt4391396	8.2	18
tt4391624	6.4	32
tt4391636	7.9	19
tt4391676	7.2	11
tt4391680	8.6	773
tt4391712	9.5	13
tt4391714	6.6	11
tt4391734	7.3	20
tt4391742	3.3	21
tt4391752	8.0	6
tt4391820	7.5	2161
tt4391834	7.6	1872
tt4391842	8.3	15
tt4391846	8.1	25
tt4391852	5.9	3459
tt4391872	6.8	5
tt4391880	7.1	16
tt4391942	6.8	38
tt4391954	6.5	6
tt4391996	8.6	7
tt4392090	6.4	40
tt4392142	7.2	10
tt4392160	6.6	20
tt4392162	6.7	11
tt4392228	7.6	148
tt4392236	5.8	6
tt4392258	7.6	881
tt4392266	7.1	483
tt4392294	6.0	741
tt4392298	8.0	6
tt4392304	9.8	15
tt4392316	8.3	13
tt4392336	6.0	12
tt4392342	7.5	40
tt4392344	3.7	15
tt4392348	7.6	258
tt4392392	8.0	22
tt4392396	6.4	1037
tt4392402	4.8	15
tt4392420	7.6	440
tt4392438	7.2	639
tt4392454	5.1	5480
tt4392456	6.1	10
tt4392726	6.2	966
tt4392738	9.2	8
tt4392742	7.7	604
tt4392770	5.7	4765
tt4392820	7.9	559
tt4392854	6.1	8
tt4392960	7.9	7
tt4392972	7.6	5
tt4392976	8.1	61
tt4392990	6.8	7
tt4393006	7.8	840
tt4393026	6.8	13
tt4393028	6.5	13
tt4393036	6.4	33
tt4393054	8.1	896
tt4393064	6.6	48
tt4393086	8.0	10
tt4393104	6.5	8
tt4393112	6.0	11
tt4393120	6.1	11
tt4393126	7.8	453
tt4393136	6.0	26
tt4393138	6.6	15
tt4393148	8.2	678
tt4393190	7.3	32
tt4393194	8.9	1830
tt4393206	8.6	41
tt4393224	5.3	7
tt4393278	4.1	1282
tt4393280	8.8	6
tt4393282	8.2	16
tt4393286	8.5	18
tt4393358	6.0	23
tt4393368	5.6	8
tt4393370	6.7	8
tt4393372	7.3	8
tt4393376	7.7	6
tt4393378	6.3	8
tt4393382	8.2	6
tt4393384	6.0	20
tt4393410	8.5	81
tt4393464	7.4	16
tt4393486	6.1	14
tt4393496	7.5	52
tt4393512	6.1	13
tt4393514	8.1	3314
tt4393534	7.8	249
tt4393598	8.1	9
tt4393606	7.0	10
tt4393610	4.7	9
tt4393620	6.8	5
tt4393622	5.2	87
tt4393938	7.3	78
tt4394034	4.1	213
tt4394036	7.0	13
tt4394086	7.1	11
tt4394104	6.5	384
tt4394304	3.4	13
tt4394308	3.4	13
tt4394310	7.0	15
tt4394374	7.4	9
tt4394402	5.7	61
tt4394442	7.2	26
tt4394452	7.6	29
tt4394598	5.6	6
tt4394768	6.1	64
tt4395716	9.0	5
tt4395720	8.2	36
tt4395722	6.0	26
tt4395726	8.0	13
tt4395954	8.2	162
tt4395956	7.6	53
tt4396010	6.6	129
tt4396036	5.3	11
tt4396042	6.4	1404
tt4396044	7.5	197
tt4396074	6.6	231
tt4396080	6.4	77
tt4396086	7.2	55
tt4396088	7.5	43
tt4396092	4.9	32
tt4396094	7.8	6
tt4396104	7.2	10
tt4396182	7.6	72
tt4396192	6.2	627
tt4396196	8.0	5
tt4396240	6.6	22
tt4396242	6.4	14
tt4396246	3.9	12
tt4396264	6.3	10
tt4396292	5.4	253
tt4396306	6.0	48
tt4396308	6.3	13
tt4396312	8.0	54
tt4396318	5.8	17
tt4396330	6.4	107
tt4396344	8.9	13
tt4396392	7.3	46
tt4396436	8.9	11
tt4396440	8.0	12
tt4396534	6.5	18
tt4396556	8.0	9
tt4396564	7.3	7
tt4396570	6.0	8
tt4396584	4.8	726
tt4396602	7.2	415
tt4396622	6.4	16
tt4396630	7.3	35206
tt4396648	6.1	427
tt4396650	8.5	19
tt4396662	4.9	455
tt4396664	6.4	126
tt4396680	8.4	33
tt4396708	8.9	7
tt4396712	8.6	21
tt4396720	7.8	5
tt4396722	8.0	34
tt4396728	8.3	11
tt4396780	7.8	87
tt4396814	8.0	493
tt4396820	6.7	12
tt4396832	6.9	12
tt4396842	7.3	19
tt4396844	7.5	14
tt4396858	6.3	72
tt4396862	7.1	11750
tt4396894	7.6	71
tt4396898	7.7	414
tt4396922	8.2	11
tt4396924	7.2	5
tt4396932	6.2	266
tt4396938	6.7	7
tt4396950	7.8	204
tt4396964	6.9	264
tt4396984	5.8	21
tt4397000	6.9	23
tt4397026	6.6	12
tt4397034	8.2	26
tt4397036	9.5	21
tt4397052	7.3	41
tt4397056	5.7	15
tt4397060	7.7	10
tt4397062	7.6	8
tt4397064	8.0	1061
tt4397094	6.9	111
tt4397108	7.9	16
tt4397110	6.4	8
tt4397114	6.3	8
tt4397116	8.4	7
tt4397200	7.7	308
tt4397222	8.3	9
tt4397224	8.4	9
tt4397228	8.3	8
tt4397230	8.0	9
tt4397232	9.0	8
tt4397234	8.4	9
tt4397236	9.3	8
tt4397246	8.9	15
tt4397256	7.6	13
tt4397266	7.7	13
tt4397292	7.2	7
tt4397302	6.4	7
tt4397316	6.9	810
tt4397320	7.2	656
tt4397340	8.5	11
tt4397342	6.2	1706
tt4397346	7.1	714
tt4397372	7.3	17
tt4397378	6.4	1198
tt4397382	5.2	171
tt4397398	9.0	7
tt4397404	6.9	60
tt4397410	5.6	51
tt4397414	6.9	474
tt4397434	6.7	13
tt4397438	7.0	731
tt4397488	8.6	14
tt4397498	6.9	28
tt4397512	5.7	46
tt4397516	7.5	34
tt4397532	6.5	11
tt4397542	5.1	37
tt4397558	8.1	17
tt4397588	8.2	20
tt4397606	6.5	35
tt4397640	7.3	1295
tt4397690	5.3	16
tt4397732	8.0	7
tt4397746	7.3	123
tt4397770	8.3	20
tt4397772	6.3	43
tt4397792	8.4	64
tt4397800	7.5	172
tt4397802	7.5	35
tt4397810	6.3	17
tt4397816	7.2	96
tt4397818	6.6	83
tt4397820	6.8	66
tt4397822	7.3	93
tt4397834	8.6	18
tt4397836	8.6	20
tt4397840	7.9	13
tt4397864	8.0	50
tt4397866	8.5	158
tt4397876	8.1	59
tt4397880	7.6	16
tt4397882	9.0	16
tt4397886	6.7	8
tt4397904	9.1	10
tt4398554	4.0	43
tt4398558	5.8	7
tt4398560	6.9	20
tt4398594	6.0	7
tt4398620	6.6	17
tt4398634	5.8	7
tt4398680	6.7	8
tt4399200	4.2	9
tt4399294	6.8	5
tt4399296	6.8	5
tt4399298	6.8	5
tt4399300	6.8	5
tt4399524	4.6	11
tt4399530	1.3	18
tt4399532	7.6	143
tt4399534	7.4	134
tt4399536	7.4	129
tt4399538	8.4	163
tt4399550	7.6	305
tt4399552	8.0	212
tt4399556	7.2	9
tt4399564	7.3	53
tt4399580	6.6	7
tt4399590	4.8	1930
tt4399594	5.4	4910
tt4399658	7.9	60
tt4399664	8.5	13
tt4399684	7.7	38
tt4399688	8.3	23
tt4399700	7.9	20
tt4399776	7.9	38
tt4399804	8.4	16
tt4399812	8.4	452
tt4399836	8.6	404
tt4399840	8.8	6
tt4399878	6.5	40
tt4399880	6.5	30
tt4399882	6.2	28
tt4399894	6.2	85
tt4399942	7.0	940
tt4399952	5.1	9233
tt4399984	6.0	65
tt4399996	7.6	402
