tconst	averageRating	numVotes
tt1600009	7.0	17
tt1600014	7.2	42
tt1600015	6.5	12
tt1600018	4.9	9
tt1600026	5.9	13
tt1600042	6.2	14
tt1600048	7.1	14
tt1600049	8.1	21
tt1600052	6.9	8
tt1600053	8.3	60
tt1600054	9.2	8
tt1600057	8.3	33
tt1600058	5.9	1484
tt1600060	7.2	43
tt1600063	8.2	9
tt1600067	8.9	41
tt1600076	7.7	31
tt1600093	5.9	7
tt1600100	7.0	6
tt1600105	7.0	8
tt1600109	8.5	6
tt1600114	6.5	23
tt1600141	9.0	10
tt1600143	9.4	5
tt1600144	9.8	5
tt1600157	7.6	17
tt1600186	7.0	5
tt1600191	7.0	32
tt1600192	9.5	140
tt1600193	6.0	26
tt1600194	7.4	73710
tt1600195	5.1	80849
tt1600196	7.0	152622
tt1600197	3.0	410
tt1600199	7.6	13996
tt1600200	6.3	20
tt1600202	4.0	200
tt1600207	6.0	1645
tt1600215	6.3	22
tt1600219	5.5	9
tt1600234	8.6	446
tt1600235	7.9	365
tt1600236	8.0	400
tt1600259	7.8	14
tt1600261	7.4	319
tt1600263	7.3	121
tt1600269	6.7	6
tt1600272	6.6	40
tt1600288	8.1	9
tt1600306	6.7	64
tt1600307	6.9	62
tt1600308	7.1	59
tt1600309	7.0	63
tt1600310	6.4	67
tt1600351	8.2	8
tt1600354	8.5	7
tt1600355	8.3	7
tt1600356	8.4	5
tt1600357	8.6	5
tt1600358	8.8	6
tt1600379	7.3	11
tt1600382	5.0	23
tt1600383	7.0	707
tt1600391	7.3	23
tt1600394	4.6	5
tt1600395	8.1	84
tt1600397	5.7	7
tt1600401	8.6	12
tt1600402	8.0	29
tt1600403	7.0	14
tt1600404	8.2	15
tt1600406	5.5	8
tt1600407	7.2	20
tt1600409	5.6	743
tt1600413	6.7	2282
tt1600415	7.1	64
tt1600417	5.3	157
tt1600418	6.0	35
tt1600419	6.6	275
tt1600423	6.9	31
tt1600426	4.9	23
tt1600428	6.6	508
tt1600429	3.8	1388
tt1600435	6.3	144
tt1600436	6.1	27
tt1600438	5.3	1614
tt1600439	5.4	969
tt1600441	6.5	524
tt1600453	7.7	7
tt1600455	6.7	48
tt1600457	6.6	9
tt1600463	6.7	181
tt1600468	10.0	5
tt1600474	5.5	8
tt1600477	6.8	9
tt1600482	7.5	17
tt1600488	6.2	5
tt1600508	6.3	101
tt1600514	6.7	31
tt1600517	8.5	42
tt1600518	8.1	14
tt1600519	7.9	18
tt1600522	5.4	149
tt1600524	7.1	29286
tt1600525	6.5	47
tt1600526	9.0	30
tt1600527	6.6	5
tt1600528	8.6	21
tt1600529	5.4	187
tt1600530	3.0	132
tt1600534	7.3	36
tt1600573	7.4	24
tt1600593	7.0	14
tt1600619	7.7	22
tt1600620	7.4	22
tt1600621	7.6	91
tt1600622	7.3	85
tt1600623	9.1	36
tt1600632	5.7	9
tt1600656	7.0	1215
tt1600663	6.8	39
tt1600667	7.3	70
tt1600670	6.4	30
tt1600673	6.1	9
tt1600674	8.0	7
tt1600676	7.9	66
tt1600680	5.3	93
tt1600683	5.3	137
tt1600684	7.6	12
tt1600690	6.6	52
tt1600691	5.4	29
tt1600701	5.3	2251
tt1600707	8.8	9
tt1600709	8.3	17
tt1600719	8.8	10
tt1600723	6.0	25
tt1600724	4.8	12
tt1600725	7.9	23
tt1600731	7.5	329
tt1600734	7.8	5
tt1600739	4.9	19
tt1600740	8.3	969
tt1600744	7.3	95
tt1600746	5.9	146
tt1600747	5.4	70
tt1600748	3.1	26
tt1600750	5.4	16
tt1600751	8.2	6
tt1600753	7.9	10
tt1600756	6.3	154
tt1600757	6.6	5254
tt1600760	6.8	26
tt1600761	8.0	64
tt1600765	4.9	57
tt1600766	5.0	9
tt1600771	4.8	13
tt1600786	6.8	5
tt1600801	7.9	20
tt1600805	9.7	11
tt1600807	7.2	15
tt1600812	9.0	12
tt1600825	5.7	28
tt1600829	7.8	6
tt1600836	8.9	12
tt1600838	7.0	101
tt1600841	6.5	164
tt1600843	6.1	20
tt1600845	7.3	17
tt1600846	9.0	14
tt1600849	8.6	20
tt1600850	8.2	10
tt1600853	8.2	22
tt1600861	7.5	7
tt1600863	8.3	8
tt1600864	7.0	8
tt1600874	7.8	42
tt1600880	6.6	10
tt1600891	6.1	49
tt1600893	6.8	11
tt1600894	8.6	8
tt1600895	9.4	23
tt1600896	4.0	8
tt1600900	5.0	7
tt1600916	7.6	8
tt1600918	7.5	12
tt1600921	6.8	432
tt1600922	6.8	7
tt1600931	9.2	296
tt1600949	7.6	300
tt1600962	7.6	1162
tt1600988	8.0	1271
tt1601014	8.2	5
tt1601023	7.8	5
tt1601025	6.8	16
tt1601026	6.8	17
tt1601027	6.7	16
tt1601028	6.5	17
tt1601029	6.3	19
tt1601032	7.0	13
tt1601047	8.0	48
tt1601050	3.6	10
tt1601068	7.7	92
tt1601069	5.2	26
tt1601087	6.5	18
tt1601102	9.0	13
