tconst	averageRating	numVotes
tt10390090	6.0	17
tt10390104	7.9	208
tt10390120	7.0	5
tt10390134	6.5	17
tt10390454	5.6	27
tt10390500	5.3	19
tt10390586	7.5	297
tt10390874	5.8	13
tt10390886	8.1	26
tt10390888	8.0	3877
tt10391124	8.3	8
tt10391402	8.0	8
tt10391556	5.2	7
tt10391832	8.4	8
tt10391840	8.6	7
tt10391862	8.4	7
tt10391966	4.6	27
tt10392128	5.0	254
tt10392132	7.3	73
tt10392158	7.6	10
tt10392194	7.1	57
tt10392230	5.1	15
tt10392232	5.7	11
tt10392240	5.2	196
tt10392256	8.2	25
tt10392258	7.6	21
tt10392264	7.9	15
tt10392268	7.5	13
tt10392322	8.4	39
tt10392324	7.8	70
tt10392366	7.1	26
tt10392386	7.9	17
tt10392406	6.4	7
tt10392490	2.1	8
tt10392588	7.7	3433
tt10392606	2.5	14
tt10392608	7.2	209
tt10392610	7.4	207
tt10392612	7.4	217
tt10392614	7.6	214
tt10392616	7.2	206
tt10392620	7.8	210
tt10392622	7.3	221
tt10392624	8.5	286
tt10392626	7.6	192
tt10392628	7.3	180
tt10392630	7.7	184
tt10392636	3.4	29
tt10392644	2.4	29
tt10392648	7.0	125
tt10392672	8.7	13
tt10392698	8.4	8
tt10392720	5.2	6
tt10392792	4.8	365
tt10392870	5.5	15
tt10392986	7.3	7
tt10393022	6.9	41
tt10393070	8.0	8
tt10393072	10.0	16
tt10393074	7.8	332
tt10393098	7.1	68
tt10393116	5.5	454
tt10393168	6.8	13
tt10393266	8.8	14
tt10393268	5.1	12
tt10393272	6.7	7
tt10393276	8.8	13
tt10393352	7.5	13
tt10393402	7.8	22
tt10393440	6.1	94
tt10393452	7.5	12
tt10393458	8.6	11
tt10393486	6.6	9
tt10393496	7.6	59
tt10393630	4.4	5
tt10393638	6.7	10
tt10393684	7.3	38
tt10393754	6.0	6
tt10393770	5.5	16
tt10393794	8.2	7
tt10393806	7.3	158
tt10393816	6.2	10
tt10393846	4.2	6
tt10393870	6.0	42936
tt10393956	7.5	13
tt10393958	8.0	61
tt10393964	8.1	52
tt10393966	5.8	5
tt10393968	8.3	53
tt10393970	8.9	62
tt10394054	6.8	6
tt10394098	6.6	10
tt10394178	7.4	77
tt10394202	4.7	83
tt10394256	3.4	30
tt10394272	8.4	8
tt10394280	7.0	14
tt10394288	7.3	10
tt10394300	7.1	57
tt10394310	7.4	8
tt10394314	6.4	9
tt10394316	7.8	8
tt10394320	7.4	9
tt10394322	7.5	22
tt10394422	9.1	12
tt10394424	6.9	9
tt10394438	8.0	8
tt10394446	7.5	10
tt10394484	6.3	6
tt10394538	8.3	9
tt10394542	6.5	8
tt10394706	6.6	2432
tt10394738	7.7	7996
tt10394760	5.3	43
tt10394768	8.5	306
tt10394770	7.3	3744
tt10394776	9.6	5
tt10394778	5.2	1956
tt10394790	6.8	116
tt10394800	9.1	3418
tt10394802	4.8	98
tt10394820	7.3	54
tt10394822	7.4	300
tt10394844	6.2	3152
tt10394850	9.1	7
tt10394874	7.3	576
