tconst	averageRating	numVotes
tt2670016	4.6	952
tt2670050	6.0	6
tt2670060	6.7	15
tt2670068	6.5	15
tt2670084	7.6	67
tt2670098	6.9	33
tt2670100	6.7	32
tt2670122	7.0	64
tt2670142	7.5	21
tt2670182	8.7	7
tt2670188	6.7	13
tt2670192	7.7	21
tt2670194	8.3	10
tt2670198	6.1	20
tt2670216	7.8	289
tt2670226	7.2	1994
tt2670230	6.4	52
tt2670236	6.5	19
tt2670270	6.7	12
tt2670290	6.7	148
tt2670294	3.3	14
tt2670308	7.9	8
tt2670314	6.0	6
tt2670322	6.3	6
tt2670326	7.6	8
tt2670328	5.2	136
tt2670390	5.6	6
tt2670414	7.1	20
tt2670426	7.6	7
tt2670434	6.6	21
tt2670436	6.8	35
tt2670440	6.5	235
tt2670442	6.8	34
tt2670446	7.5	32
tt2670450	7.7	8
tt2670454	5.5	584
tt2670470	7.3	241
tt2670472	7.2	198
tt2670474	7.3	224
tt2670482	4.7	20
tt2670492	7.1	24
tt2670508	6.7	363
tt2670524	6.1	364
tt2670528	6.3	23
tt2670536	8.3	6
tt2670548	7.7	26
tt2670556	8.1	16
tt2670566	7.5	33
tt2670642	5.6	1322
tt2670710	8.8	10
tt2670718	6.5	170
tt2670742	8.4	221
tt2670746	6.0	122
tt2670750	8.0	363
tt2670768	6.8	12
tt2670794	5.3	31
tt2670824	3.4	159
tt2670830	3.7	813
tt2670864	5.6	22
tt2670882	6.3	1545
tt2670942	5.3	8
tt2670946	5.5	569
tt2670950	3.8	52
tt2670960	6.6	220
tt2670964	9.6	7
tt2670968	5.5	6
tt2670970	4.8	5
tt2670982	7.8	5
tt2670998	7.4	191
tt2671038	7.0	42
tt2671072	5.4	15
tt2671100	4.4	9
tt2671106	5.2	125
tt2671140	6.9	69
tt2671144	5.8	5
tt2671156	8.1	179
tt2671240	7.7	355
tt2671270	4.6	53
tt2671278	9.2	16
tt2671300	5.2	10
tt2671306	3.5	9
tt2671324	7.5	44
tt2671328	7.2	37
tt2671330	7.5	36
tt2671346	8.2	44
tt2671348	7.1	32
tt2671354	7.1	15
tt2671364	7.0	14
tt2671366	7.3	15
tt2671370	7.9	20
tt2671372	7.3	17
tt2671374	8.0	18
tt2671376	8.0	18
tt2671388	4.2	14
tt2671390	6.7	295
tt2671394	5.5	78
tt2671400	4.7	39
tt2671406	3.6	16
tt2671418	5.1	73
tt2671420	5.6	115
tt2671474	7.5	25
tt2671500	7.1	9
tt2671504	6.7	17
tt2671534	6.6	20
tt2671546	7.6	223
tt2671552	7.5	219
tt2671594	3.2	6
tt2671596	3.0	6
tt2671600	6.9	29
tt2671614	5.3	9
tt2671652	5.8	97
tt2671662	7.8	48
tt2671674	8.3	7
tt2671704	4.0	139
tt2671706	7.2	108712
tt2671712	4.6	19
tt2671744	4.6	119
tt2671752	3.7	286
tt2671764	3.1	323
tt2671776	5.1	972
tt2671784	7.0	11
tt2671786	6.8	7
tt2671822	7.5	26
tt2671864	8.4	2291
tt2671870	7.2	69
tt2671882	7.2	9
tt2671892	7.9	15
tt2671894	7.3	19
tt2671918	7.7	52
tt2671926	8.0	8
tt2671934	9.0	9
tt2671966	7.4	5
tt2671980	6.0	314
tt2671988	6.3	464
tt2672002	8.1	665
tt2672020	7.2	35
tt2672024	8.8	6
tt2672026	7.1	37
tt2672032	7.2	32
tt2672034	5.4	8
tt2672048	8.7	6
tt2672052	3.0	142
tt2672054	8.0	5
tt2672060	8.6	989
tt2672068	8.6	12
tt2672070	7.1	23
tt2672078	7.4	19
tt2672090	4.9	43
tt2672094	8.3	10
tt2672100	6.8	33
tt2672106	7.0	23
tt2672114	6.1	8
tt2672162	5.4	14
tt2672176	4.3	15
tt2672180	4.2	832
tt2672192	6.8	20
tt2672200	8.0	21
tt2672206	8.2	32
tt2672218	6.4	25
tt2672238	5.9	32
tt2672240	7.3	16
tt2672248	7.2	97
tt2672326	6.5	13
tt2672428	8.0	6
tt2672454	8.2	8
tt2672472	6.0	29
tt2672496	8.5	158
tt2672512	2.6	36
tt2672550	9.1	14
tt2672582	7.6	167
tt2672624	9.4	14
tt2672660	4.5	148
tt2672666	5.6	5
tt2672668	6.0	6
tt2672700	4.6	15
tt2672724	5.9	24
tt2672726	5.7	17
tt2672732	7.2	19
tt2672736	4.9	17
tt2672744	5.1	16
tt2672770	7.4	50
tt2672782	4.1	11
tt2672790	7.2	3231
tt2672792	4.4	10
tt2672820	7.1	92
tt2672822	7.7	89
tt2672880	9.1	24
tt2672902	8.7	15
tt2672906	8.0	59
tt2672908	8.0	58
tt2672910	7.1	56
tt2672912	7.3	56
tt2672914	7.1	55
tt2672916	7.4	56
tt2672920	2.5	14
tt2672982	6.9	7
tt2673104	5.4	6
tt2673114	7.0	14
tt2673126	4.8	607
tt2673128	9.2	82
tt2673130	9.3	76
tt2673156	8.4	14
tt2673176	3.6	53
tt2673194	6.4	154
tt2673208	6.9	51
tt2673210	6.9	16
tt2673212	6.8	3464
tt2673214	7.3	54
tt2673258	6.2	1393
tt2673260	6.6	26
tt2673262	7.4	31
tt2673264	7.0	26
tt2673318	5.9	193
tt2673330	4.6	13
tt2673334	6.4	7
tt2673360	7.6	7
tt2673368	5.8	5
tt2673388	3.9	640
tt2673398	6.5	159
tt2673454	5.5	23
tt2673456	7.0	89
tt2673496	8.9	69
tt2673498	4.9	7
tt2673536	6.3	15
tt2673538	8.1	49
tt2673546	2.5	156
tt2673560	5.3	89
tt2673582	5.0	14
tt2673620	7.9	17
tt2673626	6.9	19
tt2673674	5.9	269
tt2673710	7.6	13
tt2673724	7.1	396
tt2673726	8.8	11
tt2673740	8.1	15
tt2673754	7.7	12
tt2673758	7.2	10
tt2673766	6.9	9
tt2673770	7.2	6
tt2673778	8.2	15
tt2673794	8.3	26
tt2673796	8.1	22
tt2673798	8.5	20
tt2673800	8.2	23
tt2673802	8.5	20
tt2673810	8.1	15
tt2673812	7.0	1866
tt2673814	8.5	369
tt2673842	7.9	9
tt2673844	7.8	14
tt2673852	6.7	6
tt2673854	3.1	124
tt2673862	7.1	30
tt2673872	7.3	7
tt2673874	8.4	34
tt2673876	7.8	14
tt2673882	7.3	2038
tt2673920	8.1	10
tt2673962	6.9	20
tt2673966	7.4	7
tt2673970	7.2	6
tt2673988	8.9	15
tt2673996	6.6	31
tt2674000	2.8	88
tt2674002	6.6	6
tt2674016	7.9	133
tt2674034	6.9	16
tt2674040	7.7	1020
tt2674042	6.0	13
tt2674046	4.5	12
tt2674050	3.5	38
tt2674056	7.7	16
tt2674062	7.6	51
tt2674066	7.2	10
tt2674068	7.3	61
tt2674074	5.6	9
tt2674078	7.5	19
tt2674098	5.8	10
tt2674124	3.6	26
tt2674152	6.9	74
