tconst	averageRating	numVotes
tt9120048	8.4	21
tt9120050	4.7	6
tt9120266	7.9	212
tt9120286	5.9	14
tt9120298	6.0	13
tt9120304	5.5	12
tt9120314	4.8	13
tt9120322	5.7	13
tt9120324	5.1	12
tt9120386	7.3	170
tt9120416	6.5	1124
tt9120458	5.5	25
tt9120528	7.8	16
tt9120598	6.4	22
tt9120684	7.2	13
tt9120780	5.8	14
tt9120786	3.7	62
tt9120788	7.3	17
tt9120802	6.1	8
tt9120924	7.4	30
tt9120926	7.2	12
tt9120930	8.0	24
tt9120932	6.6	43
tt9120934	9.0	164
tt9120936	6.8	222
tt9120974	6.4	67
tt9120984	8.3	12
tt9120998	8.8	19
tt9121002	7.4	11
tt9121066	9.2	11
tt9121074	8.8	10
tt9121144	5.6	123
tt9121152	7.6	50
tt9121154	8.3	25
tt9121158	8.3	23
tt9121160	8.6	20
tt9121164	8.4	23
tt9121166	8.8	24
tt9121194	8.4	15
tt9121196	6.8	6
tt9121232	7.0	14
tt9121248	7.9	15
tt9121254	7.1	306
tt9121290	6.3	9
tt9121312	3.6	6
tt9121328	7.4	6
tt9121374	5.8	6
tt9121434	4.0	8
tt9121460	7.3	26
tt9121484	6.4	9
tt9121514	6.9	18
tt9121530	8.5	27865
tt9121534	8.9	27831
tt9121536	7.7	26089
tt9121538	7.5	23115
tt9121542	8.3	24296
tt9121544	9.0	23335
tt9121546	9.2	25564
tt9121550	6.8	4601
tt9121554	5.8	3067
tt9121556	7.6	537
tt9121568	7.5	67
tt9121612	7.0	27
tt9121616	5.8	410
tt9121634	7.2	26
tt9121638	8.8	9
tt9121642	8.8	15
tt9121644	7.9	21
tt9121650	7.1	327
tt9121790	7.6	8
tt9121878	6.5	22
tt9121884	7.2	43
tt9121892	6.9	7
tt9121896	7.2	5
tt9121906	5.8	386
tt9121916	5.9	7
tt9121918	6.5	8
tt9121920	7.2	9
tt9121922	7.3	7
tt9121924	7.6	7
tt9121926	6.9	7
tt9121936	8.7	160
tt9121954	6.6	509
tt9121984	5.4	11
tt9121986	6.2	7
tt9122014	8.2	43
tt9122268	5.7	14
tt9122526	6.5	965
tt9122538	8.2	22
tt9122552	8.4	824
tt9122582	8.3	63
tt9122594	8.8	784
tt9122600	8.4	675
tt9122606	8.2	628
tt9122616	6.0	905
tt9122624	8.1	547
tt9122640	8.4	518
tt9122646	8.1	512
tt9122652	8.1	537
tt9122658	7.7	522
tt9122666	7.7	496
tt9122672	6.3	113
tt9122674	7.9	482
tt9122678	7.2	508
tt9122802	8.8	5
tt9122948	4.6	5
tt9123008	8.4	7
tt9123238	9.4	11
tt9123844	7.9	9
tt9123988	7.7	183
tt9124044	6.8	20
tt9124184	6.6	7
tt9124192	5.5	35
tt9124194	4.9	31
tt9124196	4.3	28
tt9124198	4.1	29
tt9124200	6.3	7
tt9124244	5.9	29
tt9124248	7.8	6
tt9124254	6.2	21
tt9124256	6.9	26
tt9124258	6.8	25
tt9124260	6.6	24
tt9124264	7.1	25
tt9124266	6.1	27
tt9124272	6.2	9
tt9124274	6.4	11
tt9124276	6.0	12
tt9124278	6.0	11
tt9124390	7.8	9
tt9124410	8.0	191
tt9124426	4.0	46
tt9124428	8.2	12221
tt9124436	6.7	9
tt9124456	8.2	22
tt9124470	6.8	5
tt9124510	7.0	48
tt9124532	7.0	110
tt9124570	7.7	202
tt9124596	9.0	86
tt9124604	5.6	24
tt9124610	6.0	15
tt9124612	4.0	7
tt9124616	4.2	7
tt9124624	5.3	13
tt9124634	6.7	7
tt9124640	4.0	7
tt9124658	4.4	7
tt9124660	6.3	12
tt9124686	6.5	19
tt9124692	4.0	7
tt9124704	7.1	7
tt9124716	7.7	179
tt9124724	6.8	24
tt9124728	7.1	24
tt9124732	6.8	160
tt9124766	6.9	15
tt9124794	7.4	11
tt9124824	7.2	30
tt9124840	4.2	152
tt9124848	6.8	8
tt9124852	7.9	14
tt9124868	5.3	43
tt9124882	6.7	13
tt9124892	8.0	8
tt9124902	9.2	10
tt9124906	6.9	8
tt9124920	6.4	7
tt9124926	8.6	31
tt9124958	7.8	19
tt9124998	8.2	8
tt9125162	8.6	12
tt9125164	8.3	20
tt9125230	8.0	225
tt9125232	8.3	234
tt9125234	7.7	212
tt9125252	7.8	274
tt9125296	6.3	13
tt9125300	6.5	209
tt9125358	8.6	22
tt9125380	5.7	150
tt9125382	6.0	7
tt9125394	5.9	41
tt9125432	5.2	39
tt9125448	7.6	17
tt9125490	7.5	139
tt9125520	8.5	9
tt9125524	7.3	16
tt9125542	7.4	87
tt9125700	8.0	667
tt9125702	7.3	630
tt9125706	8.2	17
tt9125712	6.7	9
tt9125746	5.6	225
tt9125810	5.7	21
tt9125820	8.4	47
tt9125828	4.8	8
tt9125832	5.2	8
tt9125848	5.8	27
tt9125864	7.4	889
tt9125958	5.6	31
tt9125992	8.0	64
tt9126032	5.8	44
tt9126050	2.9	36
tt9126062	1.3	25
tt9126114	7.7	18
tt9126132	6.1	7
tt9126140	7.0	11
tt9126158	7.2	5
tt9126170	8.8	20
tt9126172	8.7	33
tt9126186	4.4	16
tt9126188	9.0	24
tt9126200	5.9	29
tt9126276	7.9	1023
tt9126290	7.7	82
tt9126304	5.8	61
tt9126316	7.8	225
tt9126318	7.6	227
tt9126322	7.7	223
tt9126324	7.7	213
tt9126330	7.9	541
tt9126332	6.0	10
tt9126334	6.1	10
tt9126338	6.3	10
tt9126340	6.2	10
tt9126342	5.9	10
tt9126344	6.0	10
tt9126346	6.2	10
tt9126352	6.4	10
tt9126354	6.1	10
