tconst	averageRating	numVotes
tt10130010	2.9	32
tt10130054	8.3	8
tt10130056	7.9	18
tt10130118	7.8	104
tt10130120	8.0	82
tt10130124	8.2	80
tt10130126	8.0	64
tt10130128	8.2	63
tt10130130	8.1	60
tt10130598	8.6	22
tt10130668	8.7	165
tt10130702	5.7	57
tt10130800	8.8	74
tt10130876	6.9	14
tt10130892	9.2	10
tt10130894	7.7	13
tt10130906	8.5	6
tt10130912	6.5	21
tt10130914	6.8	20
tt10130916	6.9	21
tt10130920	6.5	19
tt10130942	9.1	13
tt10130954	7.9	22
tt10130970	6.8	15
tt10130972	9.1	9
tt10130974	9.6	9
tt10130976	9.5	9
tt10130978	9.4	8
tt10130992	9.1	19
tt10131024	5.9	8280
tt10131028	4.0	126
tt10131088	2.8	34
tt10131100	5.7	37
tt10131114	8.5	25
tt10131116	7.7	21
tt10131120	7.8	208
tt10131132	7.9	13
tt10131144	8.0	227
tt10131150	7.7	23
tt10131164	7.8	6
tt10131172	7.6	195
tt10131192	5.4	14
tt10131194	7.1	193
tt10131208	7.2	7
tt10131230	6.7	93
tt10131256	7.2	87
tt10131268	6.4	31
tt10131298	8.5	23
tt10131762	5.5	717
tt10131904	5.0	78
tt10132048	7.5	258
tt10132068	6.0	113
tt10132196	2.6	3185
tt10132306	6.0	5
tt10132312	8.3	10
tt10132316	9.2	5
tt10132320	7.4	591
tt10132406	6.8	86
tt10132408	9.3	131
tt10132418	5.4	5
tt10132476	7.9	11
tt10132488	6.3	106
tt10132490	7.7	35
tt10132492	7.8	38
tt10132500	8.0	37
tt10132502	7.6	34
tt10132504	8.2	35
tt10132506	8.9	27
tt10132798	6.7	6
tt10132842	8.3	12
tt10132904	8.9	8
tt10132918	7.7	197
tt10132922	6.8	58
tt10132958	7.0	144
tt10132976	6.1	803
tt10132982	5.4	14
tt10133044	6.1	37
tt10133046	9.3	15
tt10133066	8.9	1144
tt10133076	5.8	12
tt10133088	6.8	6
tt10133098	5.4	11
tt10133206	7.9	9
tt10133220	9.2	5
tt10133224	6.1	410
tt10133226	7.1	1158
tt10133278	6.0	27
tt10133296	7.4	71
tt10133300	8.0	1497
tt10133306	5.8	8
tt10133316	9.0	7
tt10133318	6.8	1536
tt10133336	6.8	152
tt10133366	5.5	50
tt10133370	6.9	332
tt10133378	5.3	300
tt10133380	8.4	18
tt10133382	7.2	129
tt10133388	7.1	101
tt10133392	7.2	120
tt10133394	8.8	7
tt10133398	8.8	6
tt10133400	8.7	7
tt10133402	8.2	6
tt10133404	7.2	117
tt10133406	7.4	111
tt10133414	8.0	136
tt10133418	7.8	16
tt10133460	6.7	17
tt10133568	8.3	16
tt10133576	8.6	15
tt10133580	8.2	12
tt10133584	8.2	14
tt10133586	6.7	12
tt10133588	8.2	14
tt10133590	8.5	16
tt10133604	6.3	15
tt10133610	6.7	15
tt10133616	5.9	16
tt10133618	6.1	17
tt10133620	5.9	15
tt10133622	5.8	16
tt10133638	6.5	37
tt10133646	7.4	188
tt10133674	5.7	33
tt10133680	6.3	39
tt10133684	8.4	26
tt10133706	9.2	9
tt10133720	7.2	244
tt10133722	7.2	212
tt10133724	7.2	212
tt10133726	7.2	205
tt10133754	4.8	11
tt10133780	6.0	74
tt10133812	7.7	74
tt10133864	5.1	253
tt10133874	6.5	325
tt10133948	8.1	72
tt10133980	8.4	71
tt10133982	8.5	70
tt10133986	8.9	83
tt10133988	6.6	39
tt10133992	9.4	7
tt10134200	7.7	170
tt10134366	7.8	168
tt10134372	8.4	52
tt10134386	5.9	63
tt10134414	7.9	164
tt10134432	7.7	155
tt10134440	7.9	172
tt10134744	7.3	51
tt10134750	4.7	13
tt10134756	8.8	6
tt10134812	7.7	19
tt10134972	8.0	7
tt10135034	6.7	33
tt10135042	5.1	44
tt10135060	9.0	1006
tt10135066	9.1	16
tt10135068	6.8	715
tt10135070	6.5	791
tt10135136	7.2	40
tt10135142	7.0	34
tt10135164	6.8	6
tt10135168	9.0	18
tt10135170	6.8	120
tt10135192	7.7	8
tt10135202	7.9	388
tt10135222	6.6	12
tt10135238	4.2	5
tt10135288	7.8	73
tt10135368	6.9	262
tt10135430	8.0	21
tt10135480	7.8	19
tt10135498	7.6	16
tt10135524	7.0	19
tt10135544	8.1	9
tt10135608	7.4	8
tt10135620	6.7	17
tt10135624	7.2	86
tt10135684	9.1	11
tt10135740	7.8	249
tt10135742	8.3	223
tt10135748	5.8	14
tt10135762	5.5	7
tt10135792	7.7	23
tt10135802	6.6	20
tt10135806	6.3	19
tt10135812	9.7	6
tt10135816	7.8	29
tt10135842	8.1	143
tt10135922	8.0	7
tt10136000	8.6	171
tt10136034	8.3	30
tt10136092	9.9	11
tt10136138	8.7	6
tt10136160	7.0	973
tt10136194	7.7	1001
tt10136218	7.6	7
tt10136224	7.4	917
tt10136250	7.4	812
tt10136304	8.2	885
tt10136306	8.2	9
tt10136308	7.6	801
tt10136312	8.1	832
tt10136326	7.7	26
tt10136364	4.8	28
tt10136400	5.8	22
tt10136434	5.8	112
tt10136562	7.2	26
tt10136606	7.2	48
tt10136614	4.2	76
tt10136638	7.6	164
tt10136640	7.7	154
tt10136656	7.5	7
tt10136678	8.0	125
tt10136680	4.9	412
tt10136722	6.2	30
tt10136724	9.5	7
tt10136734	6.2	25
tt10136742	6.4	23
tt10136748	6.2	28
tt10136826	6.7	1315
tt10136840	5.9	988
tt10136854	6.5	1414
tt10136864	5.4	946
tt10136880	4.8	347
tt10136884	6.7	1178
tt10136888	7.9	61
tt10136898	6.5	1587
tt10136902	5.9	618
tt10136908	6.2	944
tt10136916	8.6	66
tt10136920	8.6	70
tt10136930	6.3	11
tt10136966	5.2	6
tt10137000	4.9	19
tt10137016	7.3	37
tt10137024	6.8	5
tt10137040	7.0	8
tt10137106	6.9	8
tt10137110	5.8	19
tt10137236	5.4	20
