tconst	averageRating	numVotes
tt3370046	7.3	10
tt3370054	7.0	8
tt3370066	8.7	35
tt3370152	6.4	9
tt3370216	6.8	17
tt3370258	2.9	10
tt3370302	6.7	7
tt3370324	7.7	400
tt3370354	4.3	8
tt3370374	6.9	13
tt3370400	7.2	294
tt3370404	7.8	14
tt3370408	7.9	938
tt3370422	7.1	2373
tt3370456	9.2	18
tt3370540	8.8	937
tt3370634	7.2	6
tt3370696	6.7	22
tt3370702	3.5	259
tt3370768	5.2	22
tt3370776	5.7	31
tt3370786	7.0	45
tt3370812	7.1	164
tt3370828	8.8	70
tt3370872	7.0	11
tt3370900	4.6	42
tt3370930	8.8	23
tt3370942	5.9	12
tt3370976	6.0	23
tt3371146	6.9	15
tt3371150	7.9	42
tt3371152	8.3	24
tt3371194	6.4	392
tt3371234	8.1	298
tt3371236	7.3	12
tt3371276	6.3	48
tt3371312	7.6	1708
tt3371324	5.7	7
tt3371326	7.7	94
tt3371328	6.9	9
tt3371330	6.5	8
tt3371332	6.5	537
tt3371340	6.8	6
tt3371366	5.2	151828
tt3371380	6.6	7
tt3371402	7.1	8
tt3371404	7.1	8
tt3371406	7.0	8
tt3371408	7.1	8
tt3371410	7.1	8
tt3371412	7.1	8
tt3371414	7.1	8
tt3371416	7.1	8
tt3371418	7.0	9
tt3371420	7.1	8
tt3371422	7.1	8
tt3371424	7.2	8
tt3371426	7.5	8
tt3371428	7.1	8
tt3371430	7.1	8
tt3371432	7.0	8
tt3371434	7.1	8
tt3371436	7.2	8
tt3371438	7.2	8
tt3371440	7.2	8
tt3371442	7.0	8
tt3371444	7.1	8
tt3371446	7.2	8
tt3371448	7.2	8
tt3371450	7.1	8
tt3371452	7.0	9
tt3371454	7.0	9
tt3371456	7.1	9
tt3371458	7.0	9
tt3371460	7.6	10
tt3371462	7.3	9
tt3371464	7.1	9
tt3371466	7.1	9
tt3371470	6.6	9
tt3371472	6.6	9
tt3371474	7.4	5
tt3371478	5.5	24
tt3371496	9.5	21
tt3371498	8.0	5
tt3371504	6.2	36
tt3371530	7.8	6
tt3371540	6.8	7
tt3371556	7.3	87
tt3371582	5.1	94
tt3371598	4.0	6
tt3371698	6.7	84
tt3371724	9.1	1305
tt3371884	5.8	7
tt3372090	7.8	9
tt3372188	6.5	33
tt3372252	6.7	11
tt3372286	6.6	17
tt3372292	6.9	35
tt3372300	7.7	14
tt3372308	6.3	19
tt3372326	7.3	159
tt3372332	5.7	24
tt3372620	7.0	14
tt3372916	7.0	7
tt3372930	8.2	9
tt3373066	6.5	56
tt3373082	7.4	36
tt3373154	7.9	11
tt3373238	7.5	11
tt3373262	6.1	50
tt3373284	7.4	6
tt3373410	1.1	149
tt3373488	8.2	21
tt3373496	6.4	12
tt3373586	8.6	9
tt3373712	8.1	15
tt3373720	8.4	5
tt3373730	6.4	79
tt3373748	5.7	22
tt3373782	5.5	80
tt3373786	8.7	27
tt3373840	6.1	17
tt3373852	6.0	7
tt3373882	6.7	19
tt3373884	7.3	13
tt3373896	6.0	7
tt3373912	6.9	11
tt3373958	6.6	29
tt3374034	5.1	295
tt3374062	6.3	42
tt3374088	7.2	15
tt3374210	8.8	69
tt3374220	6.2	51
tt3374234	8.5	12
tt3374246	8.0	52
tt3374274	7.9	64
tt3374468	7.6	37
tt3374490	6.3	144
tt3374492	6.9	150
tt3374504	8.0	611
tt3374512	7.0	103
tt3374514	6.8	100
tt3374518	8.2	19
tt3374592	8.2	7
tt3374632	6.7	6
tt3374642	8.0	8
tt3374678	7.8	17
tt3374718	9.0	229
tt3374726	5.0	22
tt3374738	8.8	190
tt3374740	8.2	176
tt3374760	7.2	9
tt3374816	4.5	3494
tt3374834	3.2	50
tt3374862	4.9	10
tt3374864	5.1	12
tt3374866	4.8	426
tt3374896	6.6	40
tt3374920	9.3	18
tt3374966	7.1	8461
tt3375008	7.5	282
tt3375012	9.4	17
tt3375014	9.4	17
tt3375016	9.4	17
tt3375030	5.3	10
tt3375032	9.0	163
tt3375044	2.8	6
tt3375046	7.4	40
tt3375052	7.2	35
tt3375056	7.3	12
tt3375060	6.7	8
tt3375070	6.5	17
tt3375076	5.2	16
tt3375104	4.3	96
tt3375108	5.9	467
tt3375120	9.0	7
tt3375124	8.8	6
tt3375126	8.6	6
tt3375130	9.0	6
tt3375132	9.2	9
tt3375142	8.3	478
tt3375152	3.6	10
tt3375154	6.2	121
tt3375160	8.0	13
tt3375180	7.2	40
tt3375196	7.3	8
tt3375242	8.0	8
tt3375248	8.0	8
tt3375252	8.2	8
tt3375256	8.2	8
tt3375258	7.5	8
tt3375262	5.6	11
tt3375268	6.8	6
tt3375280	5.0	34
tt3375286	4.3	1631
tt3375350	7.6	13
tt3375356	7.2	10
tt3375362	8.4	80
tt3375364	9.1	12
tt3375370	8.0	4110
tt3375372	8.4	82
tt3375394	5.2	7
tt3375404	4.2	6
tt3375410	8.4	11
tt3375412	7.1	7
tt3375418	5.4	9
tt3375426	6.7	87
tt3375428	5.4	43
tt3375430	5.5	12
tt3375442	7.8	146
tt3375446	8.7	100
tt3375448	8.3	105
tt3375450	8.7	93
tt3375452	8.5	89
tt3375456	8.7	75
tt3375458	8.9	69
tt3375460	9.3	103
tt3375462	9.0	76
tt3375464	8.8	65
tt3375466	8.6	81
tt3375468	9.2	87
tt3375470	8.5	55
tt3375472	8.8	60
tt3375474	8.6	57
tt3375476	8.6	61
tt3375478	8.7	60
tt3375482	9.0	64
tt3375484	9.2	88
tt3375514	6.8	198
tt3375524	7.2	28
tt3375528	6.6	5
tt3375544	5.8	20
tt3375552	6.7	17
tt3375556	6.1	26
tt3375574	5.7	56
tt3375596	4.2	9
tt3375606	3.6	10
tt3375624	7.2	1689
tt3375654	4.0	10
tt3375656	8.0	17
tt3375660	8.1	19
tt3375662	8.1	24
tt3375672	7.2	68
tt3375680	7.8	46
tt3375722	8.2	21
tt3375732	8.4	7
tt3375742	6.6	28
tt3375746	8.0	29
tt3375748	8.2	22
tt3375750	8.1	18
tt3375828	5.6	17
tt3375852	7.6	198
tt3375874	6.9	19
tt3375908	7.8	164
tt3375954	8.0	236
tt3375958	8.7	281
tt3375960	7.5	7
tt3375966	5.8	14
tt3375972	5.5	348
tt3375978	7.9	28
tt3375980	8.1	8
tt3375994	8.3	20
tt3375996	7.5	60
tt3376006	5.7	7
tt3376008	5.5	7
tt3376010	5.3	7
tt3376016	7.6	11
tt3376022	8.2	7
tt3376058	6.8	24
tt3376076	7.2	30
tt3376096	8.3	49
tt3376146	7.8	506
tt3376148	8.7	899
tt3376150	7.9	478
tt3376152	8.1	467
tt3376154	8.2	499
tt3376156	7.9	454
tt3376158	7.7	427
tt3376160	7.9	409
tt3376162	8.0	423
tt3376164	8.3	448
tt3376166	8.3	444
tt3376174	5.8	10
tt3376220	9.0	5
tt3376230	6.2	26
tt3376272	4.8	5
tt3376294	6.3	22
tt3376354	6.1	9
tt3376404	4.5	23
tt3376428	7.4	6
tt3376470	7.1	59
tt3376490	4.7	8
tt3376494	7.0	13
tt3376498	8.3	7
tt3376504	6.1	32
tt3376510	6.2	138
tt3376522	8.4	146
tt3376524	9.7	9
tt3376528	8.4	136
tt3376530	7.8	223
tt3376532	8.2	106
tt3376542	7.6	11
tt3376544	8.4	111
tt3376552	5.3	25
tt3376560	7.0	36
tt3376574	6.2	12
tt3376582	6.3	10
tt3376592	9.3	7
tt3376596	5.9	35
tt3376616	8.2	7
tt3376620	9.1	44
tt3376648	7.0	15
tt3376720	7.1	29
tt3376744	7.0	55
tt3376748	7.6	741
tt3376760	7.0	50
tt3376768	6.8	48
tt3376772	10.0	76
tt3376774	10.0	77
tt3376776	10.0	76
tt3376780	10.0	76
tt3376782	6.4	15
tt3376796	7.4	138
tt3376798	7.8	157
tt3376804	10.0	74
tt3376810	5.7	65
tt3376820	5.8	11
tt3376850	7.7	53
tt3376870	5.1	73
tt3376876	7.0	41
tt3376882	6.6	9
tt3376886	5.7	28
tt3376888	6.0	20
tt3376920	8.2	7
tt3376924	5.7	7
tt3376928	8.0	33
tt3376934	6.2	18
tt3376956	5.4	6
tt3376966	7.6	11
tt3376988	6.8	30
tt3377022	7.6	593
tt3377030	7.7	17
tt3377082	6.9	14
tt3377088	7.2	5
tt3377092	4.6	6
tt3377094	9.1	13
tt3377134	7.9	1266
tt3377150	8.2	11
tt3377164	7.7	9
tt3377172	7.8	11
tt3377186	7.7	18
tt3377196	8.8	8
tt3377212	8.4	12
tt3377214	6.5	31
tt3377236	8.5	16
tt3377240	4.6	171
tt3377262	8.1	28
tt3377278	4.6	34
tt3377312	9.6	5
tt3377330	7.7	77
tt3377334	6.9	17
tt3377356	3.3	9
tt3377374	6.6	146
tt3377380	8.8	13
tt3377406	7.4	61
tt3377410	7.7	109
tt3377412	8.0	67
tt3377414	7.0	6
tt3377426	3.5	6
tt3377428	5.5	56
tt3377440	7.8	49
tt3377452	6.5	6
tt3377456	5.2	42
tt3377464	6.2	30
tt3377490	3.1	19
tt3377498	3.8	7
tt3377512	6.3	15
tt3377518	6.1	16
tt3377532	6.7	33
tt3377536	5.0	6
tt3377546	7.3	25
tt3377548	5.7	296
tt3377558	7.5	17
tt3377570	4.8	18
tt3377576	7.7	7
tt3377584	6.8	30
tt3377606	8.7	7
tt3377626	6.2	13
tt3377640	6.8	76
tt3377642	6.0	14
tt3377648	2.6	12
tt3377670	6.3	27
tt3377686	7.5	12
tt3377696	8.8	18
tt3377758	7.5	38
tt3377796	9.4	9
tt3377798	2.8	442
tt3377822	6.1	62
tt3377854	7.4	17
tt3377886	3.8	21
tt3377890	8.1	44
tt3377898	7.7	94
tt3377900	6.2	25
tt3377902	7.8	6
tt3377904	6.0	6
tt3377934	7.1	9
tt3377942	8.5	2519
tt3377962	6.4	7
tt3377968	8.0	8
tt3377984	7.3	20
tt3377988	6.3	44
tt3377996	7.6	892
tt3378000	2.2	166
tt3378024	3.3	8
tt3378038	9.0	30
tt3378046	6.8	14
tt3378080	6.9	66
tt3378124	6.6	6
tt3378148	7.0	32
tt3378152	7.1	109
tt3378168	6.9	24
tt3378180	7.8	15
tt3378186	6.8	22
tt3378190	6.5	9
tt3378194	6.8	6
tt3378222	6.8	90
tt3378240	6.6	11
tt3378252	6.9	23
tt3378258	8.3	6
tt3378266	5.4	84
tt3378278	6.5	103
tt3378280	5.0	25
tt3378290	8.5	60
tt3378292	8.6	40
tt3378294	8.3	37
tt3378296	8.2	33
tt3378298	8.1	33
tt3378300	8.3	32
tt3378302	8.1	32
tt3378304	8.5	32
tt3378306	7.7	28
tt3378308	8.2	28
tt3378310	8.2	30
tt3378312	8.9	31
tt3378314	8.4	27
tt3378316	8.3	27
tt3378318	8.3	28
tt3378320	8.7	13
tt3378322	8.2	27
tt3378324	8.1	29
tt3378328	8.3	25
tt3378330	8.5	8
tt3378332	8.4	8
tt3378334	8.3	9
tt3378336	8.6	8
tt3378338	8.6	9
tt3378340	8.8	8
tt3378342	8.6	8
tt3378344	8.8	10
tt3378346	8.6	8
tt3378348	8.4	8
tt3378350	8.6	7
tt3378352	9.0	11
tt3378362	5.6	14
tt3378372	1.9	232
tt3378384	3.1	239
tt3378388	5.2	61
tt3378408	1.1	419
tt3378470	3.6	21
tt3378478	5.7	10
tt3378484	6.8	20
tt3378490	7.6	715
tt3378500	7.8	12
tt3378506	5.2	9
tt3378536	5.2	68
tt3378772	8.7	7
tt3379000	6.9	13
tt3379014	7.2	9
tt3379030	4.2	146
tt3379032	8.5	26
tt3379034	8.4	42
tt3379040	8.7	30
tt3379044	7.5	34
tt3379046	7.9	37
tt3379054	7.4	14
tt3379058	8.5	6
tt3379094	8.3	6
tt3379096	8.7	12
tt3379100	7.8	17
tt3379106	6.1	11
tt3379110	7.8	8
tt3379118	8.8	8
tt3379120	8.4	14
