tconst	averageRating	numVotes
tt5380232	5.6	19
tt5380240	7.2	10
tt5380974	7.1	9
tt5386192	5.6	8
tt5386202	5.7	77
tt5386210	3.8	19
tt5386954	7.1	9
tt5386968	7.1	9
tt5387762	7.2	9
tt5387766	9.4	14
tt5389254	9.1	11
tt5389346	8.0	9
tt5389348	7.4	7
tt5389350	8.0	6
tt5389352	7.2	5
tt5389354	7.2	5
tt5389356	5.6	5
tt5389358	7.6	5
tt5389360	7.6	5
tt5389366	7.8	5
tt5389374	7.6	5
tt5389380	7.8	5
tt5389382	7.4	5
tt5389384	7.8	5
tt5389386	8.5	6
tt5389388	7.8	6
tt5389390	8.3	6
tt5389392	8.3	6
tt5389394	8.2	6
tt5389396	7.8	5
tt5389398	8.7	6
tt5389400	8.3	6
tt5389402	7.8	6
tt5389404	8.3	7
tt5389406	8.0	6
tt5389408	8.6	5
tt5389466	8.9	11
tt5389494	8.3	29
tt5389496	8.0	28
tt5389498	7.6	23
tt5389500	8.5	23
tt5389502	8.3	23
tt5389504	8.4	23
tt5389506	8.6	23
tt5389508	8.5	22
tt5389510	8.6	20
tt5389512	8.7	21
tt5389514	8.4	19
tt5389516	8.6	18
tt5389518	8.4	20
tt5389520	8.3	21
tt5389522	8.5	20
tt5389526	7.3	46
tt5389530	7.1	45
tt5389534	7.0	40
tt5389546	7.1	44
tt5389550	7.2	45
tt5389556	8.8	19
tt5389558	8.8	18
tt5389560	7.9	20
tt5389562	7.9	17
tt5389564	8.3	17
tt5389566	8.8	17
tt5389568	8.6	17
tt5389570	8.8	18
tt5389572	8.6	18
tt5389574	8.4	18
tt5389576	8.4	17
tt5389578	8.4	18
tt5389580	8.6	17
tt5389582	8.4	18
tt5389584	8.1	19
tt5389586	8.9	18
tt5389588	8.8	17
tt5389590	8.9	16
tt5389592	8.8	20
tt5389594	8.7	17
tt5389596	8.1	17
tt5389598	8.2	17
tt5389600	8.3	19
tt5389602	8.4	19
tt5389604	8.2	19
tt5389606	8.0	17
tt5389608	8.2	17
tt5389610	8.8	17
tt5389612	8.3	18
tt5389614	8.8	17
tt5389616	9.1	21
tt5389618	9.0	26
tt5389620	8.6	27
tt5389636	4.1	24
tt5389642	6.7	84
tt5389652	6.1	9
tt5389654	7.9	446
tt5389668	8.3	12
tt5389670	7.9	10
tt5389686	6.6	15
tt5389704	7.0	7
tt5389708	4.6	108
tt5389714	7.1	58
tt5389716	8.6	18
tt5389736	5.1	47
tt5389740	4.8	15
tt5389750	6.8	234
tt5389780	4.4	5
tt5389786	6.8	7
tt5389798	5.8	8
tt5389804	5.6	320
tt5389808	6.6	6
tt5389814	7.9	7
tt5389820	7.7	7
tt5389826	7.9	7
tt5389834	6.4	14
tt5389838	8.2	5
tt5389848	6.1	12
tt5389854	6.2	56
tt5389860	6.5	16
tt5389896	5.0	9
tt5389898	8.8	12
tt5389902	5.2	52
tt5389904	8.7	6
tt5389906	9.5	18
tt5389908	8.0	14
tt5389916	5.3	29
tt5389922	4.3	644
tt5389940	7.8	19
tt5389942	7.5	13
tt5389944	7.4	12
tt5389946	8.1	13
tt5389948	7.9	13
tt5389950	8.0	11
tt5389952	8.1	10
tt5389954	8.1	10
tt5389956	7.8	10
tt5389958	8.3	10
tt5389960	7.9	10
tt5389962	8.0	10
tt5389964	8.1	10
tt5389966	8.1	11
tt5389968	7.9	10
tt5389970	7.7	10
tt5389972	7.6	10
tt5389974	8.0	10
tt5389976	7.2	11
tt5389978	8.0	9
tt5389980	8.7	10
tt5389982	7.7	10
tt5389984	8.0	9
tt5389986	9.2	10
tt5389988	8.6	9
