tconst	averageRating	numVotes
tt19291350	6.9	21
tt19296374	8.1	193
tt19296492	9.1	9
tt19296496	8.3	181
tt19296606	5.9	360
tt19296708	6.6	5
tt19297226	9.0	6
tt19297250	6.7	8
tt19297632	10.0	12
tt19297708	10.0	12
tt19298102	7.6	29
tt19298220	7.4	12
tt19298532	3.0	12
tt19298716	8.0	12
tt19298844	8.6	20
tt19298882	7.9	251
tt19299226	7.3	9
tt19299240	7.6	9
tt19299248	7.3	9
tt19299262	7.8	8
tt19299270	7.7	10
tt19299414	6.8	6
tt19299450	7.0	7
tt19299466	7.6	7
tt19299676	7.7	10
tt19299694	7.4	8
tt19299728	5.6	5
tt19299736	6.6	5
tt19299748	5.6	5
tt19299772	6.4	5
tt19299928	5.2	6
tt19299986	7.3	7
