tconst	averageRating	numVotes
tt9720382	7.8	8
tt9720500	6.1	7
tt9720502	6.3	7
tt9720546	8.7	15
tt9720550	8.3	10
tt9720554	8.3	9
tt9720558	8.4	9
tt9720560	8.1	7
tt9720564	8.0	8
tt9720566	7.9	7
tt9720688	5.4	12
tt9720866	5.0	5
tt9721358	6.1	21
tt9721538	7.4	7
tt9721542	8.7	19
tt9721562	6.7	6
tt9721586	6.2	5
tt9721640	5.4	955
tt9721644	6.5	1025
tt9721646	6.7	984
tt9721654	6.6	1042
tt9721656	6.9	1177
tt9721658	6.8	1227
tt9721660	6.7	1370
tt9721664	6.6	1655
tt9721666	6.9	2232
tt9721712	7.1	16
tt9721716	7.4	16
tt9721760	6.1	53
tt9721762	5.9	39
tt9721764	5.9	41
tt9721766	5.9	39
tt9721770	5.4	39
tt9721772	5.9	38
tt9721776	6.6	3334
tt9721798	6.2	244
tt9721814	8.0	19
tt9721816	8.8	8
tt9721820	6.8	5
tt9722010	5.7	11
tt9722160	5.1	8
tt9722200	9.1	28
tt9722308	5.4	8
tt9722348	8.5	728
tt9722458	7.0	8
tt9722482	7.0	8
tt9722488	7.0	9
tt9722490	7.0	8
tt9722494	6.4	7
tt9722518	8.0	135
tt9722612	5.4	7
tt9722634	7.2	201
tt9722638	6.8	119
tt9722640	5.9	89
tt9722644	7.1	134
tt9722650	6.4	8
tt9722658	5.8	33
tt9722688	4.2	55
tt9722690	6.6	5
tt9722710	5.5	25
tt9722716	5.8	24
tt9722720	5.8	21
tt9722726	8.2	6
tt9722744	7.6	29
tt9722746	6.7	19
tt9722800	8.0	13
tt9722804	6.2	12
tt9722828	6.2	14
tt9722846	9.5	10
tt9722848	4.2	12
tt9722866	6.3	6
tt9722918	6.0	9
tt9722940	5.1	18
tt9722952	6.4	20
tt9722962	7.1	7
tt9722968	7.0	7
tt9722978	7.8	9
tt9723000	7.9	30
tt9723020	8.0	7
tt9723022	7.5	51
tt9723024	8.3	7
tt9723030	7.4	45
tt9723032	7.5	40
tt9723034	7.4	37
tt9723036	8.2	42
tt9723038	8.2	42
tt9723056	7.0	18
tt9723076	7.5	17
tt9723084	7.6	604
tt9723094	7.7	7
tt9723110	6.4	8
tt9723124	6.4	7
tt9723132	7.2	54
tt9723136	6.4	8
tt9723140	8.2	6
tt9723156	6.4	8
tt9723182	6.6	8
tt9723190	6.4	8
tt9723240	6.7	317
tt9723258	6.7	14
tt9723268	8.0	31
tt9723286	9.2	15
tt9723316	6.3	19
tt9723328	9.2	16
tt9723386	8.6	9
tt9723502	8.2	34
tt9723520	6.6	22
tt9723544	6.8	7
tt9723560	6.9	203
tt9723566	6.8	8
tt9723584	8.6	13
tt9723626	7.4	89
tt9723638	8.3	352
tt9723642	1.9	137
tt9723690	5.6	151
tt9723710	4.4	5
tt9723714	9.8	13
tt9723748	5.8	160
tt9723750	6.4	18
tt9723778	7.9	63
tt9723792	7.8	11
tt9723884	8.7	86
tt9723886	8.5	86
tt9723890	8.6	84
tt9723998	9.3	1194
tt9724022	6.8	803
tt9724024	6.9	718
tt9724026	6.6	602
tt9724028	6.8	499
tt9724030	6.6	472
tt9724032	6.8	422
tt9724034	5.8	444
tt9724056	5.4	271
tt9724068	2.1	118
tt9724076	2.1	18
tt9724086	7.2	3411
tt9724088	7.4	102
tt9724092	5.6	56
tt9724094	7.3	3034
tt9724096	7.4	2780
tt9724098	7.4	2722
tt9724100	7.5	2532
tt9724104	7.3	2406
tt9724106	8.0	2560
tt9724108	7.7	3042
tt9724110	7.8	2325
tt9724114	7.3	53
tt9724158	8.2	19
tt9724168	6.9	81
tt9724170	6.7	70
tt9724172	6.8	63
tt9724174	6.6	48
tt9724176	7.1	49
tt9724178	6.5	49
tt9724180	6.3	42
tt9724190	6.5	12
tt9724198	8.0	16
tt9724204	6.9	9
tt9724282	6.3	14
tt9724306	8.3	27
tt9724318	8.3	9
tt9724328	7.0	8
tt9724334	7.0	8
tt9724506	8.3	2342
tt9724520	7.7	10
tt9724606	7.3	31
tt9724628	6.4	2838
tt9724692	8.4	12
tt9724710	7.3	12
tt9724734	5.8	60
tt9724786	7.5	35
tt9724792	7.3	38
tt9725058	7.6	10
tt9725138	8.2	7
tt9725202	6.9	8
tt9725216	5.9	240
tt9725228	7.5	21
tt9725232	7.4	11
tt9725236	7.0	37
tt9725238	8.1	25
tt9725262	4.9	7
tt9725278	5.6	46
tt9725342	6.6	91
tt9725368	7.2	66
tt9725384	7.5	56
tt9725388	7.3	52
tt9725394	7.3	46
tt9725398	7.4	48
tt9725830	5.6	812
tt9726164	9.0	9
tt9726390	5.9	43
tt9726450	8.6	15
tt9726522	5.3	22
tt9726638	6.1	34
tt9726904	9.1	11
tt9727090	6.9	10
tt9727644	7.3	7
tt9727694	6.3	24
tt9727738	6.8	5
tt9727890	7.6	35
tt9727894	8.3	637
tt9727914	9.2	25
tt9727918	6.4	5
tt9727940	7.8	38
tt9728114	8.2	245
tt9728202	6.2	11
tt9728264	6.0	108
tt9728290	5.8	48
tt9728306	8.3	37
tt9728312	4.2	8
tt9728344	6.5	1339
tt9728350	7.7	1155
tt9728352	7.4	7092
tt9728368	4.0	8
tt9728388	8.4	18
tt9728410	7.2	185
tt9728416	7.2	13
tt9728418	5.2	6
tt9728420	7.4	12
tt9728568	7.3	189
tt9728616	7.7	9
tt9728742	6.9	22
tt9728792	5.1	26
tt9728816	7.4	58
tt9728858	8.0	17
tt9728866	8.7	64
tt9728894	7.2	15
tt9728962	5.9	8094
tt9729002	8.4	7
tt9729060	2.5	149
tt9729066	8.4	10
tt9729132	7.3	759
tt9729134	7.3	766
tt9729136	7.7	767
tt9729138	8.2	895
tt9729142	8.3	876
tt9729144	7.8	804
tt9729150	6.9	6731
tt9729152	7.5	6212
tt9729154	7.1	5947
tt9729156	7.7	5771
tt9729158	8.0	6365
tt9729160	7.7	5861
tt9729162	7.2	5651
tt9729164	7.4	5828
tt9729166	8.0	5954
tt9729172	9.0	8570
tt9729176	8.3	6186
tt9729178	7.7	6861
tt9729180	7.4	5548
tt9729182	7.8	5551
tt9729184	8.3	7656
tt9729206	5.8	447
tt9729262	6.1	14
tt9729284	5.9	28
tt9729308	7.7	256
tt9729310	7.8	269
tt9729314	7.7	262
tt9729316	7.7	257
tt9729320	8.3	317
tt9729322	7.9	269
tt9729324	8.1	283
tt9729326	7.8	314
tt9729328	7.3	319
tt9729336	7.3	361
tt9729340	7.6	334
tt9729344	8.1	335
tt9729352	7.6	295
tt9729354	7.7	298
tt9729358	7.7	283
tt9729360	7.4	275
tt9729366	7.8	291
tt9729412	5.2	21
tt9729416	5.8	14
tt9729418	6.2	14
tt9729420	5.9	13
tt9729422	6.4	13
tt9729426	5.3	12
tt9729428	4.6	11
tt9729430	4.7	11
tt9729432	4.8	11
tt9729434	5.7	12
tt9729436	6.5	14
tt9729440	5.7	9
tt9729442	5.4	9
tt9729444	6.3	9
tt9729446	4.0	7
tt9729448	6.5	9
tt9729450	5.2	7
tt9729452	5.4	7
tt9729454	6.2	8
tt9729456	7.2	12
tt9729516	6.3	6
tt9729568	7.5	98
tt9729572	7.6	83
tt9729574	7.6	77
tt9729576	7.7	78
tt9729578	7.6	77
tt9729582	7.7	76
tt9729584	7.8	75
tt9729588	7.8	78
tt9729590	7.6	63
tt9729596	7.7	62
tt9729602	7.6	63
tt9729604	8.1	65
tt9729606	7.6	64
tt9729614	7.6	61
tt9729616	7.4	64
tt9729624	7.3	72
tt9729768	7.3	1187
tt9729774	7.4	82
tt9729840	8.5	121
tt9729850	8.3	96
tt9729852	7.2	252
