tconst	averageRating	numVotes
tt14590002	5.8	25
tt14590022	6.4	28
tt14590040	9.8	6
tt14590108	8.0	7
tt14590112	7.8	6
tt14590116	7.7	7
tt14590118	7.2	6
tt14590120	8.3	7
tt14590122	7.8	6
tt14590146	7.0	7
tt14590198	8.8	9
tt14590206	4.9	19
tt14590208	7.2	7
tt14590210	6.4	946
tt14590238	7.7	7
tt14590252	6.6	24
tt14590256	6.8	7
tt14590344	7.4	8
tt14590374	7.3	16
tt14590384	5.2	111
tt14590434	8.3	40
tt14590478	7.7	65
tt14590480	6.4	13
tt14590488	8.8	5
tt14590522	8.8	5
tt14590538	7.3	21
tt14590558	6.0	10
tt14590644	6.7	6
tt14590650	4.6	126
tt14590668	6.1	9
tt14590676	6.2	8
tt14590682	7.0	6
tt14590728	8.7	6
tt14590788	6.5	8
tt14590886	6.5	39
tt14590920	5.8	7
tt14590924	8.2	6
tt14591028	5.4	182
tt14591050	6.3	7
tt14591090	8.1	10
tt14591092	8.1	11
tt14591150	9.6	9
tt14591162	6.9	143
tt14591264	7.1	26
tt14591278	6.4	609
tt14591328	8.7	7
tt14591338	7.2	42
tt14591354	8.1	76
tt14591362	8.4	13
tt14591438	4.7	84
tt14591574	7.0	142
tt14591580	7.0	131
tt14591582	7.0	124
tt14591586	7.0	123
tt14591588	7.6	109
tt14591594	5.0	688
tt14591614	5.3	120
tt14591766	6.1	14
tt14591768	6.0	14
tt14591770	5.9	13
tt14591774	5.9	13
tt14591840	5.2	5
tt14591916	5.0	8
tt14591936	6.3	11
tt14592026	7.3	48
tt14592064	6.0	18662
tt14592148	7.7	143
tt14592160	9.0	6
tt14592170	8.4	5
tt14592178	8.0	5
tt14592184	7.0	56
tt14592190	8.4	5
tt14592200	8.0	5
tt14592208	8.0	5
tt14592210	6.3	6
tt14592230	8.0	5
tt14592312	8.6	5
tt14592352	8.8	58
tt14592456	7.8	7
tt14592480	8.0	94
tt14592524	7.7	18
tt14592550	9.3	12
tt14592684	5.0	22
tt14592858	6.6	168
tt14592924	7.4	41
tt14592930	7.7	47
tt14592936	7.1	36
tt14592942	7.2	43
tt14592944	7.3	35
tt14592946	6.7	63
tt14592948	6.5	7062
tt14592952	7.9	43
tt14592954	7.7	41
tt14592956	7.0	34
tt14592960	7.1	37
tt14592998	5.5	810
tt14593036	8.0	7
tt14593066	8.0	30
tt14593070	8.2	7
tt14593078	8.2	6
tt14593082	8.2	6
tt14593088	8.0	6
tt14593104	9.2	16
tt14593162	7.1	35
tt14593168	8.1	18
tt14593174	7.6	13
tt14593182	8.3	21
tt14593188	8.6	38
tt14593286	4.7	7
tt14593324	7.8	181
tt14593462	6.8	7
tt14594018	7.5	12
tt14594050	6.9	41
tt14594076	7.4	8
tt14594302	6.9	10
tt14594354	4.2	7
tt14594366	5.2	7
tt14594376	5.0	8
tt14594412	7.1	188
tt14594428	8.4	5
tt14594458	8.8	6
tt14594496	8.2	5
tt14594516	8.2	5
tt14594540	8.2	5
tt14594568	8.4	5
tt14594680	7.1	361
tt14594994	8.2	7
tt14595022	7.3	56
tt14595212	4.8	6
tt14595216	7.9	13
tt14595418	8.7	45
tt14595508	7.2	57
tt14595550	9.0	10
tt14595594	8.3	7
tt14595814	5.6	8
tt14595902	3.5	9
tt14595920	6.1	12
tt14595950	5.4	767
tt14596056	6.6	11
tt14596082	6.6	9
tt14596220	5.8	100
tt14596288	6.5	154
tt14596320	5.3	2110
tt14596388	7.4	21
tt14596390	5.7	9
tt14596400	6.8	148
tt14596414	7.9	1920
tt14596422	7.1	17
tt14596432	6.8	9
tt14596452	3.8	5
tt14596456	4.6	5
tt14596486	7.3	701
tt14596550	7.3	563
tt14596552	7.8	643
tt14596556	9.2	1729
tt14596560	8.1	693
tt14596562	8.6	1010
tt14596566	7.4	512
tt14596568	8.3	560
tt14596572	7.8	82
tt14596604	6.1	7
tt14596618	7.8	15
tt14596622	6.4	132
tt14596630	8.2	2141
tt14596636	7.1	121
tt14596664	6.0	9
tt14596672	7.1	8
tt14596694	9.3	351
tt14596714	6.9	132
tt14596724	8.9	359
tt14596736	8.6	496
tt14596740	8.6	488
tt14596742	8.8	499
tt14596744	9.4	638
tt14596748	8.7	489
tt14596768	7.8	7
tt14596866	6.0	10
tt14596870	6.2	10
tt14596872	6.2	10
tt14596878	6.0	10
tt14596884	8.5	32
tt14596894	7.9	22
tt14596960	8.9	13
tt14597014	8.2	7
tt14597046	8.2	35
tt14597048	6.6	107
tt14597068	7.3	592
tt14597070	7.9	652
tt14597076	8.3	748
tt14597092	6.3	102
tt14597122	8.7	1242
tt14597126	7.7	211
tt14597132	9.0	510
tt14597178	8.5	339
tt14597188	8.1	207
tt14597194	7.8	199
tt14597196	8.4	234
tt14597210	9.1	541
tt14597228	7.8	372
tt14597242	7.7	127
tt14597252	8.0	135
tt14597260	8.5	140
tt14597268	7.9	336
tt14597274	7.0	293
tt14597278	8.0	275
tt14597292	7.3	581
tt14597294	6.5	813
tt14597302	7.9	20
tt14597322	7.5	37
tt14597334	8.0	341
tt14597410	5.3	6
tt14597414	7.2	8
tt14597424	5.3	6
tt14597430	5.3	6
tt14597512	7.9	14
tt14597532	7.9	16
tt14597674	7.9	32
tt14597676	7.6	35
tt14597678	7.1	32
tt14597680	7.3	33
tt14597682	7.3	30
tt14597686	7.2	93
tt14597700	6.9	68
tt14597724	7.2	7
tt14597860	6.6	5
tt14597862	6.2	25
tt14597926	6.4	95
tt14597964	6.4	33
tt14597982	8.4	81
tt14597984	6.7	6
tt14597994	7.0	7
tt14598010	7.9	28
tt14598032	7.4	16
tt14598034	7.6	7
tt14598046	9.7	61
tt14598104	7.4	16
tt14598142	7.9	8
tt14598150	8.0	8
tt14598156	7.2	81
tt14598224	4.9	41
tt14598460	6.6	14
tt14598556	8.6	28
tt14598560	8.5	25
tt14598562	8.6	27
tt14598564	8.0	26
tt14598566	8.6	25
tt14598568	8.5	23
tt14598570	8.4	23
tt14598574	8.6	26
tt14598576	8.7	26
tt14598578	8.3	19
tt14598580	8.2	15
tt14598582	8.3	15
tt14598584	8.6	21
tt14598586	8.1	15
tt14598588	8.4	17
tt14598598	6.8	1142
tt14598638	4.7	1329
tt14598646	6.5	418
tt14598692	7.8	19
tt14598706	4.1	22
tt14598754	7.3	7516
tt14598772	1.0	144
tt14598786	8.8	43
tt14598808	5.5	8
tt14598810	6.6	48
tt14598814	5.3	8
tt14598822	6.3	10
tt14598840	5.9	230
tt14598876	6.8	21
tt14598938	6.8	34
tt14598952	7.3	28
tt14599024	4.9	19
tt14599028	9.0	42
tt14599140	4.3	19
tt14599204	7.0	6
tt14599206	7.0	11
tt14599208	1.0	146
tt14599226	7.0	7
tt14599236	5.9	9
tt14599240	9.7	6
tt14599244	7.7	99
tt14599246	7.7	93
tt14599248	8.3	104
tt14599256	8.1	497
tt14599264	7.2	6
tt14599270	5.9	10
tt14599272	3.4	17
tt14599304	5.7	10
tt14599328	8.0	7
tt14599366	6.0	10
tt14599372	6.0	24
tt14599418	6.3	15
tt14599438	8.0	9128
tt14599450	6.3	28
tt14599462	5.5	16
tt14599464	8.1	16
tt14599466	9.7	12
tt14599502	9.4	8
tt14599510	7.4	35
tt14599512	7.7	77
tt14599526	7.1	557
tt14599534	2.0	10
tt14599556	5.8	13
tt14599578	8.0	280
tt14599580	8.7	32
tt14599596	5.0	9
tt14599622	8.9	1932
tt14599650	7.8	11
tt14599702	7.5	11
tt14599718	5.5	42
tt14599748	7.3	29
tt14599756	2.3	21
tt14599772	7.4	21
tt14599774	9.1	13
tt14599778	7.6	19
tt14599788	7.9	24
tt14599794	7.0	22
tt14599796	6.4	7
tt14599800	6.9	79
tt14599806	7.2	78
tt14599870	8.6	113
tt14599878	6.0	18
tt14599882	7.1	114
tt14599888	7.6	732
tt14599906	9.1	477
tt14599912	7.8	266
tt14599924	4.8	29
tt14599926	8.2	347
tt14599930	6.9	170
tt14599938	6.7	2655
tt14599966	7.9	263
tt14599980	7.3	9
