tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt10410024	movie	Elsewhere: Down The Rabbit Hole	Elsewhere: Down The Rabbit Hole	0	\N	\N	\N	Action,Adventure,Fantasy
tt10410036	movie	Laal	Laal	0	2019	\N	\N	Action,Drama
tt10410186	movie	The Bling Lagosians	The Bling Lagosians	0	2019	\N	97	Drama
tt10410188	movie	The New Reign: Of Lite and Darke	The New Reign: Of Lite and Darke	0	\N	\N	\N	Fantasy
tt10410192	movie	Behrouz	Behrouz	0	\N	\N	\N	Documentary
tt10410390	movie	Ottanta!	Ottanta!	0	2019	\N	85	Documentary
tt10410398	movie	The Battle of Shangri-la	The Battle of Shangri-la	0	2019	\N	100	Drama,Thriller
tt10410446	movie	Jawara	Jawara	0	2019	\N	\N	Drama
tt10410450	movie	The Fighting Birds	Kenka oshidori	0	1956	\N	82	Drama
tt10410464	movie	Milosne sledztwo	Milosne sledztwo	0	2019	\N	65	Drama
tt10410482	movie	Kaikan no otoshi-ana	Kaikan no otoshi-ana	0	1988	\N	60	\N
tt10410498	movie	Mibôjin spy	Mibôjin spy	0	1988	\N	60	\N
tt10410506	movie	Brainwashed: Sex-Camera-Power	Brainwashed: Sex-Camera-Power	0	2022	\N	107	Documentary
tt10410514	movie	Uniform and Lace: Volition	Uniform and Lace: Volition	0	\N	\N	\N	Romance
tt10410520	movie	Ikkayude Shakadam	Ikkayude Shakadam	0	2019	\N	100	Comedy
tt10410550	movie	Per soli uomini	Per soli uomini	0	2014	\N	83	Documentary
tt10410552	movie	Un Varugaikkaga Anandhi	Un Varugaikkaga Anandhi	0	2019	\N	\N	\N
tt10410560	movie	Film Adventure	Film Adventure	0	2019	\N	87	Drama,Romance
tt10410602	movie	The 12th Suspect	The 12th Suspect	0	2019	\N	106	Crime,Drama,History
tt10410604	movie	Ijang	Ijang	0	2019	\N	98	Comedy,Drama,Family
tt10410686	movie	Fanfare	Fanfare	0	2019	\N	88	Crime,Horror
tt10410718	movie	Bijo nurasu	Bijo nurasu	0	1988	\N	60	\N
tt10410778	movie	Shôaku na hitozuma	Shôaku na hitozuma	0	1988	\N	60	\N
tt10410782	movie	Bedridden	Bedridden	0	2020	\N	115	Drama
tt10410818	movie	Baraat Bandi	Baraat Bandi	0	2022	\N	\N	Comedy
tt10410856	movie	L'ultima voce.	L'ultima voce.	0	2015	\N	65	Biography,Documentary
tt10410876	movie	Fighter: Zero to Hero	Fighter: Zero to Hero	0	2019	\N	47	Documentary
tt10411012	movie	Three. Two. Gone	Three. Two. Gone	0	\N	\N	\N	Crime,Drama
tt10411058	movie	Mesuneko o eguru	Mesuneko o eguru	0	1988	\N	59	\N
tt10411090	movie	Drain Baby	Drain Baby	0	\N	\N	\N	Comedy,Drama,Horror
tt10411092	movie	Gem	Gem	0	2019	\N	116	Drama,Thriller
tt10411096	movie	Kôshoku suri onna	Kôshoku suri onna	0	1988	\N	60	\N
tt10411116	movie	Inran ichizoku	Inran ichizoku	0	1988	\N	87	\N
tt10411334	movie	Giulio Andreotti - La politica del cinema	Giulio Andreotti - La politica del cinema	0	2015	\N	89	Documentary
tt10411450	movie	Bala enemiga	Bala enemiga	0	\N	\N	\N	Drama
tt10411520	movie	Let Karma	Let Karma	0	2019	\N	90	Drama
tt10411570	movie	Sydney Body Art Ride	Sydney Body Art Ride	0	2007	\N	\N	Documentary
tt10411704	movie	Engineering with Nature - An Ode to Water, Wood and Stone	Engineering with Nature - An Ode to Water, Wood and Stone	0	2019	\N	78	Documentary
tt10411708	movie	Che cos'è un manrico	Che cos'è un manrico	0	2016	\N	76	Biography,Documentary,Drama
tt10411712	movie	The Son of Devil	The Son of Devil	0	2018	\N	\N	Horror
tt10411716	movie	Monomyth	Monomyth	0	\N	\N	\N	Action
tt10411720	movie	7 Hills	7 Hills	0	2019	\N	74	Documentary
tt10411858	movie	Code of the Freaks	Code of the Freaks	0	2020	\N	68	Documentary
tt10411954	movie	Hometown Killer	Hometown Killer	0	2018	\N	87	Thriller
tt10412578	movie	Steel	Steel	0	\N	\N	\N	Western
tt10412690	movie	Dosukoi! Sukehira	Dosukoi! Sukehira	0	2019	\N	91	Comedy,Drama,Fantasy
tt10413012	movie	801	801	0	2019	\N	88	Comedy
tt10413092	movie	Hope's Legacy	Hope's Legacy	0	2021	\N	103	Animation,Drama,Family
tt10413114	movie	Chikan densha: Yamenai de	Chikan densha: Yamenai de	0	1988	\N	60	\N
tt10413120	movie	Usotsuki girl	Usotsuki girl	0	1988	\N	60	\N
tt10413128	movie	Onna no kiretsu	Onna no kiretsu	0	1988	\N	60	\N
tt10413130	movie	Mae to ushiro de	Mae to ushiro de	0	1988	\N	60	\N
tt10413152	movie	Notebooks of Heiji Zenigata: Spider on the Skin	Zenigata Heiji Torimono no Hikae: Hitohada Gumo	0	1956	\N	82	Mystery
tt10413166	movie	Wooden Chair	Wooden Chair	0	2018	\N	80	Drama
tt10413172	movie	#UC	#UC	0	\N	\N	\N	Thriller
tt10413180	movie	Tystnad! Tagning! Trollflöjten!	Tystnad! Tagning! Trollflöjten!	0	1975	\N	65	Documentary
tt10413230	movie	The Disappearance of Mrs. Wu	The Disappearance of Mrs. Wu	0	2021	\N	88	\N
tt10413246	movie	Ya No Basta con Marchar	Ya No Basta con Marchar	0	2016	\N	70	Documentary,History
tt10413258	movie	Citizen Roh	Citizen Roh	0	2019	\N	\N	\N
tt10413274	movie	Dearly Deported	Dearly Deported	0	\N	\N	\N	Comedy
tt10413284	movie	Retreat	Retreat	0	\N	\N	\N	Horror
tt10413370	movie	The Fate That Lasts an Epoch	The Fate That Lasts an Epoch	0	2004	\N	\N	\N
tt10413374	movie	Rot	Rot	0	2019	\N	92	Drama,Horror
tt10413424	movie	Immobilia Crime Story	Immobilia Crime Story	0	2019	\N	124	Drama,Thriller
tt10413442	movie	Let's Do This	Let's Do This	0	\N	\N	\N	Action,Comedy
tt10413458	movie	To Be of Service	To Be of Service	0	2019	\N	88	Documentary
tt10413470	movie	In 27 Days	In 27 Days	0	\N	\N	\N	Drama
tt10413492	movie	Hatsujô-ki	Hatsujô-ki	0	1988	\N	60	\N
tt10413536	movie	Hakui o bôkô	Hakui o bôkô	0	1988	\N	60	\N
tt10413566	movie	Tolo Tolo	Tolo Tolo	0	2020	\N	90	Comedy,Family
tt10413590	movie	D-cup honban: Kando saikô	D-cup honban: Kando saikô	0	1988	\N	60	\N
tt10413624	movie	Mesu gômon: Nawagurui	Mesu gômon: Nawagurui	0	1988	\N	64	\N
tt10413650	movie	Frankie Bûchan no zoku aa gunkaki: Nyogo ga-shima funsenki	Frankie Bûchan no zoku aa gunkaki: Nyogo ga-shima funsenki	0	1957	\N	86	Comedy,War
tt10413718	movie	The Black Triangle	The Black Triangle	0	\N	\N	\N	Drama
tt10413736	movie	Ginza jungle musume	Ginza jungle musume	0	1961	\N	65	Comedy
tt10413766	movie	One Beat	One Beat	0	\N	\N	\N	Musical
tt10413774	movie	Gennithike noris	Gennithike noris	0	2018	\N	49	Biography,Documentary
tt10413842	movie	Von Neonazis und Superhelden - Die Kleinstadt Themar und der Rechtsrock	Von Neonazis und Superhelden - Die Kleinstadt Themar und der Rechtsrock	0	2018	\N	56	Documentary
tt10413852	movie	Akutoku	Akutoku	0	1958	\N	102	Mystery
